Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Ломоносовская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663					
1	"Число избирателей, внесенных в списки"	54331	1492	1238	1909	2638	286	2327	785	2184	1214	2122	1236	256	200	2799	1011	683	2933	377	2145	1979	2059	1441	2713	1502	1506	1464	639	158	2293	984	2022	2127	2912	1241	206	350	122	778					
2	"Число бюллетеней, полученных участковыми комиссиями"	52960	1400	1200	1800	2000	300	2300	700	2200	1200	2000	1200	240	160	2700	1000	600	2950	350	2100	2000	2000	1400	2800	1500	1500	1500	600	155	2300	900	2000	2000	3000	1200	200	350	155	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21918	715	590	731	1546	110	967	232	883	464	816	472	151	141	1113	394	346	1034	199	824	844	829	586	995	473	464	527	249	55	794	336	727	709	984	552	95	174	34	763					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1092	16	22	41	50	0	13	4	48	4	5	77	0	0	104	9	0	79	0	2	4	5	14	27	32	168	61	3	0	107	60	5	15	44	37	9	1	26	0					
6	Число погашенных бюллетеней	29950	669	588	1028	404	190	1320	464	1269	732	1179	651	89	19	1483	597	254	1837	151	1274	1152	1166	800	1778	995	868	912	348	100	1399	504	1268	1276	1972	611	96	175	95	237					
7	Число бюллетеней в переносных ящиках для голосования	1092	16	22	41	50	0	13	4	48	4	5	77	0	0	104	9	0	79	0	2	4	5	14	27	32	168	61	3	0	107	60	5	15	44	37	9	1	26	0					
8	Число бюллетеней в стационарных ящиках для голосования	21889	715	590	729	1546	110	966	232	883	463	816	472	151	141	1113	394	345	1034	199	824	844	829	585	995	473	464	527	249	54	794	336	727	688	984	552	95	174	34	762					
9	Число недействительных бюллетеней	307	13	8	3	27	0	13	2	8	3	9	9	0	1	18	5	4	14	0	21	13	3	8	14	12	12	4	8	0	8	6	8	5	17	14	5	2	3	7					
10	Число действительных бюллетеней	22674	718	604	767	1569	110	966	234	923	464	812	540	151	140	1199	398	341	1099	199	805	835	831	591	1008	493	620	584	244	54	893	390	724	698	1011	575	99	173	57	755					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	795	20	20	30	45	5	35	10	30	20	30	20	5	5	30	15	20	20	5	30	25	30	25	40	25	20	20	10	5	30	15	30	30	40	20	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	186	5	8	7	29	0	3	2	21	6	5	7	1	0	7	0	15	9	0	6	3	2	1	0	5	1	8	0	0	13	2	3	4	4	2	1	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	157	8	4	15	6	0	2	2	8	1	5	5	2	3	8	0	1	5	2	3	0	2	3	0	2	14	5	1	2	3	5	5	4	4	1	5	3	2	16					
14	Число погашенных открепительных удостоверений	609	15	12	23	16	5	32	8	9	14	25	13	4	5	23	15	5	11	5	24	22	28	24	40	20	19	12	10	5	17	13	27	26	36	18	9	4	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	319	3	4	6	34	1	12	4	12	3	3	11	1	1	14	10	8	13	4	15	8	15	5	19	7	8	7	3	1	20	2	13	2	10	13	2	4	1	20					
		1.38%	0.41%	0.65%	0.77%	2.13%	0.90%	1.22%	1.69%	1.28%	0.64%	0.36%	2.00%	0.66%	0.70%	1.15%	2.48%	2.31%	1.16%	2.01%	1.81%	0.94%	1.79%	0.83%	1.85%	1.38%	1.26%	1.19%	1.19%	1.85%	2.21%	0.50%	1.77%	0.28%	0.97%	2.20%	1.92%	2.28%	1.66%	2.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	985	23	26	31	47	1	37	17	47	27	22	19	3	2	44	22	31	21	6	61	52	49	33	38	13	16	15	1	0	42	15	35	47	68	22	3	5	3	41					
		4.28%	3.14%	4.24%	4.02%	2.94%	0.90%	3.77%	7.20%	5.04%	5.78%	2.67%	3.46%	1.98%	1.41%	3.61%	5.45%	8.98%	1.88%	3.01%	7.38%	6.13%	5.87%	5.50%	3.71%	2.57%	2.53%	2.55%	0.39%	0.0%	4.66%	3.78%	4.78%	6.68%	6.61%	3.73%	2.88%	2.85%	5.0%	5.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	772	26	17	28	41	4	37	6	31	16	34	16	6	4	54	13	2	75	8	32	29	30	18	26	12	18	26	5	4	36	14	30	15	33	0	3	7	3	13					
		3.35%	3.55%	2.77%	3.63%	2.56%	3.63%	3.77%	2.54%	3.32%	3.42%	4.14%	2.91%	3.97%	2.83%	4.43%	3.22%	0.57%	6.73%	4.02%	3.87%	3.41%	3.59%	3.00%	2.54%	2.37%	2.84%	4.42%	1.98%	7.40%	3.99%	3.53%	4.09%	2.13%	3.21%	0.0%	2.88%	4.0%	5.0%	1.70%					
