Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Ленская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
1	"Число избирателей, внесенных в списки"	25247	228	1024	590	571	375	886	1202	990	76	216	96	1076	1307	371	274	708	773	1385	825	1232	943	761	281	1128	492	719	262	1096	1080	772	1087	225	202	91	111	436	136	85	802	110	223					
2	"Число бюллетеней, полученных участковыми комиссиями"	25329	236	1007	561	565	380	928	1286	1028	87	292	121	1095	1260	390	280	676	740	1310	857	1369	945	778	276	1076	502	689	239	1082	1068	738	1048	217	203	90	131	427	130	86	797	109	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16090	108	594	376	346	280	595	844	618	62	216	96	587	738	205	138	378	530	896	572	905	629	475	155	615	262	426	139	754	724	422	562	183	168	72	107	386	111	85	469	72	190					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	670	7	0	6	4	7	31	47	38	8	0	0	43	14	7	19	12	28	28	17	54	18	14	8	14	22	17	23	22	18	16	15	18	8	1	0	20	16	0	27	9	14					
6	Число погашенных бюллетеней	8465	17	413	179	215	93	302	395	372	17	76	25	465	508	178	123	286	182	386	268	410	298	289	113	447	218	246	77	306	326	300	471	16	27	17	24	21	3	1	301	28	26					
7	Число бюллетеней в переносных ящиках для голосования	774	111	0	6	4	7	31	47	38	8	0	0	43	14	7	19	12	28	28	17	54	18	14	8	14	22	17	23	22	18	16	15	18	8	1	0	20	16	0	27	9	14					
8	Число бюллетеней в стационарных ящиках для голосования	16087	108	594	376	346	280	595	844	618	62	216	96	586	738	205	138	378	530	896	572	905	629	475	155	614	262	426	139	753	724	422	562	183	168	72	107	386	111	85	469	72	190					
9	Число недействительных бюллетеней	183	6	5	3	4	2	3	5	5	4	0	8	5	13	1	2	5	3	1	1	10	5	3	2	9	1	12	0	7	10	4	12	7	2	0	0	11	1	1	6	2	2					
10	Число действительных бюллетеней	16678	213	589	379	346	285	623	886	651	66	216	88	624	739	211	155	385	555	923	588	949	642	486	161	619	283	431	162	768	732	434	565	194	174	73	107	395	126	84	490	79	202					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	382	4	15	8	8	6	14	19	15	2	4	2	16	18	5	4	10	11	19	13	20	14	11	4	16	7	10	3	16	16	11	15	3	3	4	2	11	2	1	12	2	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	154	3	1	0	2	0	6	4	4	0	0	2	10	5	1	1	5	6	13	8	11	10	6	1	3	4	1	1	5	7	3	1	3	0	3	0	11	2	0	5	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	0	0	0	0	0	1	0	0	1	0	0	3	2	1	2	3	3	1	1	11	3	1	2	2	2	1	0	3	1	0	1	1	3	0	0	5	1	4	3	2	1					
14	Число погашенных открепительных удостоверений	228	1	14	8	6	6	8	15	11	2	4	0	6	13	4	3	5	5	6	5	9	4	5	3	13	3	9	2	11	9	8	14	0	3	1	2	0	0	1	7	2	0					
15	Число открепительных удостоверений выданных ТИК	16	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	3	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	332	9	1	6	5	1	11	12	9	0	4	0	18	8	8	5	8	5	16	12	19	17	6	5	21	4	11	3	18	13	11	19	5	6	2	2	13	5	1	9	2	2					
		1.96%	4.10%	0.16%	1.57%	1.42%	0.34%	1.75%	1.34%	1.37%	0.0%	1.85%	0.0%	2.86%	1.06%	3.77%	3.18%	2.05%	0.89%	1.73%	2.03%	1.98%	2.62%	1.22%	3.06%	3.34%	1.40%	2.48%	1.85%	2.32%	1.75%	2.51%	3.29%	2.48%	3.40%	2.73%	1.86%	3.20%	3.93%	1.17%	1.81%	2.46%	0.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1280	9	8	11	5	5	10	24	19	2	2	0	68	100	24	13	42	65	84	55	101	67	48	16	53	33	39	9	76	71	45	66	9	8	0	0	41	4	2	22	2	22					
		7.59%	4.10%	1.34%	2.87%	1.42%	1.74%	1.59%	2.69%	2.89%	2.85%	0.92%	0.0%	10.81%	13.29%	11.32%	8.28%	10.76%	11.64%	9.09%	9.33%	10.53%	10.35%	9.81%	9.81%	8.43%	11.61%	8.80%	5.55%	9.80%	9.56%	10.27%	11.43%	4.47%	4.54%	0.0%	0.0%	10.09%	3.14%	2.35%	4.43%	2.46%	10.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	459	9	17	16	5	5	13	8	25	3	12	2	16	20	3	6	15	14	33	16	28	18	12	3	20	10	22	7	15	23	5	10	3	2	0	2	11	2	1	18	4	5					
		2.72%	4.10%	2.86%	4.18%	1.42%	1.74%	2.07%	0.89%	3.81%	4.28%	5.55%	2.08%	2.54%	2.65%	1.41%	3.82%	3.84%	2.50%	3.57%	2.71%	2.91%	2.78%	2.45%	1.84%	3.18%	3.52%	4.96%	4.32%	1.93%	3.09%	1.14%	1.73%	1.49%	1.13%	0.0%	1.86%	2.70%	1.57%	1.17%	3.62%	4.93%	2.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	340	4	8	5	6	13	5	14	7	1	0	0	5	17	10	7	5	21	26	16	21	22	19	3	21	0	11	4	14	20	17	1	0	2	0	1	5	1	0	1	7	0					
		2.01%	1.82%	1.34%	1.30%	1.71%	4.52%	0.79%	1.57%	1.06%	1.42%	0.0%	0.0%	0.79%	2.26%	4.71%	4.45%	1.28%	3.76%	2.81%	2.71%	2.18%	3.40%	3.88%	1.84%	3.34%	0.0%	2.48%	2.46%	1.80%	2.69%	3.88%	0.17%	0.0%	1.13%	0.0%	0.93%	1.23%	0.78%	0.0%	0.20%	8.64%	0.0%					
22	"5. ""За Русь Святую"""	48	2	3	0	0	0	2	0	0	0	2	0	1	5	1	0	0	1	6	4	1	1	1	0	5	1	0	0	0	4	4	2	0	0	0	0	0	0	0	0	1	1					
		0.28%	0.91%	0.50%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.92%	0.0%	0.15%	0.66%	0.47%	0.0%	0.0%	0.17%	0.64%	0.67%	0.10%	0.15%	0.20%	0.0%	0.79%	0.35%	0.0%	0.0%	0.0%	0.53%	0.91%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.23%	0.49%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	2	0	1	0	1	4	3	3	0	0	0	1	2	0	0	2	0	1	0	1	0	0	1	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	1	0	0					
