Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    район Коптево																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №3645	УИК №3646									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	62129	2678	2337	2432	2449	2545	2007	2552	2772	2835	2248	2763	2667	2666	2784	2665	2674	2590	2837	2722	2560	2191	2502	2642	2464	155	392									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50070	2150	1900	1950	1700	2050	1550	2100	2250	2300	1900	2200	2100	2100	2150	2150	2200	2100	2300	2250	2100	1800	2050	2150	2000	170	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20563	901	791	863	997	792	650	754	951	918	688	919	890	820	775	821	744	909	947	915	863	704	843	937	748	89	334									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	649	40	21	36	30	31	17	19	44	18	8	23	23	25	19	20	46	25	25	22	39	21	25	46	26	0	0									
6	Число погашенных избирательных бюллетеней	28858	1209	1088	1051	673	1227	883	1327	1255	1364	1204	1258	1187	1255	1356	1309	1410	1166	1328	1313	1198	1075	1182	1167	1226	81	66									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	649	40	21	36	30	31	17	19	44	18	8	23	23	25	19	20	46	25	25	22	39	21	25	46	26	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20518	893	789	861	995	792	648	754	949	915	687	917	884	817	775	820	744	908	947	914	862	702	842	935	745	89	334									
9	Число недействительных избирательных бюллетеней	407	9	9	11	22	10	10	22	21	20	10	24	14	13	15	14	30	15	16	26	14	18	19	19	16	0	10									
10	Число действительных избирательных бюллетеней	20760	924	801	886	1003	813	655	751	972	913	685	916	893	829	779	826	760	918	956	910	887	705	848	962	755	89	324									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	720	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	416	21	12	18	9	12	11	12	24	25	13	14	17	13	13	17	24	23	24	28	22	17	13	20	14	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	620	37	31	12	15	5	85	10	34	12	12	44	92	56	59	9	4	15	16	5	11	10	7	5	15	1	18									
14	Число погашенных неиспользованных открепительных удостоверений	304	9	18	12	21	18	19	18	6	5	17	16	13	17	17	13	6	7	6	2	8	13	17	10	16	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	2	3	3	1	2	4	5	3	3	4	2	2	1	0	5	3	0	0	4	5	1	7	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
