Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Батецкая																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12					
1	"Число избирателей, внесенных в списки избирателей"	5392	1936	247	198	234	518	386	279	426	221	268	495	184					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5200	1839	251	172	190	528	379	274	443	206	246	502	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3368	1327	143	105	182	306	234	189	243	165	118	275	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	661	76	31	60	8	106	77	25	58	32	75	61	52					
6	Число погашенных избирательных бюллетеней	1171	436	77	7	0	116	68	60	142	9	53	166	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	661	76	31	60	8	106	77	25	58	32	75	61	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3368	1327	143	105	182	306	234	189	243	165	118	275	81					
9	Число недействительных избирательных бюллетеней	20	5	1	0	7	2	0	1	2	1	0	1	0					
10	Число действительных избирательных бюллетеней	4009	1398	173	165	183	410	311	213	299	196	193	335	133					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	99	35	5	8	5	5	5	5	8	5	5	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	60	25	1	5	1	5	1	1	8	2	3	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	198	115	1	24	22	5	5	3	3	5	8	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	39	10	4	3	4	0	4	4	0	3	2	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	90	21	8	1	3	7	10	2	8	3	7	11	9					
		2.23%	1.50%	4.60%	0.61%	1.58%	1.70%	3.22%	0.93%	2.66%	1.52%	3.63%	3.27%	6.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	10	1	0	2	2	4	2	2	0	0	1	0					
		0.60%	0.71%	0.57%	0.00%	1.05%	0.49%	1.29%	0.93%	0.66%	0.00%	0.00%	0.30%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	1	0	0	1	0	0	0	1	0	0	1	0					
		0.10%	0.07%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.30%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	281	106	27	8	8	16	25	9	11	17	21	22	11					
		6.97%	7.56%	15.52%	4.85%	4.21%	3.88%	8.04%	4.21%	3.65%	8.63%	10.88%	6.55%	8.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	8	0	0	0	0	1	0	0	0	0	0	0					
		0.22%	0.57%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	5	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	327	112	12	11	15	22	19	29	26	22	16	35	8					
		8.12%	7.98%	6.90%	6.67%	7.89%	5.34%	6.11%	13.55%	8.64%	11.17%	8.29%	10.42%	6.02%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	165	60	8	8	9	12	9	10	14	11	11	5	8					
		4.10%	4.28%	4.60%	4.85%	4.74%	2.91%	2.89%	4.67%	4.65%	5.58%	5.70%	1.49%	6.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	48	16	2	1	0	1	2	5	11	3	0	5	2					
		1.19%	1.14%	1.15%	0.61%	0.00%	0.24%	0.64%	2.34%	3.65%	1.52%	0.00%	1.49%	1.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3035	1050	114	133	144	349	241	156	224	139	138	252	95					
		75.33%	74.84%	65.52%	80.61%	75.79%	84.71%	77.49%	72.90%	74.42%	70.56%	71.50%	75.00%	71.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	9	1	3	1	1	0	0	2	1	0	3	0					
		0.52%	0.64%	0.57%	1.82%	0.53%	0.24%	0.00%	0.00%	0.66%	0.51%	0.00%	0.89%	0.00%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
