Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Алексеевская 																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
1	"Число избирателей, внесенных в списки"	50963	2418	2582	1421	2837	2402	2912	2893	2855	1570	2894	2221	1246	807	394	608	360	208	1012	426	690	383	329	534	354	725	332	396	515	178	1456	1190	1061	111	509	490	161	564	159	712	245	441	263	306	1049	1060	462	202	184	1000	408	498	714	196	1020					
2	"Число бюллетеней, полученных участковыми комиссиями"	51020	2400	2630	1440	2800	2430	2900	2918	2831	1552	2881	2195	1246	791	387	614	360	208	995	462	698	393	338	543	398	728	331	398	528	183	1465	1186	1061	114	517	493	166	572	158	707	248	447	265	295	1047	1050	460	207	189	1008	403	487	717	189	991					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32672	1419	1474	812	1662	1246	1568	1546	1783	889	1552	1127	575	457	331	309	298	186	906	266	496	271	208	351	284	638	172	267	339	141	1256	1087	915	88	281	344	113	409	123	527	197	332	206	223	768	901	355	121	147	715	280	297	554	125	735					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4945	29	102	56	72	171	49	64	304	103	108	62	126	18	16	66	57	18	62	156	171	106	106	104	70	29	128	100	145	37	64	20	104	20	181	133	42	130	23	124	27	83	48	59	191	89	86	74	26	191	96	190	120	51	138					
6	Число погашенных бюллетеней	13403	952	1054	572	1066	1013	1283	1308	744	560	1221	1006	545	316	40	239	5	4	27	40	31	16	24	88	44	61	31	31	44	5	145	79	42	6	55	16	11	33	12	56	24	32	11	13	88	60	19	12	16	102	27	0	43	13	118					
7	Число бюллетеней в переносных ящиках для голосования	4945	29	102	56	72	171	49	64	304	103	108	62	126	18	16	66	57	18	62	156	171	106	106	104	70	29	128	100	145	37	64	20	104	20	181	133	42	130	23	124	27	83	48	59	191	89	86	74	26	191	96	190	120	51	138					
8	Число бюллетеней в стационарных ящиках для голосования	32668	1419	1474	812	1662	1246	1564	1546	1783	889	1552	1127	575	457	331	309	298	186	906	266	496	271	208	351	284	638	172	267	339	141	1256	1087	915	88	281	344	113	409	123	527	197	332	206	223	768	901	355	121	147	715	280	297	554	125	735					
9	Число недействительных бюллетеней	309	12	11	15	10	18	23	25	0	9	20	19	7	3	3	10	0	9	2	0	2	0	2	15	0	8	1	1	11	0	0	3	0	0	1	7	2	2	1	4	6	3	0	6	6	7	6	0	4	4	0	1	2	4	4					
10	Число действительных бюллетеней	37304	1436	1565	853	1724	1399	1590	1585	2087	983	1640	1170	694	472	344	365	355	195	966	422	665	377	312	440	354	659	299	366	473	178	1320	1104	1019	108	461	470	153	537	145	647	218	412	254	276	953	983	435	195	169	902	376	486	672	172	869					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	13	16	10	10	10	10	10	10	7	7	10	10	10	10	7	6	6	10	6	6	6	6	6	6	6	6	6	6	6	10	10	6	6	5	6	6	6	6	6	5	7	6	5	10	10	6	6	5	6	6	6	6	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	122	12	15	0	4	5	6	10	7	2	6	1	8	2	2	1	0	0	0	0	0	0	2	6	1	0	0	0	0	0	1	0	6	0	1	0	1	3	0	1	1	2	0	0	6	0	0	2	0	5	0	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	8	3	0	1	0	7	2	2	0	2	5	2	1	3	0	3	2	1	0	1	0	0	2	2	1	0	2	1	3	1	1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	2	0	0	4	1	3	1	1	0					
14	Число погашенных открепительных удостоверений	277	1	1	10	6	5	4	0	3	5	1	9	2	8	8	6	6	6	10	6	6	6	4	0	5	6	6	6	6	6	9	10	0	6	4	6	5	3	6	5	4	5	6	5	4	10	6	4	5	1	6	6	5	5	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	363	12	10	11	6	15	16	13	24	10	19	16	11	8	8	2	0	2	2	4	2	2	7	2	4	4	1	6	8	1	7	8	8	0	4	4	2	11	0	5	5	10	1	1	14	9	3	1	2	11	9	6	5	3	8					
		0.96%	0.82%	0.63%	1.26%	0.34%	1.05%	0.99%	0.80%	1.14%	1.00%	1.14%	1.34%	1.56%	1.68%	2.30%	0.53%	0.0%	0.98%	0.20%	0.94%	0.29%	0.53%	2.22%	0.43%	1.12%	0.59%	0.33%	1.63%	1.65%	0.56%	0.53%	0.72%	0.78%	0.0%	0.86%	0.83%	1.29%	2.04%	0.0%	0.76%	2.23%	2.40%	0.39%	0.35%	1.45%	0.90%	0.68%	0.51%	1.15%	1.21%	2.39%	1.23%	0.74%	1.70%	0.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	330	28	34	15	24	16	34	13	13	16	16	24	11	16	3	4	2	0	2	1	1	3	2	1	1	4	1	1	0	1	3	6	3	0	1	1	0	2	1	4	0	1	0	2	3	2	0	0	2	0	5	2	1	0	4					
		0.87%	1.93%	2.15%	1.72%	1.38%	1.12%	2.10%	0.80%	0.62%	1.61%	0.96%	2.01%	1.56%	3.36%	0.86%	1.06%	0.56%	0.0%	0.20%	0.23%	0.14%	0.79%	0.63%	0.21%	0.28%	0.59%	0.33%	0.27%	0.0%	0.56%	0.22%	0.54%	0.29%	0.0%	0.21%	0.20%	0.0%	0.37%	0.68%	0.61%	0.0%	0.24%	0.0%	0.70%	0.31%	0.20%	0.0%	0.0%	1.15%	0.0%	1.32%	0.41%	0.14%	0.0%	0.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1512	73	74	59	87	87	96	117	108	88	85	70	40	11	26	28	6	3	8	11	22	7	4	6	9	17	9	4	10	11	23	40	10	7	8	6	3	16	2	17	2	8	3	7	30	14	6	3	5	35	12	7	15	6	51					
		4.01%	5.04%	4.69%	6.79%	5.01%	6.13%	5.95%	7.26%	5.17%	8.87%	5.12%	5.88%	5.70%	2.31%	7.49%	7.46%	1.69%	1.47%	0.82%	2.60%	3.29%	1.85%	1.27%	1.31%	2.54%	2.54%	3.0%	1.08%	2.06%	6.17%	1.74%	3.61%	0.98%	6.48%	1.73%	1.25%	1.93%	2.96%	1.36%	2.61%	0.89%	1.92%	1.18%	2.48%	3.12%	1.41%	1.36%	1.53%	2.89%	3.86%	3.19%	1.43%	2.22%	3.40%	5.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	454	29	34	25	20	28	50	33	26	12	27	30	8	5	3	9	0	0	6	2	4	1	5	0	1	4	0	0	2	0	14	7	9	3	1	4	2	9	0	12	2	2	1	0	5	2	1	1	5	0	0	2	1	3	4					
		1.20%	2.00%	2.15%	2.88%	1.15%	1.97%	3.09%	2.04%	1.24%	1.20%	1.62%	2.52%	1.14%	1.05%	0.86%	2.4%	0.0%	0.0%	0.61%	0.47%	0.59%	0.26%	1.59%	0.0%	0.28%	0.59%	0.0%	0.0%	0.41%	0.0%	1.06%	0.63%	0.88%	2.77%	0.21%	0.83%	1.29%	1.66%	0.0%	1.84%	0.89%	0.48%	0.39%	0.0%	0.52%	0.20%	0.22%	0.51%	2.89%	0.0%	0.0%	0.41%	0.14%	1.70%	0.45%					
22	"5. ""За Русь Святую"""	214	6	9	4	8	7	12	9	14	7	12	14	11	5	3	4	0	2	0	3	1	0	1	4	4	0	5	4	0	3	6	5	2	0	1	2	1	1	1	8	1	1	1	0	4	4	4	0	0	12	4	1	0	1	2					
		0.56%	0.41%	0.57%	0.46%	0.46%	0.49%	0.74%	0.55%	0.67%	0.70%	0.72%	1.17%	1.56%	1.05%	0.86%	1.06%	0.0%	0.98%	0.0%	0.71%	0.14%	0.0%	0.31%	0.87%	1.12%	0.0%	1.66%	1.08%	0.0%	1.68%	0.45%	0.45%	0.19%	0.0%	0.21%	0.41%	0.64%	0.18%	0.68%	1.22%	0.44%	0.24%	0.39%	0.0%	0.41%	0.40%	0.90%	0.0%	0.0%	1.32%	1.06%	0.20%	0.0%	0.56%	0.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	84	1	1	5	10	2	1	7	7	3	5	3	2	2	0	1	0	0	0	0	1	1	0	1	0	3	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	11	5	0	0	1	1					
