Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Кронштадтская №15																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969					
1	"Число избирателей, внесенных в списки"	35771	2610	2825	2429	2105	2212	2797	3033	2674	2589	2227	2853	2546	2611	2260					
2	"Число бюллетеней, полученных участковыми комиссиями"	32500	2400	2500	2200	2100	2000	2500	2800	2400	2400	2000	2600	2200	2400	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	93	0	0	0	74	19	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15587	1127	1151	1102	995	1037	1277	1453	1173	1112	1006	1284	1058	979	833					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	485	13	54	19	164	31	23	30	33	34	17	26	14	9	18					
6	Число погашенных бюллетеней	16335	1260	1295	1079	867	913	1200	1317	1194	1254	977	1290	1128	1412	1149					
7	Число бюллетеней в переносных ящиках для голосования	578	13	54	19	238	50	23	30	33	34	17	26	14	9	18					
8	Число бюллетеней в стационарных ящиках для голосования	15583	1126	1151	1102	995	1037	1275	1453	1173	1112	1006	1284	1058	978	833					
9	Число недействительных бюллетеней	189	9	17	7	24	23	14	14	18	15	10	6	7	14	11					
10	Число действительных бюллетеней	15972	1130	1188	1114	1209	1064	1284	1469	1188	1131	1013	1304	1065	973	840					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	999	69	70	70	80	80	70	70	70	70	70	70	70	70	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	225	7	10	9	58	57	10	6	10	11	7	12	19	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	105	5	28	3	9	22	9	4	4	2	5	5	3	5	1					
14	Число погашенных открепительных удостоверений	774	62	60	61	22	23	60	64	60	59	63	58	51	65	66					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	150	8	12	12	13	12	17	12	9	11	9	17	8	6	4					
		0.92%	0.70%	0.99%	1.07%	1.05%	1.10%	1.30%	0.80%	0.74%	0.95%	0.87%	1.29%	0.74%	0.60%	0.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	914	63	59	64	78	70	60	51	75	60	67	72	71	56	68					
		5.65%	5.53%	4.89%	5.70%	6.32%	6.43%	4.62%	3.43%	6.21%	5.23%	6.54%	5.49%	6.62%	5.67%	7.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	529	43	34	44	35	33	57	50	35	37	35	48	33	26	19					
		3.27%	3.77%	2.82%	3.92%	2.83%	3.03%	4.39%	3.37%	2.90%	3.22%	3.42%	3.66%	3.07%	2.63%	2.23%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	781	59	36	58	69	30	61	74	51	43	54	52	91	52	51					
