Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Пильнинская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №2494					
1	"Число избирателей, внесенных в списки"	19651	1852	1130	1658	1846	916	284	120	75	843	142	278	553	85	186	883	317	322	182	485	245	248	225	127	195	315	360	309	142	119	599	273	353	388	203	851	909	585	101	275	383	76	213					
2	"Число бюллетеней, полученных участковыми комиссиями"	17888	1587	1032	1423	1621	873	273	109	71	788	125	259	518	86	166	800	296	304	167	457	226	235	205	114	179	292	344	282	128	111	575	251	331	369	185	777	833	549	91	242	356	70	188					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11629	1058	665	931	1116	522	143	78	57	512	74	171	330	29	115	485	185	131	108	260	149	152	145	68	127	199	151	186	68	61	377	184	218	248	114	534	591	403	61	210	211	43	159					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1069	32	12	19	23	66	52	25	8	114	10	20	59	35	31	50	21	54	37	50	21	12	11	12	25	26	49	8	10	9	11	0	10	2	23	32	19	23	8	7	18	12	3					
6	Число погашенных бюллетеней	5190	497	355	473	482	285	78	6	6	162	41	68	129	22	20	265	90	119	22	147	56	71	49	34	27	67	144	88	50	41	187	67	103	119	48	211	223	123	22	25	127	15	26					
7	Число бюллетеней в переносных ящиках для голосования	1069	32	12	19	23	66	52	25	8	114	10	20	59	35	31	50	21	54	37	50	21	12	11	12	25	26	49	8	10	9	11	0	10	2	23	32	19	23	8	7	18	12	3					
8	Число бюллетеней в стационарных ящиках для голосования	11619	1058	665	929	1116	522	143	77	57	512	74	171	330	29	115	485	185	131	108	260	144	152	145	68	127	199	151	186	68	61	377	184	218	248	114	534	591	403	61	210	209	43	159					
9	Число недействительных бюллетеней	624	17	27	12	8	39	11	4	5	45	5	12	20	0	1	27	5	10	8	18	11	11	2	3	6	10	11	15	1	6	33	10	17	7	1	54	49	27	6	34	28	0	8					
10	Число действительных бюллетеней	12064	1073	650	936	1131	549	184	98	60	581	79	179	369	64	145	508	201	175	137	292	154	153	154	77	146	215	189	179	77	64	355	174	211	243	136	512	561	399	63	183	199	55	154					
