Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Олонецкая																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №384	УИК №385	УИК №386	УИК №388	УИК №389					
1	"Число избирателей, внесенных в список избирателей"	21207	1298	2140	2244	2266	1917	957	255	258	713	317	1205	1030	1243	378	145	543	58	299	478	874	365	839	438	947					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20600	1200	2100	2150	2200	1850	950	250	250	700	300	1150	1000	1200	350	140	540	50	300	460	860	350	860	440	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8482	580	1004	864	857	738	412	99	104	207	87	449	429	512	183	67	244	28	59	167	363	109	301	229	390					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	676	13	25	13	20	38	19	19	6	24	30	19	10	42	45	25	15	0	76	35	63	28	53	9	49					
6	Число погашенных избирательных бюллетеней	11442	607	1071	1273	1323	1074	519	132	140	469	183	682	561	646	122	48	281	22	165	258	434	213	506	202	511					
7	Число избирательных бюллетеней в переносных ящиках для голосования	676	13	25	13	20	38	19	19	6	24	30	19	10	42	45	25	15	0	76	35	63	28	53	9	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8469	580	1004	851	857	738	412	99	104	207	87	449	429	512	183	67	244	28	59	167	363	109	301	229	390					
9	Число недействительных избирательных бюллетеней	160	9	21	13	14	20	4	5	1	2	2	6	2	10	9	2	4	1	1	3	7	1	7	0	16					
10	Число действительных избирательных бюллетеней	8985	584	1008	851	863	756	427	113	109	229	115	462	437	544	219	90	255	27	134	199	419	136	347	238	423					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	406	25	40	40	40	35	20	5	5	15	5	20	15	20	5	5	10	5	13	8	18	10	17	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	106	6	9	3	7	6	3	0	5	2	1	2	2	9	1	1	6	0	10	3	3	2	12	1	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	83	1	6	5	11	3	1	1	3	1	0	6	4	5	4	2	2	6	7	1	3	2	7	1	1					
