Выборы Президента Российской Федерации																																																																																			
Дата голосования: 04.03.2012																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Улан-Удэ, Октябрьская																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	72																																																																																	
																																																																																			
		Сумма	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766									
1	Число избирателей, включенных в список избирателей	105031	1976	1229	1180	1683	1396	1978	1869	2108	2137	1612	1814	1676	133	90	591	1728	1822	1403	1548	2047	2083	27	1660	1197	1461	1383	1426	1438	1642	2154	1717	1597	1936	2079	1524	1784	2013	1720	1740	1800	1374	1618	1515	2188	85	1760	380	2168	1959	1921	1897	121	257	91	1747	1545	34	1829	1611	1794	2126	1340	1288	1227	1339	2101	1177	1004	658	1777	1106	1593									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	93049	1450	1100	1250	1550	1100	1650	1650	1750	1800	1450	1650	1450	133	90	591	1550	1600	1100	1250	1750	1850	27	1450	1100	1350	1250	1300	1250	1450	1850	1550	1350	1800	1900	1350	1600	1800	1500	1550	1800	1250	1400	1350	1950	85	1550	365	1950	1750	1500	1700	114	257	91	1550	1400	34	1650	1500	1500	1800	1200	1150	1100	1200	1800	1100	1004	658	1600	1100	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	71343	1274	775	793	1147	977	1170	1274	1041	1396	796	1069	966	133	66	419	1166	1371	1015	1044	1455	1277	27	1139	740	1092	976	1025	1209	1153	1359	1018	722	1429	1057	1085	1085	1373	1234	1077	1448	1008	1193	1172	1522	76	1385	192	1511	1351	1447	1333	92	221	91	1271	1094	34	1269	1118	1109	1148	816	821	815	1079	1181	822	974	541	1404	1005	1376									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3065	62	45	43	48	31	45	10	21	25	53	39	73	0	24	172	55	65	45	28	89	53	0	30	44	43	46	47	19	36	46	67	134	107	44	40	43	51	28	43	37	27	21	23	29	9	39	118	58	23	39	31	13	36	0	29	36	0	57	51	43	37	37	24	10	15	93	68	30	117	13	5	3									
6	Число погашенных избирательных бюллетеней	18641	114	280	414	355	92	435	366	688	379	601	542	411	0	0	0	329	164	40	178	206	520	0	281	316	215	228	228	22	261	445	465	494	264	799	225	472	376	238	430	315	215	186	155	399	0	126	55	381	376	14	336	9	0	0	250	270	0	324	331	348	615	347	305	275	106	526	210	0	0	183	90	21									
