Выборы Президента Российской Федерации																																																																																													
Дата голосования: 04.03.2012																																																																																													
																																																																																													
Наименование Избирательной комиссии:    Воскресенская																																																																																													
																																																																																													
Сводная таблица итогов голосования																																																																																													
																																																																																													
	Число участковых избирательных комиссий	82																																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	82																																																																																											
																																																																																													
		Сумма	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201									
1	Число избирателей, включенных в список избирателей	128447	1893	1660	1713	1816	1734	2212	1814	1573	1621	1669	1664	1575	471	1902	1839	185	1125	786	1565	1915	2311	1220	2873	1794	1817	1947	1777	1880	1831	759	1384	1808	2376	1661	2545	834	1738	1621	1644	2275	240	1694	1899	1936	1942	1785	715	9930	890	513	1362	259	888	1932	981	605	410	1139	600	253	2613	2393	2535	2481	2658	2666	2100	168	502	334	271	760	1112	649	1768	1664	223	1666	1630	1037	1919	498									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	113850	1850	1500	1650	1750	1650	2000	1750	1500	1550	1600	1550	1500	450	1750	1750	200	1050	750	1500	1850	2100	1100	2700	1750	1750	1850	1700	1800	1750	700	1350	1700	2300	1550	2450	800	1650	1550	1500	2200	250	1600	1850	1850	1850	1700	650	950	850	450	1300	250	850	1900	950	550	400	1100	600	250	2500	2300	2500	2400	2500	2550	2000	150	450	300	250	700	1050	600	1700	1650	200	1600	1600	1000	1850	450									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	60918	1038	903	1020	1059	940	1257	988	864	873	966	821	853	308	1063	1034	7	549	415	820	1120	1267	631	1393	958	1014	1109	790	975	885	413	708	706	1282	857	1183	418	867	745	870	1144	212	921	1030	1020	1044	788	322	476	346	216	741	129	485	806	382	180	86	497	226	92	1191	1140	1495	1385	1450	1354	1053	75	262	199	112	410	542	260	762	680	109	783	813	522	975	234									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3493	12	10	13	14	10	26	26	19	41	18	32	22	22	33	25	178	29	9	35	25	27	19	47	18	17	15	26	23	31	16	48	28	10	25	33	20	25	22	14	65	0	12	26	39	26	89	49	43	121	24	23	31	12	176	79	156	150	99	84	60	70	42	15	36	37	72	49	24	58	7	27	31	47	65	54	109	29	36	63	54	74	67									
6	Число погашенных избирательных бюллетеней	49439	800	587	617	677	700	717	736	617	636	616	697	625	120	654	691	15	472	326	645	705	806	450	1260	774	719	726	884	802	834	271	594	966	1008	668	1234	362	758	783	616	991	38	667	794	791	780	823	279	431	383	210	536	90	353	918	489	214	164	504	290	98	1239	1118	990	979	1013	1124	898	51	130	94	111	259	461	275	884	861	62	781	724	424	801	149									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3493	12	10	13	14	10	26	26	19	41	18	32	22	22	33	25	178	29	9	35	25	27	19	47	18	17	15	26	23	31	16	48	28	10	25	33	20	25	22	14	65	0	12	26	39	26	89	49	43	121	24	23	31	12	176	79	156	150	99	84	60	70	42	15	36	37	72	49	24	58	7	27	31	47	65	54	109	29	36	63	54	74	67									
8	Число бюллетеней в стационарных ящиках для голосования	60871	1038	903	1020	1059	940	1257	988	864	873	966	820	853	308	1063	1034	7	549	415	820	1120	1267	631	1392	958	1014	1109	790	975	885	413	705	678	1282	857	1183	418	866	745	870	1144	212	920	1030	1012	1044	788	322	476	346	216	741	129	485	806	382	180	86	497	226	92	1191	1140	1495	1385	1449	1351	1053	75	262	199	112	410	542	260	762	680	109	783	813	522	975	234									
9	Число недействительных избирательных бюллетеней	1329	20	27	23	17	27	29	23	22	17	20	10	19	3	24	8	1	9	3	17	23	29	11	29	23	21	19	24	34	9	6	16	17	25	17	40	6	22	19	12	23	0	17	42	60	20	21	7	5	5	3	15	1	13	17	9	3	2	13	3	1	25	24	23	28	38	20	39	0	3	4	3	8	11	2	23	10	2	19	15	13	16	2									
10	Число действительных избирательных бюллетеней	63035	1030	886	1010	1056	923	1254	991	861	897	964	842	856	327	1072	1051	184	569	421	838	1122	1265	639	1410	953	1010	1105	792	964	907	423	737	689	1267	865	1176	432	869	748	872	1186	212	915	1014	991	1050	856	364	514	462	237	749	159	484	965	452	333	234	583	307	151	1236	1158	1487	1393	1448	1403	1063	99	317	202	136	433	578	323	793	779	136	800	861	563	1033	299									
11	Число полученных открепительных  удостоверений	1646	23	20	15	20	25	30	25	19	15	17	20	20	10	25	20	0	10	10	20	25	32	15	35	25	25	30	15	25	25	10	20	35	40	21	45	17	25	20	20	30	0	25	25	20	25	16	5	10	20	5	20	5	20	28	12	11	8	23	23	10	30	40	35	35	30	35	32	5	8	13	7	10	15	10	25	20	5	30	25	16	25	5									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1620	23	20	15	19	24	28	25	18	15	17	20	19	10	24	20	0	10	9	20	25	32	15	35	25	21	30	15	25	24	10	20	35	40	21	45	16	24	20	20	29	0	24	25	19	24	16	5	10	20	5	20	5	20	28	12	11	7	23	23	10	30	40	35	33	29	35	32	4	8	12	7	10	14	10	25	20	5	30	25	16	25	5									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1190	14	6	17	13	6	13	14	8	12	14	10	23	10	52	21	7	12	8	8	21	21	23	17	10	9	6	8	18	17	15	16	6	14	53	11	8	22	8	69	13	7	14	11	8	21	12	11	9	10	9	20	10	5	5	9	11	10	4	4	9	22	11	32	20	22	29	6	6	11	9	6	10	11	15	16	22	12	12	14	21	11	20									
14	Число неиспользованных открепительных удостоверений	26	0	0	0	1	1	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	154	3	2	3	1	3	2	2	5	2	1	4	3	0	3	1	0	1	3	3	5	7	2	3	4	4	2	3	2	1	2	4	4	3	6	0	2	1	2	2	2	0	3	3	2	4	0	0	0	0	1	3	0	1	0	0	4	0	2	0	3	3	1	0	1	1	3	2	0	2	0	0	1	1	0	3	0	0	2	2	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																													
19	Жириновский Владимир Вольфович	5212	97	71	107	88	83	114	110	75	91	69	79	45	15	76	70	16	56	44	74	82	87	68	137	77	70	93	73	66	93	29	65	53	109	69	100	35	76	67	87	74	16	78	82	82	78	62	38	40	49	18	50	13	33	89	48	31	17	41	21	8	113	85	99	87	116	116	77	4	21	11	20	40	64	27	74	63	13	80	73	35	101	9									
