Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Большеулуйская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057					
1	"Число избирателей, внесенных в списки"	6583	2988	453	155	494	146	256	290	169	616	140	283	135	65	47	237	75	34					
2	"Число бюллетеней, полученных участковыми комиссиями"	6562	2950	470	165	490	142	255	295	170	620	135	268	140	65	47	240	75	35					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3468	1437	262	94	275	92	128	162	117	330	79	128	81	38	40	141	40	24					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	450	183	21	29	34	8	13	7	12	11	32	60	4	3	0	29	4	0					
6	Число погашенных бюллетеней	2644	1330	187	42	181	42	114	126	41	279	24	80	55	24	7	70	31	11					
7	Число бюллетеней в переносных ящиках для голосования	450	183	21	29	34	8	13	7	12	11	32	60	4	3	0	29	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	3466	1435	262	94	275	92	128	162	117	330	79	128	81	38	40	141	40	24					
9	Число недействительных бюллетеней	104	32	8	2	14	1	3	8	2	5	1	6	5	6	7	2	0	2					
10	Число действительных бюллетеней	3812	1586	275	121	295	99	138	161	127	336	110	182	80	35	33	168	44	22					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	73	20	3	3	8	3	3	3	3	3	3	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	7	1	0	5	3	0	1	0	2	0	2	0	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	13	4	0	0	0	1	0	1	1	3	3	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	50	13	2	3	3	0	3	2	3	1	3	1	3	3	3	1	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	58	22	3	1	8	1	3	2	2	4	4	1	0	0	2	5	0	0					
		1.48%	1.35%	1.06%	0.81%	2.58%	1.0%	2.12%	1.18%	1.55%	1.17%	3.60%	0.53%	0.0%	0.0%	5.0%	2.94%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	38	23	2	0	3	0	2	3	3	1	0	0	1	0	0	0	0	0					
