Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Правдинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
1	"Число избирателей, внесенных в списки"	15470	2369	1288	1831	990	1253	1110	744	1114	1045	352	471	939	594	614	756					
2	"Число бюллетеней, полученных участковыми комиссиями"	13790	2100	1120	1620	870	1140	990	660	1000	940	320	430	850	530	540	680					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6794	1232	601	799	480	437	383	303	459	457	178	216	428	219	277	325					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	365	26	31	24	21	41	62	27	24	23	11	18	22	18	13	4					
6	Число погашенных бюллетеней	6631	842	488	797	369	662	545	330	517	460	131	196	400	293	250	351					
7	Число бюллетеней в переносных ящиках для голосования	365	26	31	24	21	41	62	27	24	23	11	18	22	18	13	4					
8	Число бюллетеней в стационарных ящиках для голосования	6790	1231	600	798	479	437	383	303	459	457	178	216	428	219	277	325					
9	Число недействительных бюллетеней	132	9	5	6	4	14	16	16	5	14	7	6	2	2	15	11					
10	Число действительных бюллетеней	7023	1248	626	816	496	464	429	314	478	466	182	228	448	235	275	318					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	110	20	10	10	10	10	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	33	9	5	2	3	2	2	2	1	1	0	0	2	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	6	2	2	4	1	0	3	3	1	1	0	2	0	2	1					
14	Число погашенных открепительных удостоверений	77	11	5	8	7	8	3	3	4	4	5	5	3	5	2	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	177	11	10	11	7	12	30	11	15	28	4	4	10	5	11	8					
		2.47%	0.87%	1.58%	1.33%	1.4%	2.51%	6.74%	3.33%	3.10%	5.83%	2.11%	1.70%	2.22%	2.10%	3.79%	2.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	83	24	13	11	4	5	6	6	0	12	0	0	1	1	0	0					
		1.16%	1.90%	2.06%	1.33%	0.8%	1.04%	1.34%	1.81%	0.0%	2.5%	0.0%	0.0%	0.22%	0.42%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	221	79	29	19	12	21	8	8	11	11	2	2	8	3	2	6					
		3.08%	6.28%	4.59%	2.31%	2.4%	4.39%	1.79%	2.42%	2.27%	2.29%	1.05%	0.85%	1.77%	1.26%	0.68%	1.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	113	26	11	16	6	10	6	6	6	6	2	1	5	2	6	4					
