Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Воткинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18037	593	495	713	372	483	1355	1376	898	485	642	284	891	366	787	1011	410	566	1332	328	695	1169	192	882	210	811	321	370									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16440	550	450	650	350	430	1200	1200	800	430	600	270	800	340	720	900	380	540	1200	300	630	1070	180	840	200	780	290	340									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8945	295	274	360	172	264	649	584	344	235	375	137	484	155	307	579	199	308	676	187	384	548	51	445	111	444	167	211									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	588	54	41	29	9	19	15	13	4	0	6	18	30	53	25	13	8	51	21	11	26	23	0	56	9	37	9	8									
6	Число погашенных избирательных бюллетеней	6907	201	135	261	169	147	536	603	452	195	219	115	286	132	388	308	173	181	503	102	220	499	129	339	80	299	114	121									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	588	54	41	29	9	19	15	13	4	0	6	18	30	53	25	13	8	51	21	11	26	23	0	56	9	37	9	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8944	295	274	360	172	264	649	584	344	235	375	137	484	155	307	579	199	308	676	187	383	548	51	445	111	444	167	211									
9	Число недействительных избирательных бюллетеней	295	8	5	9	5	5	25	25	16	4	21	3	10	8	4	4	6	19	29	7	13	23	1	7	6	18	5	9									
10	Число действительных избирательных бюллетеней	9237	341	310	380	176	278	639	572	332	231	360	152	504	200	328	588	201	340	668	191	396	548	50	494	114	463	171	210									
