Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ханты-Мансийская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №699	УИК №700	УИК №701									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11130	383	1363	2048	477	235	361	133	279	139	222	113	50	519	396	116	408	300	129	161	324	542	190	121	232	454	105	323	341	429	237									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11180	350	1300	2000	450	200	450	120	300	150	250	100	50	450	450	120	400	400	150	190	300	600	200	100	200	400	100	300	350	500	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	45	0	0	0	19	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6398	242	616	810	362	157	251	98	211	94	130	60	33	273	286	72	258	291	113	117	170	305	125	87	158	257	95	220	142	217	148									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	299	7	25	27	16	5	13	6	8	5	9	2	1	41	6	5	19	5	2	4	11	24	7	1	4	9	3	11	6	9	8									
6	Число погашенных избирательных бюллетеней	4438	101	659	1163	53	38	186	16	81	51	111	38	16	136	150	43	123	104	35	69	119	271	68	12	38	134	2	69	184	274	94									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	344	7	25	27	35	5	13	6	8	5	9	2	1	41	14	5	19	5	2	4	11	24	7	1	4	9	3	11	24	9	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6398	242	616	810	362	157	251	98	211	94	130	60	33	273	286	72	258	291	113	117	170	305	125	87	158	257	95	220	142	217	148									
9	Число недействительных избирательных бюллетеней	284	7	24	37	12	2	20	3	9	3	5	3	2	12	5	4	13	4	6	14	6	18	14	2	7	14	2	10	7	13	6									
10	Число действительных избирательных бюллетеней	6458	242	617	800	385	160	244	101	210	96	134	59	32	302	295	73	264	292	109	107	175	311	118	86	155	252	96	221	159	213	150									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	601	19	69	102	24	12	23	7	16	8	14	4	4	25	23	7	22	21	9	10	17	31	11	6	11	23	6	20	18	26	13									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	97	1	14	8	4	2	23	3	2	3	0	0	4	1	0	0	4	1	0	2	1	0	10	0	3	2	0	1	2	1	5									
