Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    район Метрогородок 																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №3674	УИК №3675	УИК №3676	УИК №3677	УИК №3678	УИК №3794									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22293	1895	1833	1762	1619	1622	1385	1985	1831	1930	1893	1884	1954	146	134	47	43	17	132	181									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15986	1350	1300	1250	1150	1150	1000	1400	1300	1350	1300	1350	1400	136	134	44	43	17	132	180									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8544	618	674	541	550	675	568	783	709	725	644	729	705	136	134	42	35	17	84	175									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	377	29	22	35	39	24	30	45	18	23	16	21	19	0	0	0	8	0	48	0									
6	Число погашенных избирательных бюллетеней	7065	703	604	674	561	451	402	572	573	602	640	600	676	0	0	2	0	0	0	5									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	377	29	22	35	39	24	30	45	18	23	16	21	19	0	0	0	8	0	48	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8537	617	674	541	550	675	568	783	709	723	644	728	702	136	134	42	35	17	84	175									
9	Число недействительных избирательных бюллетеней	199	12	17	10	10	22	28	22	17	21	7	10	6	4	2	0	3	0	3	5									
10	Число действительных избирательных бюллетеней	8715	634	679	566	579	677	570	806	710	725	653	739	715	132	132	42	40	17	129	170									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	170	20	15	15	10	10	15	15	15	10	15	10	10	10	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	126	16	10	11	8	6	11	14	13	8	12	9	7	1	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	196	15	3	9	3	9	9	11	36	35	18	13	11	11	3	3	6	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	44	4	5	4	2	4	4	1	2	2	3	1	3	9	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	4	1	4	0	1	4	1	4	2	0	1	4	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	252	18	30	18	14	18	19	12	18	27	12	28	18	3	3	2	2	0	3	7									
		2.83%	2.79%	4.31%	3.13%	2.38%	2.58%	3.18%	1.45%	2.48%	3.62%	1.82%	3.74%	2.50%	2.21%	2.24%	4.76%	4.65%	0.00%	2.27%	4.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	150	7	10	14	9	7	4	14	12	19	15	10	13	0	6	2	2	2	2	2									
		1.68%	1.08%	1.44%	2.43%	1.53%	1.00%	0.67%	1.69%	1.65%	2.55%	2.27%	1.34%	1.80%	0.00%	4.48%	4.76%	4.65%	11.76%	1.52%	1.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	269	25	18	16	26	16	13	15	29	27	20	25	19	4	6	1	2	0	6	1									
		3.02%	3.87%	2.59%	2.78%	4.41%	2.29%	2.17%	1.81%	3.99%	3.62%	3.03%	3.34%	2.64%	2.94%	4.48%	2.38%	4.65%	0.00%	4.55%	0.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4085	294	294	258	251	357	265	414	328	337	317	331	292	69	54	20	13	10	100	81									
		45.83%	45.51%	42.24%	44.79%	42.61%	51.07%	44.31%	50.00%	45.12%	45.17%	48.03%	44.19%	40.50%	50.74%	40.30%	47.62%	30.23%	58.82%	75.76%	46.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	125	7	10	6	6	9	14	10	14	18	10	8	7	2	1	0	0	0	1	2									
		1.40%	1.08%	1.44%	1.04%	1.02%	1.29%	2.34%	1.21%	1.93%	2.41%	1.52%	1.07%	0.97%	1.47%	0.75%	0.00%	0.00%	0.00%	0.76%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	1	5	1	3	1	2	3	4	0	2	4	3	0	0	0	0	0	0	4									
		0.37%	0.15%	0.72%	0.17%	0.51%	0.14%	0.33%	0.36%	0.55%	0.00%	0.30%	0.53%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1145	89	95	77	70	84	52	84	92	84	100	115	110	20	15	5	8	2	11	32									
		12.84%	13.78%	13.65%	13.37%	11.88%	12.02%	8.70%	10.14%	12.65%	11.26%	15.15%	15.35%	15.26%	14.71%	11.19%	11.90%	18.60%	11.76%	8.33%	18.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	182	8	18	11	22	15	16	12	10	14	16	10	20	4	0	1	1	0	0	4									
		2.04%	1.24%	2.59%	1.91%	3.74%	2.15%	2.68%	1.45%	1.38%	1.88%	2.42%	1.34%	2.77%	2.94%	0.00%	2.38%	2.33%	0.00%	0.00%	2.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	194	8	19	3	18	22	8	21	16	15	13	20	17	8	1	1	0	1	2	1									
		2.18%	1.24%	2.73%	0.52%	3.06%	3.15%	1.34%	2.54%	2.20%	2.01%	1.97%	2.67%	2.36%	5.88%	0.75%	2.38%	0.00%	5.88%	1.52%	0.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	1	1	2	1	2	5	4	1	2	2	0	3	2	0	0	2	0	0	0									
		0.31%	0.15%	0.14%	0.35%	0.17%	0.29%	0.84%	0.48%	0.14%	0.27%	0.30%	0.00%	0.42%	1.47%	0.00%	0.00%	4.65%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	548	46	44	47	36	36	48	55	35	44	26	52	48	9	6	0	0	0	1	15									
		6.15%	7.12%	6.32%	8.16%	6.11%	5.15%	8.03%	6.64%	4.81%	5.90%	3.94%	6.94%	6.66%	6.62%	4.48%	0.00%	0.00%	0.00%	0.76%	8.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1039	89	88	65	84	68	76	80	90	72	75	84	97	8	29	10	6	2	3	13									
		11.66%	13.78%	12.64%	11.28%	14.26%	9.73%	12.71%	9.66%	12.38%	9.65%	11.36%	11.21%	13.45%	5.88%	21.64%	23.81%	13.95%	11.76%	2.27%	7.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	2	2	4	3	4	3	4	2	6	5	1	4	0	1	0	1	0	0	1									
		0.48%	0.31%	0.29%	0.69%	0.51%	0.57%	0.50%	0.48%	0.28%	0.80%	0.76%	0.13%	0.55%	0.00%	0.75%	0.00%	2.33%	0.00%	0.00%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	622	39	45	44	36	38	45	78	59	60	40	51	64	3	10	0	3	0	0	7									
		6.98%	6.04%	6.47%	7.64%	6.11%	5.44%	7.53%	9.42%	8.12%	8.04%	6.06%	6.81%	8.88%	2.21%	7.46%	0.00%	6.98%	0.00%	0.00%	4.00%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
