Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Льговского района																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725					
1	"Число избирателей, внесенных в списки избирателей"	13323	404	377	88	186	147	496	188	160	144	103	254	174	239	53	468	540	475	329	224	155	209	335	74	94	243	178	497	391	494	168	57	173	283	811	68	388	181	915	526	411	558	576	260	162	67					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11878	352	330	76	159	124	456	168	142	127	93	225	151	213	47	396	460	391	292	199	135	189	297	66	91	224	158	449	355	435	150	49	151	251	725	59	353	161	843	477	371	490	488	306	145	59					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7007	224	182	50	125	65	284	112	87	66	81	151	95	142	31	203	269	257	196	83	94	125	223	51	66	160	85	234	178	229	100	24	103	145	352	40	205	97	494	200	219	265	287	173	109	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1747	56	71	15	12	42	76	23	32	40	10	31	27	32	14	69	46	60	46	51	20	45	27	13	11	18	46	46	54	32	38	17	12	49	88	16	91	18	37	75	34	58	43	87	9	10					
6	Число погашенных избирательных бюллетеней	3124	72	77	11	22	17	96	33	23	21	2	43	29	39	2	124	145	74	50	65	21	19	47	2	14	46	27	169	123	174	12	8	36	57	285	3	57	46	312	202	118	167	158	46	27	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1747	56	71	15	12	42	76	23	32	40	10	31	27	32	14	69	46	60	46	51	20	45	27	13	11	18	46	46	54	32	38	17	12	49	88	16	91	18	37	75	34	58	43	87	9	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7007	224	182	50	125	65	284	112	87	66	81	151	95	142	31	203	269	257	196	83	94	125	223	51	66	160	85	234	178	229	100	24	103	145	352	40	205	97	494	200	219	265	287	173	109	46					
9	Число недействительных избирательных бюллетеней	73	3	0	2	1	1	2	2	1	0	0	0	1	2	0	5	0	0	1	0	2	4	1	1	4	3	0	1	5	2	0	0	0	3	2	1	5	2	6	3	0	2	2	2	0	1					
10	Число действительных избирательных бюллетеней	8681	277	253	63	136	106	358	133	118	106	91	182	121	172	45	267	315	317	241	134	112	166	249	63	73	175	131	279	227	259	138	41	115	191	438	55	291	113	525	272	253	321	328	258	118	55					
