Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Цивильская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603					
1	"Число избирателей, внесенных в списки"	27555	2638	2660	2904	603	257	126	383	697	384	227	276	285	1104	145	682	278	225	491	752	445	589	1558	301	301	522	292	358	171	202	452	451	681	232	662	464	362	173	175	672	295	391	198	394	1871	226					
2	"Число бюллетеней, полученных участковыми комиссиями"	26142	2400	2400	2550	600	250	124	380	690	380	220	260	270	1000	138	680	260	220	480	750	430	580	1500	290	300	500	290	350	168	197	440	450	670	220	640	450	350	171	167	640	300	380	197	390	1800	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14043	1250	1101	1516	320	115	70	186	381	215	116	138	152	594	106	436	167	192	276	286	234	251	955	188	132	182	194	221	87	126	260	271	275	114	362	282	180	101	129	355	158	193	92	178	801	105					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2122	61	441	54	63	70	9	63	30	5	27	29	30	35	9	13	18	9	24	92	40	76	49	24	43	52	17	23	21	9	50	42	131	20	26	19	22	26	11	58	60	59	48	42	63	9					
6	Число погашенных бюллетеней	9977	1089	858	980	217	65	45	131	279	160	77	93	88	371	23	231	75	19	180	372	156	253	496	78	125	266	79	106	60	62	130	137	264	86	252	149	148	44	27	227	82	128	57	170	936	106					
7	Число бюллетеней в переносных ящиках для голосования	2122	61	441	54	63	70	9	63	30	5	27	29	30	35	9	13	18	9	24	92	40	76	49	24	43	52	17	23	21	9	50	42	131	20	26	19	22	26	11	58	60	59	48	42	63	9					
8	Число бюллетеней в стационарных ящиках для голосования	14042	1250	1101	1516	320	115	70	186	381	215	116	138	152	594	106	436	167	192	276	286	234	251	955	188	132	181	194	221	87	126	260	271	275	114	362	282	180	101	129	355	158	193	92	178	801	105					
9	Число недействительных бюллетеней	629	32	77	35	21	7	7	16	8	2	4	12	9	28	3	14	4	2	1	19	11	0	20	19	11	11	15	15	2	7	27	14	23	12	17	12	10	8	6	27	11	0	5	9	25	11					
10	Число действительных бюллетеней	15535	1279	1465	1535	362	178	72	233	403	218	139	155	173	601	112	435	181	199	299	359	263	327	984	193	164	222	196	229	106	128	283	299	383	122	371	289	192	119	134	386	207	252	135	211	839	103					
