Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Майминская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в список избирателей"	21241	1449	1174	919	1164	987	1083	880	581	930	545	669	612	321	381	1018	803	557	561	407	405	548	1586	1218	505	231	252	176	197	1082					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20970	1500	1200	900	1150	970	1100	880	530	950	550	600	620	320	380	1040	820	550	560	410	400	530	1380	1210	520	240	280	180	200	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11487	656	607	548	569	594	660	527	330	595	325	414	346	179	200	480	459	268	274	218	251	282	688	636	283	130	178	130	146	514					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1098	62	52	22	36	40	20	34	57	15	40	25	12	11	16	38	37	75	48	26	12	12	209	59	24	37	10	4	12	53					
6	Число погашенных избирательных бюллетеней	8385	782	541	330	545	336	420	319	143	340	185	161	262	130	164	522	324	207	238	166	137	236	483	515	213	73	92	46	42	433					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1098	62	52	22	36	40	20	34	57	15	40	25	12	11	16	38	37	75	48	26	12	12	209	59	24	37	10	4	12	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11486	656	607	548	569	594	659	527	330	595	325	414	346	179	200	480	459	268	274	218	251	282	688	636	283	130	178	130	146	514					
9	Число недействительных избирательных бюллетеней	190	13	7	5	7	13	9	14	3	14	2	10	4	5	4	9	2	1	4	1	7	8	18	12	1	2	1	2	0	12					
10	Число действительных избирательных бюллетеней	12394	705	652	565	598	621	670	547	384	596	363	429	354	185	212	509	494	342	318	243	256	286	879	683	306	165	187	132	158	555					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	378	25	20	15	20	15	20	15	10	15	15	10	10	5	5	20	15	10	10	5	5	10	25	20	10	5	8	5	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	212	11	6	8	17	8	14	7	5	10	4	2	6	1	3	16	12	8	3	1	5	3	12	17	6	2	4	0	10	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	341	5	2	10	28	24	8	5	9	4	33	5	5	2	7	3	7	5	9	1	6	6	141	4	1	2	0	2	7	0					
14	Число погашенных неиспользованных открепительных удостоверений	166	14	14	7	3	7	6	8	5	5	11	8	4	4	2	4	3	2	7	4	0	7	13	3	4	3	4	5	0	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1701	108	112	96	75	88	119	56	67	122	52	40	57	12	16	72	88	59	49	33	29	19	79	70	38	17	14	6	22	86					
		13.52%	15.04%	16.99%	16.84%	12.40%	13.88%	17.53%	9.98%	17.31%	20.00%	14.25%	9.11%	15.92%	6.32%	7.41%	13.90%	17.74%	17.20%	15.22%	13.52%	11.03%	6.46%	8.81%	10.07%	12.38%	10.18%	7.45%	4.48%	13.92%	15.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2228	136	107	115	102	111	94	96	71	88	66	62	71	32	55	107	84	59	85	44	52	64	180	119	54	14	15	11	37	97					
