Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Майминская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67					
1	"Число избирателей, внесенных в списки избирателей"	19860	1321	1150	905	1055	807	1095	856	624	907	526	894	559	1033	336	985	685	597	516	413	388	466	1282	1095	511	230	272	164	188					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19356	1290	1160	870	1040	800	1090	820	560	890	490	800	540	1030	330	950	650	570	510	420	370	450	1240	1080	540	230	270	170	196					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11656	693	625	559	565	480	689	538	388	613	320	528	353	575	197	546	419	343	269	248	261	228	653	649	323	148	187	117	142					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1331	44	97	44	52	51	18	48	49	16	43	62	15	49	21	42	55	65	60	23	19	22	292	38	36	27	27	5	11					
6	Число погашенных избирательных бюллетеней	6369	553	438	267	423	269	383	234	123	261	127	210	172	406	112	362	176	162	181	149	90	200	295	393	181	55	56	48	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1331	44	97	44	52	51	18	48	49	16	43	62	15	49	21	42	55	65	60	23	19	22	292	38	36	27	27	5	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11655	693	625	559	565	479	689	538	388	613	320	528	353	575	197	546	419	343	269	248	261	228	653	649	323	148	187	117	142					
9	Число недействительных избирательных бюллетеней	138	12	6	4	5	6	7	7	3	6	4	5	3	2	3	5	1	0	1	1	4	1	38	2	5	1	1	1	4					
10	Число действительных избирательных бюллетеней	12848	725	716	599	612	524	700	579	434	623	359	585	365	622	215	583	473	408	328	270	276	249	907	685	354	174	213	121	149					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	25	25	20	25	15	20	15	10	20	10	15	10	20	5	20	15	10	10	10	10	10	25	20	10	5	5	5	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	163	5	13	10	10	10	6	4	1	15	7	3	1	13	4	8	2	2	0	1	6	1	7	15	6	1	3	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	301	10	4	4	7	3	2	10	15	11	3	4	2	1	2	4	9	5	8	3	2	3	172	2	2	6	2	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	236	20	12	10	15	5	14	11	9	5	3	12	9	7	1	12	13	8	10	9	4	9	18	5	4	4	2	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
