Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Елховская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737					
1	"Число избирателей, внесенных в списки"	7180	1103	1176	313	521	81	694	175	476	66	79	669	126	208	339	326	535	293					
2	"Число бюллетеней, полученных участковыми комиссиями"	7600	1268	1246	290	565	78	740	289	472	64	103	694	126	203	330	317	530	285					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4134	552	566	206	319	68	414	171	256	49	79	388	56	71	206	193	326	214					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	437	31	25	25	11	0	41	4	53	13	0	41	54	82	24	25	0	8					
6	Число погашенных бюллетеней	3029	685	655	59	235	10	285	114	163	2	24	265	16	50	100	99	204	63					
7	Число бюллетеней в переносных ящиках для голосования	437	31	25	25	11	0	41	4	53	13	0	41	54	82	24	25	0	8					
8	Число бюллетеней в стационарных ящиках для голосования	4134	552	566	206	319	68	414	171	256	49	79	388	56	71	206	193	326	214					
9	Число недействительных бюллетеней	94	4	11	1	2	1	6	0	5	0	1	33	3	1	2	9	13	2					
10	Число действительных бюллетеней	4477	579	580	230	328	67	449	175	304	62	78	396	107	152	228	209	313	220					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	10	5	7	4	8	6	6	4	6	8	3	3	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	11	0	4	2	0	0	3	0	1	0	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	8	4	3	1	0	1	1	1	1	0	5	0	1	1	3	3	3					
14	Число погашенных открепительных удостоверений	89	10	6	3	7	4	5	6	5	4	6	8	3	3	5	5	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	53	7	10	3	3	1	2	1	5	1	2	2	1	2	3	2	4	4					
		1.15%	1.20%	1.69%	1.29%	0.90%	1.47%	0.43%	0.57%	1.61%	1.61%	2.53%	0.46%	0.90%	1.30%	1.30%	0.91%	1.22%	1.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	31	2	1	1	1	0	5	3	2	0	0	0	1	2	5	3	5	0					
		0.67%	0.34%	0.16%	0.43%	0.30%	0.0%	1.09%	1.71%	0.64%	0.0%	0.0%	0.0%	0.90%	1.30%	2.17%	1.37%	1.53%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	9	15	9	7	4	9	2	4	3	0	9	1	3	8	3	15	5					
		2.31%	1.54%	2.53%	3.89%	2.12%	5.88%	1.97%	1.14%	1.29%	4.83%	0.0%	2.09%	0.90%	1.96%	3.47%	1.37%	4.60%	2.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	56	12	11	2	8	0	2	2	0	0	0	6	0	5	4	1	0	3					
		1.22%	2.05%	1.86%	0.86%	2.42%	0.0%	0.43%	1.14%	0.0%	0.0%	0.0%	1.39%	0.0%	3.26%	1.73%	0.45%	0.0%	1.35%					
22	"5. ""За Русь Святую"""	22	3	0	1	0	0	3	2	3	0	1	1	2	3	3	0	0	0					
		0.48%	0.51%	0.0%	0.43%	0.0%	0.0%	0.65%	1.14%	0.97%	0.0%	1.26%	0.23%	1.81%	1.96%	1.30%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	2	0	3	0	3	0	1	0	1	0	0	0	2	1	3	0					
		0.35%	0.0%	0.33%	0.0%	0.90%	0.0%	0.65%	0.0%	0.32%	0.0%	1.26%	0.0%	0.0%	0.0%	0.86%	0.45%	0.92%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	6	5	0	0	0	6	1	1	0	0	0	0	0	3	0	5	1					
		0.61%	1.02%	0.84%	0.0%	0.0%	0.0%	1.31%	0.57%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	1.30%	0.0%	1.53%	0.45%					
25	"8. ""Народно-республиканская партия России"""	11	1	0	0	3	0	1	2	1	1	0	0	0	0	1	0	1	0					
		0.24%	0.17%	0.0%	0.0%	0.90%	0.0%	0.21%	1.14%	0.32%	1.61%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.30%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	6	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.26%	1.02%	0.50%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	323	31	26	8	43	1	37	24	28	7	10	32	10	4	12	5	33	12					
		7.06%	5.31%	4.39%	3.46%	13.03%	1.47%	8.13%	13.71%	9.06%	11.29%	12.65%	7.45%	9.09%	2.61%	5.21%	2.29%	10.12%	5.40%					
28	"11. ""Истинные патриоты России"""	9	0	0	0	0	0	1	1	1	0	0	0	0	1	1	2	2	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.57%	0.32%	0.0%	0.0%	0.0%	0.0%	0.65%	0.43%	0.91%	0.61%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	33	7	5	1	1	0	3	0	1	0	2	6	0	2	1	0	4	0					
		0.72%	1.20%	0.84%	0.43%	0.30%	0.0%	0.65%	0.0%	0.32%	0.0%	2.53%	1.39%	0.0%	1.30%	0.43%	0.0%	1.22%	0.0%					
30	"13. ""Демократическая партия России"""	9	1	0	3	1	0	1	0	1	0	0	2	0	0	0	0	0	0					
		0.19%	0.17%	0.0%	1.29%	0.30%	0.0%	0.21%	0.0%	0.32%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	2	0	0	0	1	0	2	0	0	2	0	0	1	2	1	0					
		0.26%	0.17%	0.33%	0.0%	0.0%	0.0%	0.21%	0.0%	0.64%	0.0%	0.0%	0.46%	0.0%	0.0%	0.43%	0.91%	0.30%	0.0%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	1.47%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.61%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	171	26	25	4	19	1	12	6	10	1	5	28	5	1	4	0	10	14					
		3.74%	4.45%	4.23%	1.73%	5.75%	1.47%	2.63%	3.42%	3.23%	1.61%	6.32%	6.52%	4.54%	0.65%	1.73%	0.0%	3.06%	6.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	2	2	2	0	0	1	1	0	0	0	0	0	2	1	7	0					
		0.39%	0.0%	0.33%	0.86%	0.60%	0.0%	0.0%	0.57%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.45%	2.14%	0.0%					
35	"18. ""ЛДПР"""	645	84	135	43	45	3	73	21	57	6	11	46	18	33	19	7	12	32					
		14.11%	14.40%	22.84%	18.61%	13.63%	4.41%	16.04%	12.0%	18.44%	9.67%	13.92%	10.72%	16.36%	21.56%	8.26%	3.21%	3.68%	14.41%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	95	24	13	2	7	1	7	3	7	1	1	9	4	1	6	3	0	6					
		2.07%	4.11%	2.19%	0.86%	2.12%	1.47%	1.53%	1.71%	2.26%	1.61%	1.26%	2.09%	3.63%	0.65%	2.60%	1.37%	0.0%	2.70%					
37	"20. ""Политическая партия ""Единая Россия"""	1850	218	223	127	81	32	174	42	129	35	24	195	50	57	96	127	113	127					
		40.47%	37.39%	37.73%	54.97%	24.54%	47.05%	38.24%	24.0%	41.74%	56.45%	30.37%	45.45%	45.45%	37.25%	41.73%	58.25%	34.66%	57.20%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	3	1	2	2	0	0	0	1	0	1	2	1	0	5	0	3	0					
		0.45%	0.51%	0.16%	0.86%	0.60%	0.0%	0.0%	0.0%	0.32%	0.0%	1.26%	0.46%	0.90%	0.0%	2.17%	0.0%	0.92%	0.0%					
39	"22. ""Развитие предпринимательства"""	6	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0					
		0.13%	0.0%	0.16%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.23%	0.90%	0.65%	0.0%	0.0%	0.30%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	821	116	88	17	87	21	91	61	44	2	18	49	10	23	46	50	85	13					
		17.96%	19.89%	14.89%	7.35%	26.36%	30.88%	20.0%	34.85%	14.23%	3.22%	22.78%	11.42%	9.09%	15.03%	19.99%	22.93%	26.07%	5.85%					
																								
41	Против всех	124	22	12	3	15	2	16	3	5	5	2	6	3	14	5	1	7	3					
		2.71%	3.77%	2.03%	1.29%	4.54%	2.94%	3.51%	1.71%	1.61%	8.06%	2.53%	1.39%	2.72%	9.15%	2.17%	0.45%	2.14%	1.35%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
