Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Прикубанская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194									
1	"Число избирателей, включенных в список избирателей"	20127	2129	585	344	589	293	629	1020	266	149	546	808	1060	566	451	668	1100	676	903	1200	1489	1350	1647	1659									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20200	2200	600	300	600	300	650	1050	250	150	550	800	1100	600	500	700	1100	700	850	1200	1350	1350	1650	1650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18164	2033	560	285	522	271	546	943	244	136	488	710	955	561	378	623	1079	541	834	1067	1150	1251	1469	1518									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1192	74	25	13	21	8	35	26	6	6	26	58	52	5	47	12	21	32	16	133	200	99	178	99									
6	Число погашенных избирательных бюллетеней	844	93	15	2	57	21	69	81	0	8	36	32	93	34	75	65	0	127	0	0	0	0	3	33									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1192	74	25	13	21	8	35	26	6	6	26	58	52	5	47	12	21	32	16	133	200	99	178	99									
8	Число бюллетеней в стационарных ящиках для голосования	18164	2033	560	285	522	271	546	943	244	136	488	710	955	561	378	623	1079	541	834	1067	1150	1251	1469	1518									
9	Число недействительных избирательных бюллетеней	18	5	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0									
