Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Измалковская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
1	"Число избирателей, внесенных в списки"	13570	475	865	228	309	301	299	57	88	174	671	441	145	237	167	86	169	502	149	425	222	271	246	488	121	510	214	261	352	767	718	411	230	1658	1313					
2	"Число бюллетеней, полученных участковыми комиссиями"	13059	470	870	220	310	300	290	54	90	173	680	430	143	230	165	87	166	420	147	410	220	260	250	470	124	500	200	240	340	740	670	400	220	1500	1270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6732	155	392	130	134	101	143	45	58	114	344	145	92	163	82	59	77	196	61	192	96	111	108	217	73	305	115	134	207	430	350	257	147	882	617					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1719	91	63	21	26	90	75	6	16	6	34	141	29	34	35	4	30	41	40	114	63	73	53	122	27	38	16	63	19	36	67	40	23	84	99					
6	Число погашенных бюллетеней	4608	224	415	69	150	109	72	3	16	53	302	144	22	33	48	24	59	183	46	104	61	76	89	131	24	157	69	43	114	274	253	103	50	534	554					
7	Число бюллетеней в переносных ящиках для голосования	1719	91	63	21	26	90	75	6	16	6	34	141	29	34	35	4	30	41	40	114	63	73	53	122	27	38	16	63	19	36	67	40	23	84	99					
8	Число бюллетеней в стационарных ящиках для голосования	6732	155	392	130	134	101	143	45	58	114	344	145	92	163	82	59	77	196	61	192	96	111	108	217	73	305	115	134	207	430	350	257	147	882	617					
9	Число недействительных бюллетеней	131	5	0	1	2	1	2	0	0	4	13	1	5	3	1	0	4	7	0	3	4	2	0	6	2	14	0	0	7	5	0	6	4	18	11					
10	Число действительных бюллетеней	8320	241	455	150	158	190	216	51	74	116	365	285	116	194	116	63	103	230	101	303	155	182	161	333	98	329	131	197	219	461	417	291	166	948	705					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	20	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	15	10	15	15	15	10	10	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	7	16					
