Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Окуловская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374					
1	"Число избирателей, внесенных в списки"	25405	1808	2629	1015	1412	2540	1848	1026	374	98	373	166	1318	199	168	184	182	202	1783	1222	389	1426	442	625	508	376	146	720	2226					
2	"Число бюллетеней, полученных участковыми комиссиями"	25315	1817	2628	1009	1410	2530	1851	970	369	95	385	163	1287	192	190	183	189	214	1792	1226	397	1399	445	632	505	377	149	717	2194					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10639	635	1158	304	502	1137	470	368	141	42	178	68	634	88	127	85	94	141	720	541	160	821	174	292	223	167	85	294	990					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1013	22	19	50	24	21	25	39	51	22	12	32	55	28	0	38	25	17	31	23	118	40	78	29	68	76	15	34	21					
6	Число погашенных бюллетеней	13663	1160	1451	655	884	1372	1356	563	177	31	195	63	598	76	63	60	70	56	1041	662	119	538	193	311	214	134	49	389	1183					
7	Число бюллетеней в переносных ящиках для голосования	1013	22	19	50	24	21	25	39	51	22	12	32	55	28	0	38	25	17	31	23	118	40	78	29	68	76	15	34	21					
8	Число бюллетеней в стационарных ящиках для голосования	10631	634	1158	304	501	1136	470	368	141	42	178	68	634	88	127	85	94	141	719	537	160	821	174	292	223	167	85	294	990					
9	Число недействительных бюллетеней	189	15	14	4	5	19	13	5	3	0	4	2	20	5	0	5	0	1	14	10	2	25	2	7	1	1	4	2	6					
10	Число действительных бюллетеней	11455	641	1163	350	520	1138	482	402	189	64	186	98	669	111	127	118	119	157	736	550	276	836	250	314	290	242	96	326	1005					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	385	20	30	20	20	30	20	15	10	10	10	10	20	10	10	10	10	10	20	20	10	20	10	10	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	10	4	2	2	7	0	0	1	0	0	0	4	0	2	0	1	7	6	3	1	6	0	3	0	2	0	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	0	5	0	3	5	1	2	0	2	1	0	7	4	6	3	1	1	1	2	0	0	1	3	7	5	1	5	4					
14	Число погашенных открепительных удостоверений	315	10	26	18	18	23	20	15	9	10	10	10	16	10	8	10	9	3	14	17	9	14	10	7	5	3	5	2	4					
15	Число открепительных удостоверений выданных ТИК	15	2	2	0	0	4	0	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	119	8	13	4	1	9	6	1	5	2	2	2	6	0	2	0	2	0	6	5	5	18	1	3	4	1	2	1	10					
		1.02%	1.21%	1.10%	1.12%	0.19%	0.77%	1.21%	0.24%	2.60%	3.12%	1.05%	2.0%	0.87%	0.0%	1.57%	0.0%	1.68%	0.0%	0.8%	0.89%	1.79%	2.09%	0.39%	0.93%	1.37%	0.41%	2.0%	0.30%	0.98%					
