Выборы Президента Российской Федерации																																					
																																					
"Наименование Избирательной комиссии:    Новокузнецк, Орджоникидзевская"																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №619	УИК №620	УИК №621	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
1	"Число избирателей, внесенных в список"	59787	2869	3121	613	1215	558	1610	670	1490	1787	2576	2863	1419	2985	1956	2357	2288	2648	1621	1822	2225	1400	780	1642	1665	2447	2016	2880	2533	2935	2796					
2	Число полученных избирательных бюллетеней	56500	2800	3000	700	1100	500	1500	600	1400	1700	2300	2700	1400	2700	1800	2200	2300	2500	1500	1700	2000	1300	800	1500	1600	2300	2000	2700	2400	2800	2700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	43346	2397	2375	344	894	356	1040	431	1068	1344	2176	2010	1059	2096	1149	1672	1597	1326	1096	1487	1472	1044	405	1323	1169	1681	1454	2173	2135	2118	2455					
5	"Число избирательных бюллетеней, выданных вне помещения"	2414	50	91	106	90	91	76	64	76	68	51	85	119	220	108	38	102	72	118	36	102	31	156	74	50	31	38	45	47	62	117					
6	Число погашенных избирательных бюллетеней	10740	353	534	250	116	53	384	105	256	288	73	605	222	384	543	490	601	1102	286	177	426	225	239	103	381	588	508	482	218	620	128					
7	Число избирательных бюллетеней в переносных ящиках	2414	50	91	106	90	91	76	64	76	68	51	85	119	220	108	38	102	72	118	36	102	31	156	74	50	31	38	45	47	62	117					
8	Число бюллетеней в стационарных ящиках для голосования	43346	2397	2375	344	894	356	1040	431	1068	1344	2176	2010	1059	2096	1149	1672	1597	1326	1096	1487	1472	1044	405	1323	1169	1681	1454	2173	2135	2118	2455					
9	Число недействительных избирательных бюллетеней	308	29	4	2	12	0	6	15	5	5	13	3	8	9	13	0	4	14	15	9	15	14	8	17	3	12	15	20	0	24	14					
10	Число действительных избирательных бюллетеней	45452	2418	2462	448	972	447	1110	480	1139	1407	2214	2092	1170	2307	1244	1710	1695	1384	1199	1514	1559	1061	553	1380	1216	1700	1477	2198	2182	2156	2558					
11	Число полученных открепительных  удостоверений	1249	60	60	20	30	20	30	20	30	40	50	60	40	60	49	45	40	50	30	40	50	40	20	30	30	40	40	60	45	60	60					
12	Число выданных открепительных удостоверений	1127	57	59	20	30	20	30	20	26	36	50	60	39	55	49	40	33	32	25	33	48	37	17	20	28	35	36	36	41	56	59					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	399	15	4	2	17	9	13	5	10	14	17	20	15	17	2	18	14	17	17	5	19	16	7	8	12	21	17	20	22	18	8					
14	Число неиспользованных открепительных удостоверений	122	3	1	0	0	0	0	0	4	4	0	0	1	5	0	5	7	18	5	7	2	3	3	10	2	5	4	24	4	4	1					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
