Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Октябрьская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
1	"Число избирателей, внесенных в списки избирателей"	25701	451	283	159	758	612	303	157	313	263	317	1746	1306	1463	1447	2406	1069	2078	2077	2022	817	299	323	1291	588	1321	1832					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25794	536	272	154	764	518	401	204	366	261	336	1684	1261	1470	1442	2267	1055	1803	2052	1943	861	382	308	1450	712	1292	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17052	401	208	99	551	480	233	106	204	188	194	934	755	1154	854	1533	665	1149	1263	1139	698	260	211	1077	446	782	1468					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	640	11	15	5	28	13	13	12	12	12	4	37	59	3	50	31	14	29	56	24	51	2	0	23	11	62	63					
6	Число погашенных избирательных бюллетеней	8102	124	49	50	185	25	155	86	150	61	138	713	447	313	538	703	376	625	733	780	112	120	97	350	255	448	469					
7	Число избирательных бюллетеней в переносных ящиках для голосования	640	11	15	5	28	13	13	12	12	12	4	37	59	3	50	31	14	29	56	24	51	2	0	23	11	62	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17050	401	208	99	551	480	233	106	204	188	194	934	755	1154	854	1533	665	1149	1263	1139	698	260	211	1077	446	780	1468					
9	Число недействительных избирательных бюллетеней	147	12	1	2	8	0	0	2	0	3	4	13	8	11	6	16	5	6	6	6	3	1	3	13	1	11	6					
10	Число действительных избирательных бюллетеней	17543	400	222	102	571	493	246	116	216	197	194	958	806	1146	898	1548	674	1172	1313	1157	746	261	208	1087	456	831	1525					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	388	15	8	5	10	5	10	10	5	5	7	23	25	50	11	34	10	25	25	20	10	5	0	25	5	16	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	309	15	5	0	5	5	3	8	2	1	6	18	18	50	11	34	9	16	21	13	6	0	0	22	4	14	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	512	162	3	2	52	132	2	3	3	3	1	5	4	15	1	17	12	5	13	20	2	2	0	9	2	23	19					
14	Число погашенных неиспользованных открепительных удостоверений	79	0	3	5	5	0	7	2	3	4	1	5	7	0	0	0	1	9	4	7	4	5	0	3	1	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	2	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	248	4	3	0	5	5	2	3	0	1	2	18	21	14	14	34	5	22	19	17	9	6	6	10	0	12	16					
		1.40%	0.97%	1.35%	0.00%	0.86%	1.01%	0.81%	2.54%	0.00%	0.50%	1.01%	1.85%	2.58%	1.21%	1.55%	2.17%	0.74%	1.87%	1.44%	1.46%	1.20%	2.29%	2.84%	0.91%	0.00%	1.43%	1.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	177	8	0	1	3	1	3	0	2	6	1	11	16	24	3	26	0	6	15	9	4	2	2	4	1	11	18					
		1.00%	1.94%	0.00%	0.96%	0.52%	0.20%	1.22%	0.00%	0.93%	3.00%	0.51%	1.13%	1.97%	2.07%	0.33%	1.66%	0.00%	0.51%	1.14%	0.77%	0.53%	0.76%	0.95%	0.36%	0.22%	1.31%	1.18%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	1	1	0	0	1	1	0	0	1					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.09%	0.00%	0.06%	0.00%	0.00%	0.08%	0.09%	0.00%	0.00%	0.47%	0.09%	0.00%	0.00%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	950	18	9	4	36	40	12	4	11	9	12	64	41	25	37	98	34	65	89	76	13	22	14	36	18	73	90					
		5.37%	4.37%	4.04%	3.85%	6.22%	8.11%	4.88%	3.39%	5.09%	4.50%	6.06%	6.59%	5.04%	2.16%	4.09%	6.27%	5.01%	5.52%	6.75%	6.53%	1.74%	8.40%	6.64%	3.27%	3.94%	8.67%	5.88%					
