Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Октябрьская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в список избирателей"	26688	1545	1476	347	1306	2052	2289	2222	1138	817	724	1561	315	360	998	2194	835	134	331	260	167	265	716	353	254	1479	2550					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25500	1473	1378	332	1378	1903	1952	1917	1040	757	688	1443	305	352	1106	1963	852	122	367	252	173	291	922	490	346	1374	2324					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16246	676	793	186	1061	1045	1366	1204	643	607	458	941	172	225	726	1431	629	92	229	162	102	190	591	254	169	790	1504					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	466	23	61	4	9	19	33	15	11	58	11	31	7	7	4	16	24	3	14	6	13	16	15	6	15	20	25					
6	Число погашенных избирательных бюллетеней	8787	774	524	141	308	839	553	698	386	92	219	471	126	120	376	516	199	27	124	84	58	85	316	230	162	564	795					
7	Число избирательных бюллетеней в переносных ящиках для голосования	466	23	61	4	9	19	33	15	11	58	11	31	7	7	4	16	24	3	14	6	13	16	15	6	15	20	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16245	676	793	186	1061	1045	1366	1204	643	607	458	941	172	225	725	1431	629	92	229	162	102	190	591	254	169	790	1504					
9	Число недействительных избирательных бюллетеней	275	15	30	11	7	16	27	17	11	4	9	13	5	2	13	34	10	0	2	4	0	3	11	3	0	10	18					
10	Число действительных избирательных бюллетеней	16436	684	824	179	1063	1048	1372	1202	643	661	460	959	174	230	716	1413	643	95	241	164	115	203	595	257	184	800	1511					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	589	20	30	15	47	50	40	40	20	10	15	30	10	10	30	40	15	5	7	10	12	43	10	10	10	8	52					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	365	12	30	2	47	13	15	13	11	0	8	18	4	5	21	18	15	0	7	3	12	43	10	4	5	7	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	494	3	8	3	15	4	19	15	3	3	1	6	1	3	40	23	24	2	5	2	2	4	230	52	3	4	19					
14	Число погашенных неиспользованных открепительных удостоверений	224	8	0	13	0	37	25	27	9	10	7	12	6	5	9	22	0	5	0	7	0	0	0	6	5	1	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2256	98	141	10	104	126	189	152	101	67	70	155	21	37	103	144	76	14	30	23	18	27	73	37	33	154	253					
		13.50%	14.02%	16.51%	5.26%	9.72%	11.84%	13.51%	12.47%	15.44%	10.08%	14.93%	15.95%	11.73%	15.95%	14.13%	9.95%	11.64%	14.74%	12.35%	13.69%	15.65%	13.11%	12.05%	14.23%	17.93%	19.01%	16.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3815	189	189	60	248	228	314	271	172	89	91	205	39	43	174	313	165	23	76	39	22	65	176	70	46	202	306					
		22.83%	27.04%	22.13%	31.58%	23.18%	21.43%	22.44%	22.23%	26.30%	13.38%	19.40%	21.09%	21.79%	18.53%	23.87%	21.63%	25.27%	24.21%	31.28%	23.21%	19.13%	31.55%	29.04%	26.92%	25.00%	24.94%	20.01%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	218	4	14	5	23	9	21	12	7	6	4	11	1	1	15	17	6	3	6	3	5	4	4	3	2	12	20					
		1.30%	0.57%	1.64%	2.63%	2.15%	0.85%	1.50%	0.98%	1.07%	0.90%	0.85%	1.13%	0.56%	0.43%	2.06%	1.17%	0.92%	3.16%	2.47%	1.79%	4.35%	1.94%	0.66%	1.15%	1.09%	1.48%	1.31%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2655	135	131	34	107	231	302	212	113	55	82	78	27	52	112	246	92	5	25	19	14	25	102	45	28	110	273					
		15.89%	19.31%	15.34%	17.89%	10.00%	21.71%	21.59%	17.39%	17.28%	8.27%	17.48%	8.02%	15.08%	22.41%	15.36%	17.00%	14.09%	5.26%	10.29%	11.31%	12.17%	12.14%	16.83%	17.31%	15.22%	13.58%	17.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	311	17	18	3	20	15	27	26	14	11	10	16	4	1	19	16	14	1	6	3	5	6	7	6	1	6	39					
