Выборы Президента Российской Федерации																																																																													
Дата голосования: 02.03.2008																																																																													
																																																																													
Наименование Избирательной комиссии:    Карасунская г.Краснодара																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
	Число участковых избирательных комиссий	70																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																											
																																																																													
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170					
1	"Число избирателей, включенных в списки избирателей"	161757	2540	2275	2042	2374	2050	2593	2389	2032	2092	2407	1804	1910	2748	2564	2693	2359	2330	2435	1948	2393	2488	2430	2627	2333	2528	3018	2810	2922	2874	2692	2670	1686	1613	2352	2618	2380	2615	2830	2714	2467	2652	2800	2754	2548	1872	2330	1691	2495	2410	2463	2524	2417	2233	2252	2682	2555	2409	2229	2195	2567	2566	2645	2334	1152	1385	2329	1022	705	1405	1491					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	164500	2250	2350	2050	2350	2250	2600	2550	2400	2300	2350	1750	2050	2600	2600	2850	2050	2550	2350	2100	2500	2850	2550	2550	2200	2800	2850	2850	2800	2850	2650	2700	1700	1600	2400	2750	2650	2750	2750	2750	2450	2850	2750	2600	2700	2100	2550	1800	2750	2250	2450	2550	2650	2250	2150	2650	2350	2350	2350	2200	2700	2700	2550	2400	1200	1550	2150	1200	700	1300	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	129455	2130	2067	1807	2107	1531	2076	1967	1515	2031	1765	1650	1789	2322	2395	2273	1080	1686	1682	1745	1818	1924	1729	1969	1937	1713	2365	2184	2203	2684	2009	2327	1628	1299	1770	2385	1868	2034	1760	2329	1784	2407	2188	2357	1936	1552	2069	1408	1845	1728	2332	2206	2328	1555	1909	2183	1863	1785	1607	1733	2042	1906	1949	2073	1152	1025	1353	843	525	1069	1190					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	9413	90	54	45	87	412	49	162	244	61	74	91	96	203	160	97	893	51	244	58	240	395	140	56	91	183	346	102	86	141	353	46	32	192	24	91	220	40	113	22	35	108	317	22	35	124	27	130	102	47	47	38	89	99	36	76	44	238	70	42	204	410	175	81	0	360	61	25	20	144	123					
6	Число погашенных избирательных бюллетеней	25632	30	229	198	156	307	475	421	641	208	511	9	165	75	45	480	77	813	424	297	442	531	681	525	172	904	139	564	511	25	288	327	40	109	606	274	562	676	877	399	631	335	245	221	729	424	454	262	803	475	71	306	233	596	205	391	443	327	673	425	454	384	426	246	48	165	736	332	155	87	137					
7	Число избирательных бюллетеней в переносных ящиках для голосования	9413	90	54	45	87	412	49	162	244	61	74	91	96	203	160	97	893	51	244	58	240	395	140	56	91	183	346	102	86	141	353	46	32	192	24	91	220	40	113	22	35	108	317	22	35	124	27	130	102	47	47	38	89	99	36	76	44	238	70	42	204	410	175	81	0	360	61	25	20	144	123					
8	Число бюллетеней в стационарных ящиках для голосования	129404	2130	2067	1807	2107	1531	2073	1967	1515	2031	1765	1650	1789	2322	2395	2273	1080	1686	1670	1745	1818	1924	1729	1969	1937	1710	2365	2184	2201	2684	2009	2327	1628	1299	1770	2385	1868	2034	1760	2329	1784	2407	2182	2357	1936	1552	2069	1408	1831	1728	2332	2206	2328	1555	1909	2183	1861	1785	1603	1733	2042	1906	1949	2073	1152	1020	1353	843	525	1069	1190					
9	Число недействительных избирательных бюллетеней	1174	0	99	8	9	0	9	11	9	0	17	7	4	0	0	1	16	31	53	5	6	6	28	28	11	0	28	26	24	37	8	2	10	4	32	38	38	46	24	30	28	36	14	20	39	4	4	5	43	3	10	29	23	0	14	16	0	20	20	15	7	4	5	22	24	16	16	7	9	13	3					
10	Число действительных избирательных бюллетеней	137643	2220	2022	1844	2185	1943	2113	2118	1750	2092	1822	1734	1881	2525	2555	2369	1957	1706	1861	1798	2052	2313	1841	1997	2017	1893	2683	2260	2263	2788	2354	2371	1650	1487	1762	2438	2050	2028	1849	2321	1791	2479	2485	2359	1932	1672	2092	1533	1890	1772	2369	2215	2394	1654	1931	2243	1905	2003	1653	1760	2239	2312	2119	2132	1128	1364	1398	861	536	1200	1310					
11	Число полученных открепительных  удостоверений	3191	72	40	40	52	33	40	60	60	45	50	40	55	50	40	54	45	45	42	45	50	45	45	45	30	49	45	45	45	60	65	70	30	40	45	55	35	45	45	45	45	45	45	45	55	36	55	29	48	45	45	45	45	45	47	45	45	45	40	46	76	55	45	40	45	33	45	24	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3179	72	40	40	52	33	40	60	60	43	40	40	55	50	40	54	45	45	42	45	50	45	45	45	30	49	45	45	45	60	65	70	30	40	45	55	35	45	45	45	45	45	45	45	55	36	55	29	48	45	45	45	45	45	47	45	45	45	40	46	76	55	45	40	45	33	45	24	30	30	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3273	99	13	46	10	200	59	27	8	46	36	37	24	76	26	69	248	100	37	14	14	34	32	22	34	37	36	46	44	20	401	12	25	24	57	31	42	35	73	42	51	42	123	49	38	38	49	37	8	37	8	42	28	43	30	34	62	45	20	11	14	19	33	36	12	19	25	27	16	22	19					
