Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Куйбышевская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412					
1	"Число избирателей, внесенных в списки избирателей"	6710	2908	435	362	271	86	279	111	143	294	132	164	300	307	121	113	137	214	333					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6500	2950	420	350	250	80	250	100	120	280	120	150	280	300	110	110	130	200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3602	1622	196	185	91	24	169	73	80	191	67	105	158	151	58	67	74	111	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	874	158	94	51	84	37	31	17	40	37	9	23	60	52	32	16	23	51	59					
6	Число погашенных избирательных бюллетеней	2024	1170	130	114	75	19	50	10	0	52	44	22	62	97	20	27	33	38	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	874	158	94	51	84	37	31	17	40	37	9	23	60	52	32	16	23	51	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3602	1622	196	185	91	24	169	73	80	191	67	105	158	151	58	67	74	111	180					
9	Число недействительных избирательных бюллетеней	29	5	6	0	0	1	4	5	4	3	0	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	4447	1775	284	236	175	60	196	85	116	225	76	128	218	203	90	83	97	162	238					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	137	108	10	3	2	0	1	0	0	2	0	0	0	3	2	1	2	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	107	80	10	1	2	0	1	0	0	2	0	0	0	3	2	1	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	8	4	5	2	2	12	7	6	3	5	1	7	3	7	5	6	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	30	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	97	40	5	3	0	4	4	1	1	8	2	1	1	11	2	0	3	4	7					
		2.17%	2.25%	1.72%	1.27%	0.00%	6.56%	2.00%	1.11%	0.83%	3.51%	2.63%	0.78%	0.46%	5.42%	2.22%	0.00%	3.09%	2.47%	2.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	9	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0					
		0.34%	0.51%	0.00%	0.42%	0.00%	1.64%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.49%	0.00%	0.00%	1.03%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	1.11%	0.00%	0.00%	0.00%	0.00%	0.46%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1069	387	66	69	24	15	98	34	46	33	15	36	39	24	15	17	39	29	83					
		23.88%	21.74%	22.76%	29.24%	13.71%	24.59%	49.00%	37.78%	38.33%	14.47%	19.74%	28.13%	17.89%	11.82%	16.67%	20.48%	40.21%	17.90%	34.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.11%	0.17%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%					
23	6.Политическая партия «Партия социальной справедливости»	7	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0					
