Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Пригородная																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195					
1	"Число избирателей, внесенных в списки"	52666	1328	1606	2886	721	1114	976	1698	2632	1840	2209	1893	1200	1544	1227	1074	1794	1900	2045	836	1741	1476	2241	2428	2150	1906	2034	1768	453	535	239	210	192	1517	1303	1389	561					
2	"Число бюллетеней, полученных участковыми комиссиями"	51395	1285	1505	2835	690	1135	947	1666	2585	1802	2197	1860	1205	1544	1227	1074	1749	1865	2014	836	1716	1452	2190	2349	2108	1861	2062	1693	453	500	219	208	192	1326	1177	1313	555					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23377	784	1449	2639	482	642	715	491	792	651	619	474	362	545	556	287	433	502	697	825	754	714	1063	1679	766	495	647	469	214	257	174	67	154	671	540	544	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	428	1	0	0	6	12	5	26	19	13	19	16	18	8	11	13	20	13	8	0	4	19	17	0	17	4	23	30	22	27	11	0	0	11	15	16	4					
6	Число погашенных бюллетеней	27590	500	56	196	202	481	227	1149	1774	1138	1559	1370	825	991	660	774	1296	1350	1309	11	958	719	1110	670	1325	1362	1392	1194	217	216	34	141	38	644	622	753	327					
7	Число бюллетеней в переносных ящиках для голосования	428	1	0	0	6	12	5	26	19	13	19	16	18	8	11	13	20	13	8	0	4	19	17	0	17	4	23	30	22	27	11	0	0	11	15	16	4					
8	Число бюллетеней в стационарных ящиках для голосования	23365	784	1449	2639	482	642	715	491	792	647	619	474	361	545	556	287	433	502	697	825	754	714	1063	1679	762	495	647	469	214	257	174	67	154	671	537	544	224					
9	Число недействительных бюллетеней	661	2	19	133	25	40	4	0	0	6	38	19	7	22	40	2	28	0	46	2	39	26	8	0	0	11	9	0	6	10	14	3	2	29	43	13	15					
10	Число действительных бюллетеней	23132	783	1430	2506	463	614	716	517	811	654	600	471	372	531	527	298	425	515	659	823	719	707	1072	1679	779	488	661	499	230	274	171	64	152	653	509	547	213					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	357	5	10	5	5	5	5	5	5	5	15	11	5	15	5	5	5	5	20	5	25	5	5	20	15	15	21	25	8	8	3	3	3	20	25	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	253	1	7	5	2	3	0	4	5	4	13	11	5	6	3	0	2	3	8	5	11	5	4	14	15	7	20	23	7	4	2	1	0	19	21	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	0	0	2	0	0	0	0	1	0	3	2	0	1	0	0	0	0	1	0	1	3	4	0	0	2	1	12	2	1	1	2	0	2	4	5	2					
14	Число погашенных открепительных удостоверений	104	4	3	0	3	2	5	1	0	1	2	0	0	9	2	5	3	2	12	0	14	0	1	6	0	8	1	2	1	4	1	2	3	1	4	2	0					
