Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Ханкайская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18694	1153	1066	1067	1240	1142	1217	1061	898	358	890	167	572	559	189	568	2817	442	76	438	168	178	493	213	822	360	62	386	92									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16320	980	920	950	1060	990	1050	920	750	320	760	140	500	500	160	490	2620	370	60	380	150	150	420	200	710	320	50	320	80									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7950	515	492	505	475	355	348	328	364	153	275	70	210	255	78	173	1785	162	39	173	81	102	188	60	306	217	30	170	41									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	506	8	23	6	41	10	28	38	52	1	20	7	15	39	3	24	52	5	1	4	14	4	23	17	27	17	5	14	8									
6	Число погашенных избирательных бюллетеней	7864	457	405	439	544	625	674	554	334	166	465	63	275	206	79	293	783	203	20	203	55	44	209	123	377	86	15	136	31									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	506	8	23	6	41	10	28	38	52	1	20	7	15	39	3	24	52	5	1	4	14	4	23	17	27	17	5	14	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7949	514	492	505	475	355	348	328	364	153	275	70	210	255	78	173	1785	162	39	173	81	102	188	60	306	217	30	170	41									
9	Число недействительных избирательных бюллетеней	292	28	24	24	20	12	11	8	10	8	8	3	4	10	2	9	45	17	3	5	2	4	6	1	9	9	0	8	2									
10	Число действительных избирательных бюллетеней	8163	494	491	487	496	353	365	358	406	146	287	74	221	284	79	188	1792	150	37	172	93	102	205	76	324	225	35	176	47									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	580	45	35	65	45	40	40	30	30	10	25	5	20	20	5	20	35	10	5	10	5	5	15	5	25	10	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	233	12	18	49	24	25	9	11	15	4	8	0	2	13	0	2	9	1	1	1	2	0	0	5	6	10	0	6	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	225	13	13	14	14	10	8	8	5	3	3	2	1	2	4	1	73	2	0	2	2	4	2	2	4	4	8	19	2									
14	Число погашенных неиспользованных открепительных удостоверений	347	33	17	16	21	15	31	19	15	6	17	5	18	7	5	18	26	9	4	9	3	5	15	0	19	0	5	4	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	2	4	30	4	3	4	1	3	3	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	144	7	11	5	8	4	9	7	3	4	0	1	2	3	1	5	32	2	2	10	0	1	5	2	11	1	3	4	1									
		1.70%	1.34%	2.14%	0.98%	1.55%	1.10%	2.39%	1.91%	0.72%	2.60%	0.00%	1.30%	0.89%	1.02%	1.23%	2.54%	1.74%	1.20%	5.00%	5.65%	0.00%	0.94%	2.37%	2.60%	3.30%	0.43%	8.57%	2.17%	2.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	278	18	24	17	19	7	21	21	15	3	9	2	4	4	6	9	29	6	1	6	5	5	9	2	20	8	0	4	4									
		3.29%	3.45%	4.66%	3.33%	3.68%	1.92%	5.59%	5.74%	3.61%	1.95%	3.05%	2.60%	1.78%	1.36%	7.41%	4.57%	1.58%	3.59%	2.50%	3.39%	5.26%	4.72%	4.27%	2.60%	6.01%	3.42%	0.00%	2.17%	8.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	208	12	14	13	16	7	10	4	6	6	15	4	4	15	1	7	33	5	1	8	4	2	7	2	7	0	0	5	0									
		2.46%	2.30%	2.72%	2.54%	3.10%	1.92%	2.66%	1.09%	1.44%	3.90%	5.08%	5.19%	1.78%	5.10%	1.23%	3.55%	1.80%	2.99%	2.50%	4.52%	4.21%	1.89%	3.32%	2.60%	2.10%	0.00%	0.00%	2.72%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4051	233	192	213	195	151	151	131	244	51	122	29	120	181	46	60	1058	65	24	77	47	57	116	39	166	147	17	97	22									
		47.91%	44.64%	37.28%	41.68%	37.79%	41.37%	40.16%	35.79%	58.65%	33.12%	41.36%	37.66%	53.33%	61.56%	56.79%	30.46%	57.59%	38.92%	60.00%	43.50%	49.47%	53.77%	54.98%	50.65%	49.85%	62.82%	48.57%	52.72%	44.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	3	0	4	3	0	0	1	0	0	2	0	1	0	1	0	13	0	0	1	0	1	0	0	2	0	0	2	1									
		0.41%	0.57%	0.00%	0.78%	0.58%	0.00%	0.00%	0.27%	0.00%	0.00%	0.68%	0.00%	0.44%	0.00%	1.23%	0.00%	0.71%	0.00%	0.00%	0.56%	0.00%	0.94%	0.00%	0.00%	0.60%	0.00%	0.00%	1.09%	2.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	2	1	1	1	1	1	1	0	0	1	0	0	0	0	1	9	0	0	0	1	0	0	0	1	0	0	0	0									
		0.25%	0.38%	0.19%	0.20%	0.19%	0.27%	0.27%	0.27%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.51%	0.49%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1815	95	114	142	126	88	77	93	82	31	73	24	39	39	17	64	391	36	4	33	22	18	31	14	65	37	11	35	14									
		21.47%	18.20%	22.14%	27.79%	24.42%	24.11%	20.48%	25.41%	19.71%	20.13%	24.75%	31.17%	17.33%	13.27%	20.99%	32.49%	21.28%	21.56%	10.00%	18.64%	23.16%	16.98%	14.69%	18.18%	19.52%	15.81%	31.43%	19.02%	28.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	5	2	2	0	0	5	1	0	0	2	1	0	2	0	0	9	1	0	0	0	1	1	2	0	1	1	0	0									
		0.43%	0.96%	0.39%	0.39%	0.00%	0.00%	1.33%	0.27%	0.00%	0.00%	0.68%	1.30%	0.00%	0.68%	0.00%	0.00%	0.49%	0.60%	0.00%	0.00%	0.00%	0.94%	0.47%	2.60%	0.00%	0.43%	2.86%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	7	5	4	11	5	3	4	5	1	1	0	3	1	0	5	3	0	2	3	1	0	2	1	2	0	0	3	0									
		0.85%	1.34%	0.97%	0.78%	2.13%	1.37%	0.80%	1.09%	1.20%	0.65%	0.34%	0.00%	1.33%	0.34%	0.00%	2.54%	0.16%	0.00%	5.00%	1.69%	1.05%	0.00%	0.95%	1.30%	0.60%	0.00%	0.00%	1.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	2	0	2	1	0	0	0	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	1									
		0.18%	0.19%	0.39%	0.00%	0.39%	0.27%	0.00%	0.00%	0.00%	0.00%	0.34%	1.30%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	2.04%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	3	3	3	6	6	5	3	5	5	6	0	3	2	0	1	17	1	0	0	0	0	2	2	1	1	1	4	0									
		0.95%	0.57%	0.58%	0.59%	1.16%	1.64%	1.33%	0.82%	1.20%	3.25%	2.03%	0.00%	1.33%	0.68%	0.00%	0.51%	0.93%	0.60%	0.00%	0.00%	0.00%	0.00%	0.95%	2.60%	0.30%	0.43%	2.86%	2.17%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1080	87	104	64	83	64	66	75	32	31	45	4	37	27	5	28	138	27	2	24	12	11	26	7	35	26	2	14	4									
		12.77%	16.67%	20.19%	12.52%	16.09%	17.53%	17.55%	20.49%	7.69%	20.13%	15.25%	5.19%	16.44%	9.18%	6.17%	14.21%	7.51%	16.17%	5.00%	13.56%	12.63%	10.38%	12.32%	9.09%	10.51%	11.11%	5.71%	7.61%	8.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	4	3	4	3	2	1	1	1	2	2	1	3	1	0	1	6	3	0	0	0	0	0	1	2	0	0	1	0									
		0.50%	0.77%	0.58%	0.78%	0.58%	0.55%	0.27%	0.27%	0.24%	1.30%	0.68%	1.30%	1.33%	0.34%	0.00%	0.51%	0.33%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.60%	0.00%	0.00%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	286	17	16	15	23	17	16	16	13	12	8	7	5	9	2	7	50	4	1	9	1	6	6	4	12	4	0	6	0									
		3.38%	3.26%	3.11%	2.94%	4.46%	4.66%	4.26%	4.37%	3.13%	7.79%	2.71%	9.09%	2.22%	3.06%	2.47%	3.55%	2.72%	2.40%	2.50%	5.08%	1.05%	5.66%	2.84%	5.19%	3.60%	1.71%	0.00%	3.26%	0.00%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
