Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Прилузская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506					
1	"Число избирателей, внесенных в списки"	17349	203	99	408	131	109	617	116	88	261	330	673	118	443	1368	1530	804	1154	386	334	395	652	142	750	88	237	48	139	205	153	145	1105	1096	265	707	316	194	109	615	294	253	269					
2	"Число бюллетеней, полученных участковыми комиссиями"	18574	200	109	415	121	118	640	122	92	273	368	718	134	429	1400	1551	1584	1175	428	337	397	658	157	744	92	243	58	143	217	169	147	1110	1112	285	720	312	199	110	652	304	261	270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9527	150	66	242	74	72	379	69	45	176	200	403	102	224	579	767	784	561	192	174	236	267	96	397	60	175	43	76	120	108	71	573	487	158	378	160	109	58	250	149	155	142					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1044	7	16	77	21	21	109	23	25	30	8	15	0	20	45	23	20	4	24	12	24	60	0	43	0	10	3	5	17	27	8	24	60	1	26	5	14	5	132	6	33	41					
6	Число погашенных бюллетеней	8001	43	27	96	26	25	152	30	22	67	160	300	32	185	776	761	780	610	212	151	137	331	61	304	32	58	12	62	80	32	68	513	565	126	316	147	76	47	270	149	73	87					
7	Число бюллетеней в переносных ящиках для голосования	1046	7	16	77	21	21	109	23	25	30	8	15	0	20	45	23	20	4	24	12	24	60	0	43	0	10	3	5	17	29	8	24	60	1	26	5	14	5	132	6	33	41					
8	Число бюллетеней в стационарных ящиках для голосования	9525	150	66	242	74	72	379	69	45	176	200	403	102	224	579	767	782	561	192	174	236	267	96	397	60	175	43	76	120	108	71	573	487	158	378	160	109	58	250	149	155	142					
9	Число недействительных бюллетеней	366	4	0	3	1	4	6	3	2	10	7	6	7	4	12	20	14	8	13	4	13	55	6	15	6	4	3	3	2	14	6	17	13	7	9	5	7	3	18	4	18	10					
10	Число действительных бюллетеней	10205	153	82	316	94	89	482	89	68	196	201	412	95	240	612	770	788	557	203	182	247	272	90	425	54	181	43	78	135	123	73	580	534	152	395	160	116	60	364	151	170	173					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	5	5	10	5	5	10	5	3	7	10	10	5	5	13	15	15	15	5	5	5	10	5	10	3	5	3	5	5	5	5	15	15	5	10	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	136	0	0	1	2	1	9	2	3	7	4	3	0	0	11	15	12	15	2	3	0	3	2	2	1	2	0	4	2	0	0	12	10	0	1	0	0	1	3	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	2	0	2	4	5	3	2	2	3	2	2	4	7	3	5	1	1	0	1	1	2	1	2	1	4	2	1	2	0	1	8	1	3	1	2	4	0	1	0	1	1					
14	Число погашенных открепительных удостоверений	163	5	5	9	3	4	1	3	0	0	6	7	5	5	2	0	3	0	3	2	5	7	3	8	2	3	3	1	3	5	5	3	5	5	9	5	5	4	7	5	3	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	208	3	0	5	1	2	13	4	4	7	4	3	2	7	12	8	9	8	2	4	6	10	5	9	1	3	2	2	6	1	2	9	8	6	11	3	4	0	6	3	7	6					
		1.96%	1.91%	0.0%	1.56%	1.05%	2.15%	2.66%	4.34%	5.71%	3.39%	1.92%	0.71%	1.96%	2.86%	1.92%	1.01%	1.12%	1.41%	0.92%	2.15%	2.30%	3.05%	5.20%	2.04%	1.66%	1.62%	4.34%	2.46%	4.37%	0.72%	2.53%	1.50%	1.46%	3.77%	2.72%	1.81%	3.25%	0.0%	1.57%	1.93%	3.72%	3.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	227	0	0	2	5	1	17	5	1	1	3	8	0	3	20	36	24	12	6	0	6	4	0	15	2	1	0	2	1	2	0	10	13	0	5	1	4	2	8	1	4	2					
		2.14%	0.0%	0.0%	0.62%	5.26%	1.07%	3.48%	5.43%	1.42%	0.48%	1.44%	1.91%	0.0%	1.22%	3.20%	4.55%	2.99%	2.12%	2.77%	0.0%	2.30%	1.22%	0.0%	3.40%	3.33%	0.54%	0.0%	2.46%	0.72%	1.45%	0.0%	1.67%	2.37%	0.0%	1.23%	0.60%	3.25%	3.17%	2.09%	0.64%	2.12%	1.09%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	397	4	6	9	6	4	15	7	3	7	10	17	4	11	22	19	24	22	7	8	8	9	5	21	3	5	0	10	3	3	4	36	22	3	11	8	2	2	17	6	10	4					
		3.75%	2.54%	7.31%	2.82%	6.31%	4.30%	3.07%	7.60%	4.28%	3.39%	4.80%	4.06%	3.92%	4.50%	3.52%	2.40%	2.99%	3.89%	3.24%	4.30%	3.07%	2.75%	5.20%	4.77%	5.0%	2.70%	0.0%	12.34%	2.18%	2.18%	5.06%	6.03%	4.02%	1.88%	2.72%	4.84%	1.62%	3.17%	4.45%	3.87%	5.31%	2.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	277	1	2	4	6	7	15	2	2	2	6	7	3	5	14	25	29	11	4	2	8	7	2	13	2	1	0	7	3	3	1	17	18	8	8	5	5	0	9	7	1	5					
		2.62%	0.63%	2.43%	1.25%	6.31%	7.52%	3.07%	2.17%	2.85%	0.97%	2.88%	1.67%	2.94%	2.04%	2.24%	3.16%	3.61%	1.94%	1.85%	1.07%	3.07%	2.14%	2.08%	2.95%	3.33%	0.54%	0.0%	8.64%	2.18%	2.18%	1.26%	2.84%	3.29%	5.03%	1.98%	3.03%	4.06%	0.0%	2.35%	4.51%	0.53%	2.73%					
22	"5. ""За Русь Святую"""	52	2	1	1	0	0	2	0	0	1	1	2	0	0	1	3	1	4	1	0	0	0	1	2	1	1	0	0	2	2	2	6	3	3	0	3	1	0	0	1	2	2					
		0.49%	1.27%	1.21%	0.31%	0.0%	0.0%	0.40%	0.0%	0.0%	0.48%	0.48%	0.47%	0.0%	0.0%	0.16%	0.37%	0.12%	0.70%	0.46%	0.0%	0.0%	0.0%	1.04%	0.45%	1.66%	0.54%	0.0%	0.0%	1.45%	1.45%	2.53%	1.00%	0.54%	1.88%	0.0%	1.81%	0.81%	0.0%	0.0%	0.64%	1.06%	1.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	0	0	2	0	0	1	0	1	1	1	1	1	4	0	4	0	2	0	2	1	1	0	2	0	0	0	0	0	0	2	1	1	0	5	0	0	0	2	0	0	2					
		0.35%	0.0%	0.0%	0.62%	0.0%	0.0%	0.20%	0.0%	1.42%	0.48%	0.48%	0.23%	0.98%	1.63%	0.0%	0.50%	0.0%	0.35%	0.0%	1.07%	0.38%	0.30%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.53%	0.16%	0.18%	0.0%	1.23%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	1.09%					
24	"7. ""Новый курс - Автомобильная Россия"""	53	1	0	2	0	0	3	0	0	0	1	3	0	0	1	4	7	6	2	2	2	0	1	1	0	0	1	0	1	3	1	6	2	0	1	0	0	0	0	1	1	0					
		0.50%	0.63%	0.0%	0.62%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.48%	0.71%	0.0%	0.0%	0.16%	0.50%	0.87%	1.06%	0.92%	1.07%	0.76%	0.0%	1.04%	0.22%	0.0%	0.0%	2.17%	0.0%	0.72%	2.18%	1.26%	1.00%	0.36%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.64%	0.53%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	0	1	0	1	0	1	0	1	2	0	0	1	0	1	0	1	0	0	0	1	1	0	3	1	2	0	1	0	0	0	2	1	0	2	0	0	2	3	0	2	2					
		0.30%	0.0%	1.21%	0.0%	1.05%	0.0%	0.20%	0.0%	1.42%	0.97%	0.0%	0.0%	0.98%	0.0%	0.16%	0.0%	0.12%	0.0%	0.0%	0.0%	0.38%	0.30%	0.0%	0.68%	1.66%	1.08%	0.0%	1.23%	0.0%	0.0%	0.0%	0.33%	0.18%	0.0%	0.49%	0.0%	0.0%	3.17%	0.78%	0.0%	1.06%	1.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	52	1	0	1	0	1	2	0	0	2	2	1	1	1	2	2	3	3	1	0	1	2	0	1	2	1	0	1	0	1	2	3	1	0	4	1	2	2	1	2	2	0					
		0.49%	0.63%	0.0%	0.31%	0.0%	1.07%	0.40%	0.0%	0.0%	0.97%	0.96%	0.23%	0.98%	0.40%	0.32%	0.25%	0.37%	0.53%	0.46%	0.0%	0.38%	0.61%	0.0%	0.22%	3.33%	0.54%	0.0%	1.23%	0.0%	0.72%	2.53%	0.50%	0.18%	0.0%	0.99%	0.60%	1.62%	3.17%	0.26%	1.29%	1.06%	0.0%					
27	"10. ""Аграрная партия России"""	719	5	13	38	12	8	64	9	1	4	4	18	0	7	44	48	53	26	43	2	20	4	0	19	3	4	0	6	4	15	9	32	40	2	31	22	15	6	49	7	19	13					
		6.80%	3.18%	15.85%	11.91%	12.63%	8.60%	13.11%	9.78%	1.42%	1.94%	1.92%	4.30%	0.0%	2.86%	7.05%	6.07%	6.60%	4.60%	19.90%	1.07%	7.69%	1.22%	0.0%	4.31%	5.0%	2.16%	0.0%	7.40%	2.91%	10.94%	11.39%	5.36%	7.31%	1.25%	7.67%	13.33%	12.19%	9.52%	12.82%	4.51%	10.10%	7.10%					
28	"11. ""Истинные патриоты России"""	23	1	1	1	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	4	0	0	1	0	1	1	1	0	1	1					
		0.21%	0.63%	1.21%	0.31%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.32%	0.0%	0.12%	0.17%	0.0%	0.0%	0.0%	0.0%	1.04%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	1.26%	0.67%	0.0%	0.0%	0.24%	0.0%	0.81%	1.58%	0.26%	0.0%	0.53%	0.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	243	1	2	4	2	1	11	1	1	5	8	7	3	6	14	20	29	5	3	2	17	8	2	7	4	17	0	0	1	4	1	12	4	3	12	4	5	2	8	2	3	2					
