Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Лежневская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584					
1	"Число избирателей, внесенных в список избирателей"	15135	987	974	907	976	978	943	838	260	634	921	355	964	905	963	724	507	885	727	687					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14270	900	900	800	900	900	900	800	270	600	850	350	900	850	900	700	500	850	700	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6868	469	466	394	473	510	538	363	133	243	331	146	348	316	363	397	227	407	373	371					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1706	66	87	76	71	62	33	70	70	122	229	74	96	135	139	78	71	155	29	43					
6	Число погашенных избирательных бюллетеней	5696	365	347	330	356	328	329	367	67	235	290	130	456	399	398	225	202	288	298	286					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1706	66	87	76	71	62	33	70	70	122	229	74	96	135	139	78	71	155	29	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6868	469	466	394	473	510	538	363	133	243	331	146	348	316	363	397	227	407	373	371					
9	Число недействительных избирательных бюллетеней	122	19	8	7	4	11	10	7	2	2	5	4	4	5	7	1	4	13	4	5					
10	Число действительных избирательных бюллетеней	8452	516	545	463	540	561	561	426	201	363	555	216	440	446	495	474	294	549	398	409					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	11	16	10	10	8	15	10	18	27	11	20	15	12	11	22	8	32	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	286	11	16	10	10	8	15	10	18	27	11	20	15	12	11	22	8	32	10	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	245	15	24	36	37	12	11	8	8	8	17	5	9	7	7	14	5	7	11	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	1	0	1	0	1	1	0	0	0	3	1	0	1	0	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1696	104	127	96	118	122	194	109	39	61	131	39	78	76	93	72	39	77	60	61					
		19.78%	19.44%	22.97%	20.43%	21.69%	21.33%	33.98%	25.17%	19.21%	16.71%	23.39%	17.73%	17.57%	16.85%	18.53%	15.16%	13.09%	13.70%	14.93%	14.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1275	106	67	63	77	84	84	81	16	38	105	16	53	78	58	58	69	105	57	60					
		14.87%	19.81%	12.12%	13.40%	14.15%	14.69%	14.71%	18.71%	7.88%	10.41%	18.75%	7.27%	11.94%	17.29%	11.55%	12.21%	23.15%	18.68%	14.18%	14.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	11	5	2	4	3	3	1	4	6	9	2	1	1	6	2	2	3	3	3					
		0.83%	2.06%	0.90%	0.43%	0.74%	0.52%	0.53%	0.23%	1.97%	1.64%	1.61%	0.91%	0.23%	0.22%	1.20%	0.42%	0.67%	0.53%	0.75%	0.72%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1595	95	113	86	125	152	108	92	21	38	93	39	97	72	105	75	45	93	77	69					
		18.60%	17.76%	20.43%	18.30%	22.98%	26.57%	18.91%	21.25%	10.34%	10.41%	16.61%	17.73%	21.85%	15.96%	20.92%	15.79%	15.10%	16.55%	19.15%	16.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	158	6	13	14	8	9	9	8	4	4	10	4	16	8	5	11	4	11	12	2					
		1.84%	1.12%	2.35%	2.98%	1.47%	1.57%	1.58%	1.85%	1.97%	1.10%	1.79%	1.82%	3.60%	1.77%	0.99%	2.32%	1.34%	1.96%	2.99%	0.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3608	189	219	201	204	187	161	132	115	214	202	116	193	211	226	255	131	252	186	214					
		42.08%	35.33%	39.60%	42.77%	37.50%	32.69%	28.20%	30.48%	56.65%	58.63%	36.07%	52.73%	43.47%	46.78%	45.02%	53.68%	43.96%	44.84%	46.27%	51.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	49	5	1	1	4	4	2	3	2	2	5	0	2	0	2	1	4	8	3	0					
		0.57%	0.93%	0.18%	0.21%	0.74%	0.70%	0.35%	0.69%	0.99%	0.55%	0.89%	0.00%	0.45%	0.00%	0.40%	0.21%	1.34%	1.42%	0.75%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
