Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Плюсская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604					
1	"Число избирателей, внесенных в список"	9044	414	307	927	341	360	2042	1201	352	435	350	562	518	1235					
2	Число полученных избирательных бюллетеней	9019	420	304	947	342	336	2030	1196	335	435	348	560	516	1250					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4031	151	95	402	79	139	1114	568	128	142	165	168	216	664					
5	"Число избирательных бюллетеней, выданных вне помещения"	1597	138	130	105	161	125	118	140	135	137	80	179	101	48					
6	Число погашенных избирательных бюллетеней	3391	131	79	440	102	72	798	488	72	156	103	213	199	538					
7	Число избирательных бюллетеней в переносных ящиках	1597	138	130	105	161	125	118	140	135	137	80	179	101	48					
8	Число бюллетеней в стационарных ящиках для голосования	4029	151	95	402	79	139	1114	568	128	142	163	168	216	664					
9	Число недействительных избирательных бюллетеней	30	0	0	0	0	0	7	3	2	1	2	1	3	11					
10	Число действительных избирательных бюллетеней	5596	289	225	507	240	264	1225	705	261	278	241	346	314	701					
11	Число полученных открепительных  удостоверений	140	10	5	10	10	10	25	15	10	5	5	10	10	15					
12	Число выданных открепительных удостоверений	52	5	0	2	4	6	20	4	2	2	0	1	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	71	3	4	3	8	2	12	6	5	9	3	0	8	8					
14	Число неиспользованных открепительных удостоверений	88	5	5	8	6	4	5	11	8	3	5	9	8	11					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	165	7	7	12	13	6	21	14	4	5	4	4	31	37					
		2.93%	2.42%	3.11%	2.37%	5.42%	2.27%	1.70%	1.98%	1.52%	1.79%	1.65%	1.15%	9.78%	5.20%					
19	. Малышкин Олег Александрович	92	3	12	3	1	10	16	15	2	8	3	8	5	6					
		1.64%	1.04%	5.33%	0.59%	0.42%	3.79%	1.30%	2.12%	0.76%	2.87%	1.23%	2.31%	1.58%	0.84%					
20	. Миронов Сергей Михайлович	63	2	1	7	0	4	13	9	3	2	3	6	1	12					
		1.12%	0.69%	0.44%	1.38%	0.00%	1.52%	1.06%	1.27%	1.14%	0.72%	1.23%	1.73%	0.32%	1.69%					
21	. Путин Владимир Владимирович	4332	228	171	418	186	204	952	553	224	235	191	275	208	487					
		77.00%	78.89%	76.00%	82.45%	77.50%	77.27%	77.27%	78.11%	85.17%	84.23%	78.60%	79.25%	65.62%	68.40%					
22	. Хакамада Ирина Муцуовна	141	5	2	6	4	8	46	28	3	2	4	7	6	20					
		2.51%	1.73%	0.89%	1.18%	1.67%	3.03%	3.73%	3.95%	1.14%	0.72%	1.65%	2.02%	1.89%	2.81%					
23	. Харитонов Николай Михайлович	729	37	31	55	36	28	153	75	23	26	32	39	62	132					
		12.96%	12.80%	13.78%	10.85%	15.00%	10.61%	12.42%	10.59%	8.75%	9.32%	13.17%	11.24%	19.56%	18.54%					
																				
24	Против всех	74	7	1	6	0	4	24	11	2	0	4	7	1	7					
		1.32%	2.42%	0.44%	1.18%	0.00%	1.52%	1.95%	1.55%	0.76%	0.00%	1.65%	2.02%	0.32%	0.98%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
