Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
"Наименование Избирательной комиссии:    Хабаровск, Центральная"																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214					
1	"Число избирателей, внесенных в списки"	67292	2270	2481	2263	2179	2076	2542	2232	2339	1393	2281	2663	2680	2800	2388	2469	2631	2476	2432	1615	1192	2056	2552	2974	97	124	2462	2385	2207	2536	2232	2265					
2	"Число бюллетеней, полученных участковыми комиссиями"	64250	2200	2400	2200	2100	2000	2500	2000	2300	1300	2200	2600	2500	2500	2300	2400	2600	2400	2400	1500	1200	2100	2600	2300	200	150	2200	2300	2100	2500	2100	2100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32588	1091	1124	1102	1183	933	1279	960	1048	277	1041	989	1401	1308	1191	1230	1295	1270	1222	577	641	1009	1119	1996	97	113	1274	1222	1047	1314	1147	1088					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1221	60	46	38	31	192	31	22	35	27	33	30	37	29	53	26	30	47	34	74	11	50	24	44	0	0	41	54	51	42	24	5					
6	Число погашенных бюллетеней	30441	1049	1230	1060	886	875	1190	1018	1217	996	1126	1581	1062	1163	1056	1144	1275	1083	1144	849	548	1041	1457	260	103	37	885	1024	1002	1144	929	1007					
7	Число бюллетеней в переносных ящиках для голосования	1221	60	46	38	31	192	31	22	35	27	33	30	37	29	53	26	30	47	34	74	11	50	24	44	0	0	41	54	51	42	24	5					
8	Число бюллетеней в стационарных ящиках для голосования	32466	1091	1124	1102	1177	932	1279	959	1047	275	1041	989	1400	1308	1190	1230	1295	1270	1222	577	641	959	1118	1996	97	113	1274	1166	1047	1313	1147	1087					
9	Число недействительных бюллетеней	232	5	7	12	6	13	9	5	11	4	4	2	14	3	13	3	10	8	6	2	4	11	5	40	1	0	10	2	7	8	1	6					
10	Число действительных бюллетеней	33455	1146	1163	1128	1202	1111	1301	976	1071	298	1070	1017	1423	1334	1230	1253	1315	1309	1250	649	648	998	1137	2000	96	113	1305	1218	1091	1347	1170	1086					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	739	20	20	20	40	20	49	20	22	20	20	20	25	40	20	20	40	20	20	20	20	35	20	20	0	0	50	28	20	20	30	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	481	13	9	17	34	15	36	8	19	2	12	16	19	16	10	12	31	13	13	8	7	21	12	13	0	0	38	18	13	16	26	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	384	11	9	14	29	16	12	13	8	15	10	13	16	8	5	10	12	16	6	8	7	8	8	10	0	3	19	9	21	28	33	7					
14	Число погашенных открепительных удостоверений	258	7	11	3	6	5	13	12	3	18	8	4	6	24	10	8	9	7	7	12	13	14	8	7	0	0	12	10	7	4	4	6					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	210	5	6	8	13	13	8	3	8	2	9	8	3	7	9	2	2	6	6	2	4	2	5	37	1	2	15	2	6	7	6	3					
		0.62%	0.43%	0.51%	0.70%	1.07%	1.15%	0.61%	0.30%	0.73%	0.66%	0.83%	0.78%	0.20%	0.52%	0.72%	0.15%	0.15%	0.45%	0.47%	0.30%	0.61%	0.19%	0.43%	1.81%	1.03%	1.76%	1.14%	0.16%	0.54%	0.51%	0.51%	0.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1896	75	66	58	67	80	65	78	50	11	60	61	67	80	59	98	86	64	69	50	38	55	50	96	11	6	69	76	60	74	70	47					
		5.62%	6.51%	5.64%	5.08%	5.54%	7.11%	4.96%	7.95%	4.62%	3.64%	5.58%	5.98%	4.66%	5.98%	4.74%	7.80%	6.49%	4.85%	5.49%	7.68%	5.82%	5.45%	4.37%	4.70%	11.34%	5.30%	5.24%	6.22%	5.46%	5.46%	5.97%	4.30%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	984	22	44	37	25	41	51	22	54	11	35	38	48	27	34	37	26	31	40	24	23	34	25	32	2	12	31	49	40	34	36	19					
		2.92%	1.91%	3.76%	3.24%	2.06%	3.64%	3.89%	2.24%	4.99%	3.64%	3.25%	3.72%	3.34%	2.01%	2.73%	2.94%	1.96%	2.35%	3.18%	3.68%	3.52%	3.36%	2.18%	1.56%	2.06%	10.61%	2.35%	4.01%	3.64%	2.50%	3.07%	1.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3431	144	135	121	101	114	143	109	109	30	139	117	139	135	151	152	126	146	134	56	72	111	87	81	6	8	125	132	138	184	109	77					
		10.18%	12.51%	11.53%	10.61%	8.36%	10.14%	10.91%	11.11%	10.07%	9.93%	12.94%	11.48%	9.67%	10.09%	12.14%	12.10%	9.50%	11.08%	10.66%	8.60%	11.04%	11.00%	7.61%	3.97%	6.18%	7.07%	9.50%	10.81%	12.56%	13.57%	9.30%	7.05%					
22	"5. ""За Русь Святую"""	131	4	5	4	5	6	4	1	8	1	9	4	7	5	1	1	7	6	4	3	1	4	5	7	0	1	5	1	6	7	6	3					
		0.38%	0.34%	0.42%	0.35%	0.41%	0.53%	0.30%	0.10%	0.73%	0.33%	0.83%	0.39%	0.48%	0.37%	0.08%	0.07%	0.52%	0.45%	0.31%	0.46%	0.15%	0.39%	0.43%	0.34%	0.0%	0.88%	0.38%	0.08%	0.54%	0.51%	0.51%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	1	0	1	4	0	2	0	2	0	4	2	2	3	3	3	5	5	0	0	2	3	0	15	0	0	1	0	0	1	1	2					
		0.18%	0.08%	0.0%	0.08%	0.33%	0.0%	0.15%	0.0%	0.18%	0.0%	0.37%	0.19%	0.13%	0.22%	0.24%	0.23%	0.37%	0.37%	0.0%	0.0%	0.30%	0.29%	0.0%	0.73%	0.0%	0.0%	0.07%	0.0%	0.0%	0.07%	0.08%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	428	10	12	17	10	13	19	13	15	5	10	10	14	21	7	13	11	24	16	9	10	12	17	57	1	1	20	13	16	11	8	13					
		1.27%	0.86%	1.02%	1.49%	0.82%	1.15%	1.45%	1.32%	1.38%	1.65%	0.93%	0.98%	0.97%	1.57%	0.56%	1.03%	0.83%	1.82%	1.27%	1.38%	1.53%	1.18%	1.48%	2.79%	1.03%	0.88%	1.52%	1.06%	1.45%	0.81%	0.68%	1.19%					
25	"8. ""Народно-республиканская партия России"""	12	0	0	2	1	2	0	0	0	0	0	1	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.17%	0.08%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.06%	0.07%	0.0%	0.0%	0.07%	0.15%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	264	16	8	8	19	8	7	17	11	1	7	10	10	12	8	8	8	6	7	11	3	5	9	13	1	0	9	10	7	10	8	7					
