Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
"Наименование Избирательной комиссии:    Чита, Черновская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
1	"Число избирателей, внесенных в список избирателей"	60902	2155	2729	2371	2493	2758	2579	1926	2127	1205	2411	2188	2036	2327	2416	1721	1841	2383	2120	2647	1304	755	1963	2572	2343	960	1375	890	1810	1300	547	1190	897	563					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58500	2100	2700	2300	2300	2600	2500	1900	2100	1000	2300	2100	2000	2200	2400	1700	1800	2300	2000	2600	1200	600	1900	2500	2200	900	1300	900	1700	1350	500	1200	850	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27934	1117	1308	1278	1283	1276	1276	907	1106	453	1077	1072	1109	996	1176	897	983	1091	1013	1167	545	225	933	745	800	399	706	400	591	1050	155	331	254	215					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1452	56	32	23	40	35	32	37	35	42	18	22	29	20	46	6	23	23	40	35	38	143	34	98	54	47	24	43	70	110	39	12	33	113					
6	Число погашенных избирательных бюллетеней	29114	927	1360	999	977	1289	1192	956	959	505	1205	1006	862	1184	1178	797	794	1186	947	1398	617	232	933	1657	1346	454	570	457	1039	190	306	857	563	172					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1452	56	32	23	40	35	32	37	35	42	18	22	29	20	46	6	23	23	40	35	38	143	34	98	54	47	24	43	70	110	39	12	33	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27929	1117	1308	1278	1283	1276	1276	907	1106	453	1077	1070	1109	996	1176	897	983	1091	1013	1165	545	225	933	744	800	399	706	400	591	1050	155	331	254	215					
9	Число недействительных избирательных бюллетеней	379	14	11	18	17	10	22	16	13	13	12	12	16	10	18	10	14	12	12	15	7	5	18	11	19	11	7	3	10	14	0	4	2	3					
10	Число действительных избирательных бюллетеней	29002	1159	1329	1283	1306	1301	1286	928	1128	482	1083	1080	1122	1006	1204	893	992	1102	1041	1185	576	363	949	831	835	435	723	440	651	1146	194	339	285	325					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	977	60	45	30	40	30	37	30	30	25	40	30	30	40	40	25	20	30	20	30	20	20	30	30	50	15	40	30	20	40	15	15	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	680	29	41	27	32	25	33	23	26	11	34	27	27	30	38	22	16	24	14	22	13	4	18	9	31	15	21	11	13	23	8	6	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	484	26	23	22	22	17	16	16	20	17	11	11	17	22	23	16	17	9	15	20	5	8	18	7	15	16	9	6	17	12	5	13	12	1					
14	Число погашенных неиспользованных открепительных удостоверений	297	31	4	3	8	5	4	7	4	14	6	3	3	10	2	3	4	6	6	8	7	16	12	21	19	0	19	19	7	17	7	9	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	1	0	0	1	0	2	0	0	2	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4901	201	235	224	203	225	215	155	214	61	172	200	168	180	245	140	163	198	182	194	88	39	192	131	138	69	127	72	112	188	27	45	30	68					
		16.68%	17.14%	17.54%	17.22%	15.34%	17.16%	16.44%	16.42%	18.76%	12.32%	15.71%	18.32%	14.76%	17.72%	20.05%	15.50%	16.20%	17.77%	17.28%	16.17%	15.09%	10.60%	19.86%	15.56%	16.16%	15.47%	17.40%	16.25%	16.94%	16.21%	13.92%	13.12%	10.45%	20.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6326	245	311	280	294	281	287	186	238	118	232	240	219	216	242	205	207	239	237	307	109	77	180	210	200	99	137	95	130	216	46	96	74	73					
		21.53%	20.89%	23.21%	21.52%	22.22%	21.43%	21.94%	19.70%	20.86%	23.84%	21.19%	21.98%	19.24%	21.26%	19.80%	22.70%	20.58%	21.45%	22.51%	25.58%	18.70%	20.92%	18.61%	24.94%	23.42%	22.20%	18.77%	21.44%	19.67%	18.62%	23.71%	27.99%	25.78%	22.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	370	15	15	15	20	9	24	15	11	5	9	12	10	10	27	16	13	16	6	19	6	3	13	12	8	5	9	5	10	22	2	0	2	6					
