Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Курманаевская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15375	1857	1946	120	820	535	107	1321	90	376	247	118	238	635	917	915	102	164	114	184	587	132	388	576	346	144	320	312	1164	465	135									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15564	1876	1975	126	823	541	108	1341	94	382	252	117	245	654	933	905	103	163	114	187	596	134	398	589	352	147	328	319	1162	466	134									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6735	772	684	69	355	311	55	584	56	110	88	77	121	271	407	354	61	88	71	98	337	69	160	266	129	74	126	162	422	243	115									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1074	37	32	7	83	27	10	85	11	37	48	4	24	43	95	60	11	7	7	7	19	12	96	74	56	25	44	33	30	44	6									
6	Число погашенных избирательных бюллетеней	7755	1067	1259	50	385	203	43	672	27	235	116	36	100	340	431	491	31	68	36	82	240	53	142	249	167	48	158	124	710	179	13									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1074	37	32	7	83	27	10	85	11	37	48	4	24	43	95	60	11	7	7	7	19	12	96	74	56	25	44	33	30	44	6									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6735	772	684	69	355	311	55	584	56	110	88	77	121	271	407	354	61	88	71	98	337	69	160	266	129	74	126	162	422	243	115									
9	Число недействительных избирательных бюллетеней	93	20	19	1	2	5	0	5	0	4	5	2	2	2	9	8	1	0	0	0	2	0	0	1	1	0	3	1	0	0	0									
10	Число действительных избирательных бюллетеней	7716	789	697	75	436	333	65	664	67	143	131	79	143	312	493	406	71	95	78	105	354	81	256	339	184	99	167	194	452	287	121									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	186	20	15	3	5	5	2	17	3	3	3	3	5	10	10	14	3	2	2	3	7	2	5	7	2	2	5	5	15	5	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	155	20	15	3	5	5	0	16	3	2	3	3	5	10	10	14	3	0	2	3	7	2	3	2	2	2	5	5	2	2	1									
