Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Окуловская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
1	"Число избирателей, внесенных в списки избирателей"	24140	1756	2551	986	1415	327	2464	1797	979	415	168	991	1010	732	417	658	2155	152	163	1261	166	153	158	432	1348	629	324	381	152					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23670	1740	2540	965	1365	325	2465	1765	915	400	160	960	980	710	410	640	2170	145	155	1230	155	140	160	410	1290	645	325	345	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13135	909	1517	513	721	205	1345	722	497	194	67	536	529	388	187	359	1463	76	100	691	88	80	95	202	826	331	175	228	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1172	30	27	30	25	6	43	48	54	93	47	28	22	24	46	44	46	33	26	83	39	31	11	68	74	49	81	52	12					
6	Число погашенных избирательных бюллетеней	9363	801	996	422	619	114	1077	995	364	113	46	396	429	298	177	237	661	36	29	456	28	29	54	140	390	265	69	65	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1172	30	27	30	25	6	43	48	54	93	47	28	22	24	46	44	46	33	26	83	39	31	11	68	74	49	81	52	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13135	909	1517	513	721	205	1345	722	497	194	67	536	529	388	187	359	1463	76	100	691	88	80	95	202	826	331	175	228	91					
9	Число недействительных избирательных бюллетеней	144	10	19	4	10	0	20	6	11	1	0	5	8	2	3	2	19	0	2	2	2	0	2	0	13	1	0	2	0					
10	Число действительных избирательных бюллетеней	14163	929	1525	539	736	211	1368	764	540	286	114	559	543	410	230	401	1490	109	124	772	125	111	104	270	887	379	256	278	103					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	240	20	20	5	5	5	15	10	5	5	5	10	10	5	5	5	25	5	5	10	5	5	5	5	10	10	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	14	13	1	1	0	11	3	1	2	3	2	6	2	0	4	22	0	4	8	0	1	2	1	8	7	9	3	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	179	23	10	6	7	4	6	10	3	4	1	3	6	6	4	11	11	6	1	11	3	1	0	15	9	4	2	11	1					
14	Число погашенных неиспользованных открепительных удостоверений	103	6	7	4	4	5	4	7	4	3	2	8	4	3	5	1	3	5	1	2	5	4	3	4	2	3	1	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	331	23	44	2	14	5	29	16	10	9	3	16	14	7	14	15	44	6	1	6	5	5	4	3	18	9	2	6	1					
		2.31%	2.45%	2.85%	0.37%	1.88%	2.37%	2.09%	2.08%	1.81%	3.14%	2.63%	2.84%	2.54%	1.70%	6.01%	3.72%	2.92%	5.50%	0.79%	0.78%	3.94%	4.50%	3.77%	1.11%	2.00%	2.37%	0.78%	2.14%	0.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	99	16	9	2	5	0	15	5	3	1	0	4	4	3	1	4	12	1	0	4	0	0	1	0	4	4	0	1	0					
		0.69%	1.70%	0.58%	0.37%	0.67%	0.00%	1.08%	0.65%	0.54%	0.35%	0.00%	0.71%	0.73%	0.73%	0.43%	0.99%	0.80%	0.92%	0.00%	0.52%	0.00%	0.00%	0.94%	0.00%	0.44%	1.05%	0.00%	0.36%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	4	1	0	2	0	1	2	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0					
		0.13%	0.43%	0.06%	0.00%	0.27%	0.00%	0.07%	0.26%	0.36%	0.00%	0.00%	0.35%	0.00%	0.24%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.26%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1262	75	192	51	37	20	150	50	39	14	16	52	40	31	20	21	155	3	7	87	17	8	8	45	57	27	14	25	1					
		8.82%	7.99%	12.44%	9.39%	4.96%	9.48%	10.81%	6.49%	7.08%	4.88%	14.04%	9.22%	7.26%	7.52%	8.58%	5.21%	10.27%	2.75%	5.56%	11.24%	13.39%	7.21%	7.55%	16.67%	6.33%	7.11%	5.47%	8.93%	0.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	2	5	0	0	0	2	0	2	1	2	1	1	0	0	1	3	1	0	1	1	0	0	0	0	0	0	3	0					
		0.18%	0.21%	0.32%	0.00%	0.00%	0.00%	0.14%	0.00%	0.36%	0.35%	1.75%	0.18%	0.18%	0.00%	0.00%	0.25%	0.20%	0.92%	0.00%	0.13%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	1	2	2	0	0	1	1	1	1	1	3	3	0	2	1	5	0	0	3	0	0	0	0	4	1	1	0	0					
		0.23%	0.11%	0.13%	0.37%	0.00%	0.00%	0.07%	0.13%	0.18%	0.35%	0.88%	0.53%	0.54%	0.00%	0.86%	0.25%	0.33%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.44%	0.26%	0.39%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1273	92	145	67	70	16	113	71	42	26	1	46	45	37	27	14	155	5	3	70	6	9	8	23	116	26	19	15	6					
		8.90%	9.80%	9.39%	12.34%	9.38%	7.58%	8.14%	9.22%	7.62%	9.06%	0.88%	8.16%	8.17%	8.98%	11.59%	3.47%	10.27%	4.59%	2.38%	9.04%	4.72%	8.11%	7.55%	8.52%	12.89%	6.84%	7.42%	5.36%	5.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1198	87	180	39	55	9	156	65	50	12	7	53	50	37	13	36	128	5	3	40	8	5	9	14	76	16	19	14	12					
		8.37%	9.27%	11.66%	7.18%	7.37%	4.27%	11.24%	8.44%	9.07%	4.18%	6.14%	9.40%	9.07%	8.98%	5.58%	8.93%	8.48%	4.59%	2.38%	5.17%	6.30%	4.50%	8.49%	5.19%	8.44%	4.21%	7.42%	5.00%	11.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	241	28	37	9	6	3	26	15	11	2	1	10	6	13	1	4	16	2	0	15	0	1	1	1	11	9	4	9	0					
		1.68%	2.98%	2.40%	1.66%	0.80%	1.42%	1.87%	1.95%	1.99%	0.70%	0.88%	1.77%	1.09%	3.16%	0.43%	0.99%	1.06%	1.83%	0.00%	1.94%	0.00%	0.90%	0.94%	0.37%	1.22%	2.37%	1.56%	3.21%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9594	592	900	364	543	157	858	532	376	219	83	370	373	277	152	303	967	86	110	542	87	83	72	183	597	285	197	203	83					
		67.06%	63.05%	58.29%	67.03%	72.79%	74.41%	61.82%	69.09%	68.24%	76.31%	72.81%	65.60%	67.70%	67.23%	65.24%	75.19%	64.08%	78.90%	87.30%	70.03%	68.50%	74.77%	67.92%	67.78%	66.33%	75.00%	76.95%	72.50%	80.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	88	9	10	3	4	1	17	7	4	1	0	2	7	4	0	1	5	0	0	4	1	0	1	0	4	1	0	2	0					
		0.62%	0.96%	0.65%	0.55%	0.54%	0.47%	1.22%	0.91%	0.73%	0.35%	0.00%	0.35%	1.27%	0.97%	0.00%	0.25%	0.33%	0.00%	0.00%	0.52%	0.79%	0.00%	0.94%	0.00%	0.44%	0.26%	0.00%	0.71%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
