Выборы Президента Российской Федерации																																																																																	
Дата голосования: 04.03.2012																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Нижний Новгород, Нижегородская																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	70																																																																															
																																																																																	
		Сумма	УИК №610	УИК №611	УИК №612	УИК №630	УИК №631	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1771	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509									
1	Число избирателей, включенных в список избирателей	124642	2293	1717	943	2199	1922	1533	1716	1563	2033	1532	2567	2246	1605	2386	1370	2136	1630	1732	2239	1521	2520	2084	2378	2442	1538	1965	1574	1328	1376	1031	1516	2253	2694	1277	2552	2420	2511	1796	1659	2223	1892	2390	2391	1315	2531	2898	2448	2361	2381	2695	2155	2503	2652	2663	2495	1182	1275	2182	2268	1300	2704	1844	12	12	12	12	12	12	13	12									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105697	2300	2300	1300	2600	2400	1150	1450	1200	1650	1200	1850	1700	1350	1800	1150	1750	1350	1450	1850	1300	1950	1850	2100	2100	1250	1600	1250	1200	1150	800	1200	1900	2250	1000	1900	1800	2150	1450	1350	2000	1600	2250	2050	1050	1900	2300	2050	1900	2050	2150	1850	2050	2150	2200	2100	850	1000	2000	1900	1100	2200	1550	12	12	12	12	12	12	13	12									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	12	12	12	12	13	12									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	78674	2293	1717	943	2199	1922	982	1079	698	1327	1079	1445	1387	807	1444	887	1425	1056	928	1483	873	1419	1385	1565	1585	957	946	974	745	860	597	609	1266	1594	781	1412	1106	1423	1073	1142	1447	1267	1687	1615	678	1662	1802	1619	1555	1457	1872	1420	1476	1650	1599	1611	435	600	1106	1355	829	1733	786	0	0	0	0	0	0	0	0									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4636	0	0	0	0	0	14	29	115	6	17	240	52	22	259	6	104	69	11	67	12	55	72	70	85	19	58	33	7	16	41	562	27	73	11	340	224	38	16	16	71	13	19	24	57	40	31	32	42	6	12	18	21	28	29	12	318	239	747	8	9	35	39	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	22290	7	583	357	401	478	154	342	387	317	104	165	261	521	97	257	221	225	511	300	415	476	393	465	430	274	596	243	448	274	162	29	607	583	208	148	470	689	361	192	482	320	544	411	315	198	467	399	303	587	266	412	553	472	572	477	97	161	147	537	262	432	725	0	0	0	0	0	0	0	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4733	0	0	0	0	0	14	29	115	6	17	240	52	22	259	6	104	69	11	67	12	55	72	70	85	19	58	33	7	16	41	562	27	73	11	340	224	38	16	16	71	13	19	24	57	40	31	32	42	6	12	18	21	28	29	12	318	239	747	8	9	35	39	12	12	12	12	12	12	13	12									
8	Число бюллетеней в стационарных ящиках для голосования	78145	2293	1717	942	2199	1922	982	1079	698	1278	1079	1445	1387	806	1402	869	1398	1053	928	1462	873	1369	1385	1539	1580	957	946	974	745	860	597	582	1266	1591	779	1411	1106	1423	1072	1142	1447	1220	1668	1606	678	1656	1802	1609	1551	1457	1833	1413	1413	1650	1599	1578	435	600	1104	1355	824	1733	778	0	0	0	0	0	0	0	0									
9	Число недействительных избирательных бюллетеней	912	0	0	1	0	0	34	9	11	5	11	23	15	13	18	13	21	15	9	20	21	22	17	21	20	15	15	15	13	24	7	10	18	16	12	21	19	18	9	15	11	16	13	14	14	15	24	12	11	13	42	14	32	18	21	13	9	10	16	13	9	18	5	0	0	1	0	0	1	0	1									
10	Число действительных избирательных бюллетеней	81966	2293	1717	941	2199	1922	962	1099	802	1279	1085	1662	1424	815	1643	862	1481	1107	930	1509	864	1402	1440	1588	1645	961	989	992	739	852	631	1134	1275	1648	778	1730	1311	1443	1079	1143	1507	1217	1674	1616	721	1681	1809	1629	1582	1450	1803	1417	1402	1660	1607	1577	744	829	1835	1350	824	1750	812	12	12	11	12	12	11	13	11									
11	Число полученных открепительных  удостоверений	4349	0	0	0	0	0	105	75	20	70	56	100	115	20	80	85	75	110	35	120	83	78	116	108	115	25	80	55	20	20	20	75	105	30	20	112	110	80	55	46	100	105	116	111	30	110	115	110	105	108	75	80	80	110	85	80	20	35	70	20	70	80	115	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4274	0	0	0	0	0	104	75	17	70	53	97	115	18	80	83	74	106	34	114	83	77	116	107	114	20	80	55	20	20	16	71	103	26	19	111	107	80	55	46	100	105	116	111	30	110	114	110	105	108	75	80	78	108	82	80	12	34	68	20	68	79	115	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	5269	0	0	0	0	0	93	74	71	84	168	133	124	54	125	118	115	111	47	191	16	133	30	66	104	73	93	125	85	67	60	88	64	82	73	89	96	58	101	118	80	88	74	127	47	151	122	102	107	90	105	80	71	98	86	109	55	108	134	61	55	93	97	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	75	0	0	0	0	0	1	0	3	0	3	3	0	2	0	2	1	4	1	6	0	1	0	1	1	5	0	0	0	0	4	4	2	4	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	0	8	1	2	0	2	1	0	0	0	0	0	0	0	0	0									
