Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Лиманская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282					
1	"Число избирателей, внесенных в списки"	25179	1691	1986	2109	1569	374	1426	1115	1211	1610	746	107	172	188	1144	593	206	1012	1993	1416	976	547	239	1448	467	577	257					
2	"Число бюллетеней, полученных участковыми комиссиями"	24886	1670	2000	2100	1490	400	1370	1080	1220	1570	725	104	173	169	1120	575	204	1000	1960	1430	970	555	248	1470	460	564	259					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12923	809	1010	1183	806	210	795	652	591	788	351	67	113	98	597	324	115	520	1041	723	396	329	105	677	284	275	64					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	946	52	53	29	68	1	77	23	46	36	22	18	8	7	48	11	12	19	68	100	32	27	26	96	19	32	16					
6	Число погашенных бюллетеней	11017	809	937	888	616	189	498	405	583	746	352	19	52	64	475	240	77	461	851	607	542	199	117	697	157	257	179					
7	Число бюллетеней в переносных ящиках для голосования	946	52	53	29	68	1	77	23	46	36	22	18	8	7	48	11	12	19	68	100	32	27	26	96	19	32	16					
8	Число бюллетеней в стационарных ящиках для голосования	12912	808	1010	1176	806	210	795	652	591	785	351	67	113	98	597	324	115	520	1041	723	396	329	105	677	284	275	64					
9	Число недействительных бюллетеней	240	7	16	9	10	2	10	8	13	21	10	2	3	1	17	12	1	15	22	21	14	3	9	9	2	3	0					
10	Число действительных бюллетеней	13618	853	1047	1196	864	209	862	667	624	800	363	83	118	104	628	323	126	524	1087	802	414	353	122	764	301	304	80					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	148	4	8	15	9	4	8	7	7	8	5	2	2	2	7	4	3	5	10	7	6	4	3	8	4	4	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	76	1	4	13	8	2	6	1	4	6	0	0	0	0	6	0	2	1	2	2	0	3	0	8	2	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	3	7	9	5	1	0	4	1	0	6	0	1	8	1	3	0	0	3	1	0	2	0	0	2	0	2					
14	Число погашенных открепительных удостоверений	72	3	4	2	1	2	2	6	3	2	5	2	2	2	1	4	1	4	8	5	6	1	3	0	2	0	1					
15	Число открепительных удостоверений выданных ТИК	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	210	15	12	15	9	2	11	7	7	13	8	3	3	6	8	2	2	18	23	9	9	4	3	11	3	6	1					
		1.51%	1.74%	1.12%	1.24%	1.02%	0.94%	1.26%	1.03%	1.09%	1.58%	2.14%	3.52%	2.47%	5.71%	1.24%	0.59%	1.57%	3.33%	2.07%	1.09%	2.10%	1.12%	2.29%	1.42%	0.99%	1.95%	1.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	94	9	12	14	3	3	6	2	4	2	1	0	0	2	2	4	1	4	5	4	5	1	4	4	0	2	0					
