Выборы Президента Российской Федерации																																																																		
Дата голосования: 18.03.2018																																																																		
																																																																		
Наименование Избирательной комиссии:    Ленинская																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																																
																																																																		
		Сумма	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142									
1	"Число избирателей, включенных в список избирателей"	91688	1278	1560	1642	1250	1602	838	1578	810	970	761	3094	2666	1307	960	598	1022	1587	2423	2944	1783	1664	1602	1395	2063	1659	1390	1427	1946	2324	2377	2148	1642	1495	1669	1750	585	1693	2254	775	1586	1879	2071	1067	2867	1755	2317	2090	1936	2207	1507	2313	2213	639	2420	290									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	78650	900	1200	1750	1000	1200	700	1300	700	800	700	2500	2500	1000	700	500	800	1200	2600	2300	1400	1300	1200	1100	1500	1400	1300	1200	1600	1850	1950	1700	1600	1200	1800	1500	500	1500	1900	600	1300	1500	2100	800	2600	1500	2300	1900	1600	1700	1200	2400	2000	600	2200	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	208	0	0	125	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	63876	819	1057	1274	852	1012	590	1169	605	683	556	2194	1944	921	577	415	756	1053	1717	2069	940	999	1123	972	1346	1198	976	987	1360	1660	1710	1485	1256	1007	1159	1274	408	1075	1582	535	1074	1269	1392	758	2011	1419	1671	1332	1269	1590	1094	1734	1598	457	1884	9									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2209	28	27	19	25	23	18	39	24	20	17	74	24	21	15	13	32	24	29	51	9	19	47	35	40	36	59	38	83	57	83	72	33	54	47	20	10	18	46	12	21	18	93	26	47	42	44	48	50	33	20	22	18	6	108	272									
6	Число погашенных избирательных бюллетеней	12354	53	116	332	123	165	92	92	71	97	127	232	449	58	108	71	12	123	854	180	451	282	30	93	114	166	265	175	157	133	157	143	311	139	594	206	82	407	272	53	205	213	615	16	542	39	585	518	281	77	86	644	384	137	208	219									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2414	28	27	144	25	23	18	39	24	20	17	74	107	21	15	13	32	24	29	51	9	19	47	35	40	36	59	38	83	57	83	72	33	54	47	20	10	18	43	12	21	18	93	26	47	42	44	48	50	33	20	22	18	6	108	272									
8	Число бюллетеней в стационарных ящиках для голосования	63871	819	1057	1273	852	1012	590	1169	605	683	556	2194	1944	921	577	415	756	1053	1717	2069	940	998	1123	972	1346	1198	975	987	1360	1660	1710	1485	1256	1006	1159	1274	408	1075	1582	535	1074	1269	1392	758	2011	1419	1671	1331	1269	1590	1094	1734	1598	457	1884	9									
9	Число недействительных избирательных бюллетеней	570	8	8	17	6	9	7	8	9	5	5	21	13	15	3	2	2	7	16	21	10	10	9	17	15	19	11	6	9	18	11	11	10	8	9	7	2	12	20	2	11	7	21	7	11	7	11	10	11	16	4	13	15	3	24	1									
10	Число действительных избирательных бюллетеней	65715	839	1076	1400	871	1026	601	1200	620	698	568	2247	2038	927	589	426	786	1070	1730	2099	939	1007	1161	990	1371	1215	1023	1019	1434	1699	1782	1546	1279	1052	1197	1287	416	1081	1605	545	1084	1280	1464	777	2047	1454	1704	1369	1308	1607	1110	1743	1601	460	1968	280									
11	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
13	Бабурин Сергей Николаевич	180	1	1	2	7	4	3	5	1	1	0	10	7	2	2	2	2	7	3	5	0	3	3	5	3	3	4	1	4	1	4	4	8	2	1	4	1	8	2	1	1	3	7	3	5	2	2	4	1	2	6	2	9	1	4	1									
		0.27%	0.12%	0.09%	0.14%	0.80%	0.39%	0.49%	0.41%	0.16%	0.14%	0.00%	0.44%	0.34%	0.21%	0.34%	0.47%	0.25%	0.65%	0.17%	0.24%	0.00%	0.29%	0.26%	0.50%	0.22%	0.24%	0.39%	0.10%	0.28%	0.06%	0.22%	0.26%	0.62%	0.19%	0.08%	0.31%	0.24%	0.73%	0.12%	0.18%	0.09%	0.23%	0.47%	0.38%	0.24%	0.14%	0.12%	0.29%	0.08%	0.12%	0.54%	0.11%	0.56%	0.22%	0.20%	0.36%									
14	Грудинин Павел Николаевич	2495	33	27	42	53	42	35	40	36	39	22	111	99	40	28	11	33	39	68	55	22	39	55	35	38	48	23	38	59	85	58	46	49	44	40	49	9	47	68	22	35	44	57	27	56	54	59	49	43	67	43	63	65	11	85	10									
		3.76%	3.90%	2.49%	2.96%	6.04%	4.06%	5.76%	3.31%	5.72%	5.55%	3.84%	4.89%	4.83%	4.25%	4.73%	2.57%	4.19%	3.62%	3.89%	2.59%	2.32%	3.83%	4.70%	3.48%	2.74%	3.89%	2.22%	3.71%	4.09%	4.95%	3.23%	2.95%	3.80%	4.15%	3.32%	3.79%	2.15%	4.30%	4.18%	4.02%	3.20%	3.42%	3.84%	3.44%	2.72%	3.70%	3.44%	3.55%	3.26%	4.13%	3.86%	3.59%	4.02%	2.38%	4.27%	3.56%									
15	Жириновский Владимир Вольфович	1918	20	49	60	29	31	13	43	15	15	12	76	141	34	12	12	25	24	42	59	17	32	38	26	34	30	36	23	35	49	42	39	34	22	37	40	8	19	44	18	41	32	46	18	43	39	53	36	40	41	26	63	37	8	52	8									
