Выборы Президента Российской Федерации																																		
																																		
"Наименование Избирательной комиссии:    Хабаровск, Кировская"																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
1	"Число избирателей, внесенных в список"	44329	2296	1573	2225	1773	1722	1579	825	1070	2187	1338	1322	1947	2487	1617	1488	1063	1076	2006	1970	2216	1853	1212	1871	218	1348	1796	2251					
2	Число полученных избирательных бюллетеней	40920	2200	1400	2100	1600	1600	1400	750	1000	2000	1300	1200	1800	2300	1300	1400	1000	1050	1800	1800	2000	1700	1200	1700	220	1200	1700	2200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28552	1243	985	1293	922	1085	854	520	693	1480	944	805	1217	1700	1010	1067	674	582	1268	1299	1672	1196	1114	1219	94	795	1283	1538					
5	"Число избирательных бюллетеней, выданных вне помещения"	1891	56	65	80	62	34	63	32	21	90	41	59	38	39	130	34	44	430	76	51	52	73	0	48	105	74	58	36					
6	Число погашенных избирательных бюллетеней	10477	901	350	727	616	481	483	198	286	430	315	336	545	561	160	299	282	38	456	450	276	431	86	433	21	331	359	626					
7	Число избирательных бюллетеней в переносных ящиках	1891	56	65	80	62	34	63	32	21	90	41	59	38	39	130	34	44	430	76	51	52	73	0	48	105	74	58	36					
8	Число бюллетеней в стационарных ящиках для голосования	28531	1242	983	1292	922	1085	854	519	693	1479	944	805	1217	1697	1010	1067	674	582	1267	1297	1669	1196	1114	1219	91	795	1280	1538					
9	Число недействительных избирательных бюллетеней	301	2	5	16	14	14	11	5	12	21	16	3	3	8	8	8	3	4	8	10	8	15	64	10	1	11	7	14					
10	Число действительных избирательных бюллетеней	30121	1296	1043	1356	970	1105	906	546	702	1548	969	861	1252	1728	1132	1093	715	1008	1335	1338	1713	1254	1050	1257	195	858	1331	1560					
11	Число полученных открепительных  удостоверений	1086	55	40	40	35	50	35	35	25	45	30	50	40	46	35	50	25	25	35	40	140	45	10	40	0	35	45	35					
12	Число выданных открепительных удостоверений	917	46	30	40	29	49	29	21	22	37	24	40	35	46	30	40	22	20	25	35	131	41	0	34	0	16	42	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1028	21	38	48	27	9	31	29	19	82	47	24	23	36	38	23	14	182	46	39	36	33	36	20	36	27	34	30					
14	Число неиспользованных открепительных удостоверений	169	9	10	0	6	1	6	14	3	8	6	10	5	0	5	10	3	5	10	5	9	4	10	6	0	19	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	10	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	2144	95	90	92	71	70	46	33	37	99	85	58	100	134	79	98	60	31	116	102	117	106	18	111	7	83	85	121					
		7.05%	7.32%	8.59%	6.71%	7.22%	6.26%	5.02%	5.99%	5.18%	6.31%	8.63%	6.71%	7.97%	7.72%	6.93%	8.90%	8.36%	3.06%	8.64%	7.57%	6.80%	8.35%	1.62%	8.76%	3.57%	9.55%	6.35%	7.69%					
19	. Малышкин Олег Александрович	855	38	38	43	38	30	28	17	22	30	23	22	24	34	23	23	7	42	34	27	37	34	115	20	10	27	40	29					
		2.81%	2.93%	3.63%	3.13%	3.86%	2.68%	3.05%	3.09%	3.08%	1.91%	2.34%	2.55%	1.91%	1.96%	2.02%	2.09%	0.97%	4.15%	2.53%	2.00%	2.15%	2.68%	10.32%	1.58%	5.10%	3.11%	2.99%	1.84%					
20	. Миронов Сергей Михайлович	336	20	8	9	23	21	6	14	5	18	10	8	12	18	14	16	8	4	15	11	10	18	9	9	0	14	11	25					
		1.10%	1.54%	0.76%	0.66%	2.34%	1.88%	0.65%	2.54%	0.70%	1.15%	1.02%	0.93%	0.96%	1.04%	1.23%	1.45%	1.11%	0.40%	1.12%	0.82%	0.58%	1.42%	0.81%	0.71%	0.00%	1.61%	0.82%	1.59%					
21	. Путин Владимир Владимирович	19153	837	629	897	602	700	587	377	445	1024	617	555	787	1122	748	668	436	803	799	803	1193	753	564	792	149	522	807	937					
		62.96%	64.48%	60.02%	65.38%	61.18%	62.56%	64.01%	68.42%	62.32%	65.26%	62.64%	64.24%	62.71%	64.63%	65.61%	60.67%	60.72%	79.35%	59.49%	59.57%	69.32%	59.34%	50.63%	62.51%	76.02%	60.07%	60.31%	59.53%					
22	. Хакамада Ирина Муцуовна	1861	82	62	80	56	66	49	27	43	77	61	48	102	109	71	70	55	25	79	102	107	97	53	83	4	51	101	101					
		6.12%	6.32%	5.92%	5.83%	5.69%	5.90%	5.34%	4.90%	6.02%	4.91%	6.19%	5.56%	8.13%	6.28%	6.23%	6.36%	7.66%	2.47%	5.88%	7.57%	6.22%	7.64%	4.76%	6.55%	2.04%	5.87%	7.55%	6.42%					
23	. Харитонов Николай Михайлович	3464	122	144	160	92	130	134	43	73	183	95	108	144	195	117	156	101	52	191	190	158	162	14	133	12	117	202	236					
		11.39%	9.40%	13.74%	11.66%	9.35%	11.62%	14.61%	7.80%	10.22%	11.66%	9.64%	12.50%	11.47%	11.23%	10.26%	14.17%	14.07%	5.14%	14.22%	14.09%	9.18%	12.77%	1.26%	10.50%	6.12%	13.46%	15.10%	14.99%					
																																		
24	Против всех	2308	102	72	75	88	88	56	35	77	117	78	62	83	116	80	62	48	51	101	103	91	84	277	109	13	44	85	111					
		7.59%	7.86%	6.87%	5.47%	8.94%	7.86%	6.11%	6.35%	10.78%	7.46%	7.92%	7.18%	6.61%	6.68%	7.02%	5.63%	6.69%	5.04%	7.52%	7.64%	5.29%	6.62%	24.87%	8.60%	6.63%	5.06%	6.35%	7.05%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
