Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
"Наименование Избирательной комиссии:    Новороссийск, Восточная"																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3499					
1	"Число избирателей, внесенных в списки"	27241	1381	2616	1456	1910	1598	1215	1520	1855	2160	1682	1944	1684	1590	2664	277	1554	135					
2	"Число бюллетеней, полученных участковыми комиссиями"	23980	1240	2300	1300	1840	1390	1095	1360	1740	1950	1465	1170	1520	1445	2360	248	1385	172					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	101	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11182	586	1024	535	726	581	575	519	675	814	759	832	736	648	1239	122	690	121					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	441	37	39	29	17	34	1	44	55	34	33	26	29	32	16	0	15	0					
6	Число погашенных бюллетеней	12256	617	1136	736	1097	775	519	797	1010	1102	673	312	755	765	1105	126	680	51					
7	Число бюллетеней в переносных ящиках для голосования	542	37	140	29	17	34	1	44	55	34	33	26	29	32	16	0	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	11181	586	1024	535	726	581	574	519	675	814	759	832	736	648	1239	122	690	121					
9	Число недействительных бюллетеней	155	1	21	6	6	8	5	10	9	6	16	13	9	11	24	3	5	2					
10	Число действительных бюллетеней	11568	622	1143	558	737	607	570	553	721	842	776	845	756	669	1231	119	700	119					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	384	25	25	25	25	25	25	25	25	25	25	25	25	25	25	9	25	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	74	6	11	0	9	7	2	3	6	4	4	2	7	2	5	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	90	12	8	6	6	12	2	3	5	6	6	3	2	7	2	2	7	1					
14	Число погашенных открепительных удостоверений	310	19	14	25	16	18	23	22	19	21	21	23	18	23	20	9	19	0					
15	Число открепительных удостоверений выданных ТИК	16	0	0	0	1	0	0	2	4	2	2	3	1	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	134	4	11	6	12	3	2	6	10	8	12	10	12	16	9	2	10	1					
		1.14%	0.64%	0.94%	1.06%	1.61%	0.48%	0.34%	1.06%	1.36%	0.94%	1.51%	1.16%	1.56%	2.35%	0.71%	1.63%	1.41%	0.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	235	18	22	16	25	13	9	22	10	12	25	8	7	7	27	1	10	3					
		2.00%	2.88%	1.89%	2.83%	3.36%	2.11%	1.56%	3.90%	1.36%	1.41%	3.15%	0.93%	0.91%	1.02%	2.15%	0.81%	1.41%	2.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	321	15	33	19	12	12	19	13	29	22	32	18	23	18	33	9	12	2					
		2.73%	2.40%	2.83%	3.36%	1.61%	1.95%	3.30%	2.30%	3.97%	2.59%	4.04%	2.09%	3.00%	2.64%	2.62%	7.37%	1.70%	1.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	350	21	28	24	23	23	29	14	13	37	26	30	7	19	30	0	22	4					
