Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
"Наименование Избирательной комиссии:    Тверь, Пролетарская"																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087					
1	"Число избирателей, внесенных в список избирателей"	77856	2315	2766	2404	1870	1299	1566	2384	2610	1952	2423	2896	2263	1389	1707	1581	1826	2124	2478	2480	2640	2587	2054	2105	1890	2407	2123	2029	2281	2019	1372	2788	2523	1683	1299	2529	2312	375	185	173	51	48	50					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	70047	2100	2600	2100	1700	1100	1500	2100	2400	1800	2200	2600	2100	1200	1500	1300	1600	1900	2300	2300	2400	2300	1900	1900	1700	2200	1900	1800	1800	1800	1200	2600	2300	1500	1100	2300	2100	360	188	144	43	50	62					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36791	1218	1289	1226	1019	712	488	906	891	781	1013	1466	1005	655	783	886	784	1129	1405	1208	1353	1289	900	1084	847	1194	1181	1057	1435	854	522	1125	892	679	414	1392	1240	119	157	61	36	48	48					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1225	14	30	35	22	21	20	35	30	37	28	63	54	17	21	9	21	39	4	54	32	27	31	34	33	20	39	48	76	34	43	65	67	29	35	7	10	16	0	23	0	0	2					
6	Число погашенных избирательных бюллетеней	32031	868	1281	839	659	367	992	1159	1479	982	1159	1071	1041	528	696	405	795	732	891	1038	1015	984	969	782	820	986	680	695	289	912	635	1410	1341	792	651	901	850	225	31	60	7	2	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1224	14	30	35	22	21	20	35	30	37	28	62	54	17	21	9	21	39	4	54	32	27	31	34	33	20	39	48	76	34	43	65	67	29	35	7	10	16	0	23	0	0	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36768	1216	1289	1225	1019	712	485	906	891	781	1013	1466	1005	655	783	886	784	1129	1401	1207	1353	1287	900	1082	847	1193	1181	1057	1434	854	521	1121	892	679	414	1391	1240	119	157	61	36	48	48					
9	Число недействительных избирательных бюллетеней	527	25	20	16	10	8	10	6	13	10	8	28	17	17	16	17	8	21	15	16	16	24	9	7	0	17	9	14	31	11	10	14	22	11	5	19	16	1	5	1	2	0	2					
10	Число действительных избирательных бюллетеней	37465	1205	1299	1244	1031	725	495	935	908	808	1033	1500	1042	655	788	878	797	1147	1390	1245	1369	1290	922	1109	880	1196	1211	1091	1479	877	554	1172	937	697	444	1379	1234	134	152	83	34	48	48					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1812	38	68	40	35	20	68	64	45	70	45	150	45	47	38	30	55	30	99	83	55	48	30	43	35	50	30	45	60	25	30	50	40	35	35	45	83	3	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1607	31	61	29	28	19	51	60	45	52	40	147	43	43	33	30	47	21	96	70	46	45	30	39	33	45	24	45	56	24	24	50	34	34	16	42	73	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	689	17	30	29	15	13	12	21	15	11	16	76	19	9	20	15	8	12	58	19	28	19	11	7	15	15	23	13	21	7	7	10	9	19	21	22	11	5	0	5	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	205	7	7	11	7	1	17	4	0	18	5	3	2	4	5	0	8	9	3	13	9	3	0	4	2	5	6	0	4	1	6	0	6	1	19	3	10	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	196	9	4	2	4	1	13	5	7	23	2	46	4	3	3	4	3	1	3	1	2	6	6	5	4	8	0	4	2	2	1	1	4	2	4	2	5	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8439	284	316	326	239	158	142	243	188	187	277	228	223	139	184	183	183	299	316	309	323	262	219	269	205	263	254	237	213	196	147	345	175	182	101	291	241	23	16	15	10	18	10					
		22.21%	23.09%	23.96%	25.87%	22.96%	21.56%	28.12%	25.82%	20.41%	22.86%	26.61%	14.92%	21.06%	20.68%	22.89%	20.45%	22.73%	25.60%	22.49%	24.50%	23.32%	19.94%	23.52%	24.10%	23.30%	21.68%	20.82%	21.45%	14.11%	22.07%	26.06%	29.09%	18.25%	25.71%	22.49%	20.82%	19.28%	17.04%	10.19%	17.86%	27.78%	37.50%	20.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5005	125	144	148	126	88	82	133	146	128	149	247	156	81	102	125	124	124	164	148	170	144	114	136	122	152	121	90	376	130	67	161	155	95	45	162	154	26	9	9	10	7	10					
		13.17%	10.16%	10.92%	11.75%	12.10%	12.01%	16.24%	14.13%	15.85%	15.65%	14.31%	16.16%	14.73%	12.05%	12.69%	13.97%	15.40%	10.62%	11.67%	11.74%	12.27%	10.96%	12.24%	12.19%	13.86%	12.53%	9.92%	8.14%	24.90%	14.64%	11.88%	13.58%	16.16%	13.42%	10.02%	11.59%	12.32%	19.26%	5.73%	10.71%	27.78%	14.58%	20.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	632	17	23	23	23	9	7	14	13	13	17	23	17	13	12	19	13	14	18	9	30	18	13	18	11	18	30	24	29	15	5	19	15	11	11	36	22	3	2	1	0	1	3					
		1.66%	1.38%	1.74%	1.83%	2.21%	1.23%	1.39%	1.49%	1.41%	1.59%	1.63%	1.51%	1.61%	1.93%	1.49%	2.12%	1.61%	1.20%	1.28%	0.71%	2.17%	1.37%	1.40%	1.61%	1.25%	1.48%	2.46%	2.17%	1.92%	1.69%	0.89%	1.60%	1.56%	1.55%	2.45%	2.58%	1.76%	2.22%	1.27%	1.19%	0.00%	2.08%	6.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10161	379	354	335	256	192	113	209	227	196	255	308	294	179	200	274	195	338	399	338	422	400	254	320	248	353	395	366	291	226	135	300	226	144	115	445	374	25	26	30	5	9	11					
		26.75%	30.81%	26.84%	26.59%	24.59%	26.19%	22.38%	22.21%	24.65%	23.96%	24.50%	20.16%	27.76%	26.64%	24.88%	30.61%	24.22%	28.94%	28.40%	26.80%	30.47%	30.44%	27.28%	28.67%	28.18%	29.10%	32.38%	33.12%	19.27%	25.45%	23.94%	25.30%	23.57%	20.34%	25.61%	31.83%	29.92%	18.52%	16.56%	35.71%	13.89%	18.75%	22.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2556	108	105	94	110	68	15	76	57	61	63	59	70	48	70	52	62	65	89	93	115	111	75	70	42	70	75	72	53	49	36	77	45	44	39	103	89	15	3	2	1	2	3					
		6.73%	8.78%	7.96%	7.46%	10.57%	9.28%	2.97%	8.08%	6.19%	7.46%	6.05%	3.86%	6.61%	7.14%	8.71%	5.81%	7.70%	5.57%	6.33%	7.38%	8.30%	8.45%	8.06%	6.27%	4.77%	5.77%	6.15%	6.52%	3.51%	5.52%	6.38%	6.49%	4.69%	6.21%	8.69%	7.37%	7.12%	11.11%	1.91%	2.38%	2.78%	4.17%	6.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10398	281	347	310	267	202	136	254	274	218	266	628	276	190	214	218	215	301	393	338	302	348	238	289	245	332	331	295	504	256	160	261	313	211	129	332	339	42	87	26	8	11	11					
		27.37%	22.85%	26.31%	24.60%	25.65%	27.56%	26.93%	26.99%	29.75%	26.65%	25.55%	41.10%	26.06%	28.27%	26.62%	24.36%	26.71%	25.77%	27.97%	26.80%	21.81%	26.48%	25.56%	25.90%	27.84%	27.37%	27.13%	26.70%	33.38%	28.83%	28.37%	22.01%	32.64%	29.80%	28.73%	23.75%	27.12%	31.11%	55.41%	30.95%	22.22%	22.92%	22.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	274	11	10	8	10	8	0	6	3	5	6	7	6	5	6	7	5	6	11	10	7	7	9	7	7	8	5	7	13	5	4	9	8	10	4	10	15	0	9	0	0	0	0					
		0.72%	0.89%	0.76%	0.63%	0.96%	1.09%	0.00%	0.64%	0.33%	0.61%	0.58%	0.46%	0.57%	0.74%	0.75%	0.78%	0.62%	0.51%	0.78%	0.79%	0.51%	0.53%	0.97%	0.63%	0.80%	0.66%	0.41%	0.63%	0.86%	0.56%	0.71%	0.76%	0.83%	1.41%	0.89%	0.72%	1.20%	0.00%	5.73%	0.00%	0.00%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
