Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Шаранская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №3442	УИК №3443	УИК №3444	УИК №3445	УИК №3446	УИК №3447	УИК №3448	УИК №3449	УИК №3450	УИК №3451	УИК №3452	УИК №3453	УИК №3454	УИК №3455	УИК №3456	УИК №3457	УИК №3458	УИК №3459	УИК №3460	УИК №3461	УИК №3462	УИК №3463	УИК №3464	УИК №3465	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470	УИК №3471	УИК №3472	УИК №3473	УИК №3474	УИК №3475	УИК №3476	УИК №3477	УИК №3478	УИК №3479	УИК №3480	УИК №3481	УИК №3482	УИК №3483	УИК №3484	УИК №3485	УИК №3486	УИК №3487					
1	"Число избирателей, внесенных в списки избирателей"	15870	413	182	168	445	380	129	415	224	346	255	183	282	697	174	91	500	290	345	128	334	186	144	550	102	169	588	95	303	286	284	188	114	288	418	190	122	216	133	673	427	845	1348	1019	476	575	150					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15907	418	182	171	445	380	129	415	224	347	255	186	285	697	175	93	498	291	351	128	334	186	146	550	102	171	590	95	303	288	286	190	114	288	421	191	126	215	133	674	428	839	1339	1026	476	574	152					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14771	382	169	149	435	364	121	383	209	306	247	159	272	644	166	88	427	268	304	93	235	167	129	533	91	159	557	86	289	275	263	170	96	278	372	154	114	198	119	647	410	802	1319	1003	459	513	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1042	27	13	19	10	16	8	32	15	39	8	24	10	51	7	3	71	22	41	35	99	19	15	15	11	10	28	9	14	11	18	18	18	10	46	36	8	17	14	26	15	31	15	13	17	55	3					
6	Число погашенных избирательных бюллетеней	94	9	0	3	0	0	0	0	0	2	0	3	3	2	2	2	0	1	6	0	0	0	2	2	0	2	5	0	0	2	5	2	0	0	3	1	4	0	0	1	3	6	5	10	0	6	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1042	27	13	19	10	16	8	32	15	39	8	24	10	51	7	3	71	22	41	35	99	19	15	15	11	10	28	9	14	11	18	18	18	10	46	36	8	17	14	26	15	31	15	13	17	55	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14771	382	169	149	435	364	121	383	209	306	247	159	272	644	166	88	427	268	304	93	235	167	129	533	91	159	557	86	289	275	263	170	96	278	372	154	114	198	119	647	410	802	1319	1003	459	513	147					
9	Число недействительных избирательных бюллетеней	46	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	4	0	0	5	1	0	1	0	1	1	0	0	0	0	0	3	0	5	0	0	0					
10	Число действительных избирательных бюллетеней	15767	409	182	168	445	380	129	415	224	343	255	183	282	695	173	91	498	290	335	128	334	186	131	548	102	169	581	95	303	281	280	188	113	288	417	189	122	215	133	673	425	830	1334	1011	476	568	150					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	13	4	11	9	1	2	5	3	15	3	4	8	5	3	2	10	7	10	2	3	2	4	3	2	2	5	2	7	7	5	10	3	3	2	5	5	1	6	1	3	27	31	18	22	3	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	284	13	4	11	8	0	1	5	3	15	3	4	8	5	2	0	10	7	10	0	3	2	4	3	1	0	5	2	4	5	5	10	3	3	2	5	5	1	6	1	3	27	31	18	22	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	182	4	4	1	2	2	7	5	4	2	12	1	1	3	3	0	3	0	1	2	4	2	1	4	3	0	3	2	3	2	0	6	2	9	4	1	1	5	3	3	3	12	27	5	18	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	16	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
