Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Шаранская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436	УИК №3437	УИК №3438	УИК №3439	УИК №3440	УИК №3441	УИК №3442	УИК №3443	УИК №3444	УИК №3445	УИК №3446	УИК №3447	УИК №3448	УИК №3449	УИК №3450	УИК №3451	УИК №3452	УИК №3453	УИК №3454	УИК №3455	УИК №3456	УИК №3457	УИК №3458	УИК №3459	УИК №3460	УИК №3461	УИК №3462	УИК №3463	УИК №3464	УИК №3465	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470	УИК №3471					
1	"Число избирателей, внесенных в список избирателей"	17182	350	285	176	137	221	139	485	503	439	229	395	266	184	329	735	184	91	494	308	384	130	317	198	159	645	174	601	101	366	290	295	218	129	286	429	227	710	448	953	1495	1255	657	611	154					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17280	351	291	179	139	221	140	490	505	445	232	402	268	189	330	736	186	92	497	309	384	132	319	194	160	638	173	603	101	364	291	298	221	131	289	434	226	715	449	958	1516	1268	645	614	155					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15445	329	261	165	128	208	131	434	491	395	206	356	260	177	319	626	164	72	441	272	327	86	228	166	147	595	161	520	91	357	263	271	194	123	283	361	199	686	411	791	1304	1131	578	583	154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	972	18	24	9	7	10	4	27	9	30	12	30	4	7	5	55	9	12	35	33	51	30	89	28	10	29	10	45	10	7	17	15	24	6	3	65	25	17	22	57	22	17	11	22	0					
6	Число погашенных избирательных бюллетеней	863	4	6	5	4	3	5	29	5	20	14	16	4	5	6	55	13	8	21	4	6	16	2	0	3	14	2	38	0	0	11	12	3	2	3	8	2	12	16	110	190	120	56	9	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	972	18	24	9	7	10	4	27	9	30	12	30	4	7	5	55	9	12	35	33	51	30	89	28	10	29	10	45	10	7	17	15	24	6	3	65	25	17	22	57	22	17	11	22	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15445	329	261	165	128	208	131	434	491	395	206	356	260	177	319	626	164	72	441	272	327	86	228	166	147	595	161	520	91	357	263	271	194	123	283	361	199	686	411	791	1304	1131	578	583	154					
9	Число недействительных избирательных бюллетеней	69	0	0	0	0	2	0	0	0	0	0	1	0	3	0	7	0	1	0	3	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	17	11	6	0	0					
10	Число действительных избирательных бюллетеней	16348	347	285	174	135	216	135	461	500	425	218	385	264	181	324	674	173	83	476	302	376	116	317	194	152	624	171	564	101	364	280	286	218	129	286	426	224	703	433	838	1309	1137	583	605	154					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	281	5	10	3	2	2	2	3	3	27	11	8	3	6	0	5	2	0	28	13	3	3	6	2	2	6	6	12	2	3	4	3	3	2	2	2	2	0	1	28	33	10	8	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	255	5	10	3	0	1	0	3	1	27	11	8	3	6	0	5	2	0	28	11	0	3	6	0	1	6	6	12	2	2	4	0	2	2	1	1	2	0	1	28	33	8	8	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	1	1	0	0	2	1	1	4	0	0	0	2	1	0	0	0	1	5	3	1	0	1	5	1	5	2	4	2	5	2	0	0	0	0	0	4	3	1	11	8	3	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	1	0	0	0	0	1	0	3	1	0	1	1	0	0	0	0	0	2	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
