Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Алексинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки избирателей"	65180	2628	2325	2798	2484	2145	2618	2818	2698	2886	2722	2514	2776	2617	2757	2123	2203	2528	2671	2566	2102	2400	2015	643	335	422	365	341	721	545	208	747	400	721	386	304	600	1583	1465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65750	2600	2400	2860	2560	2130	2620	2760	2760	2920	2720	2580	2760	2610	2740	1980	2220	2550	2660	2600	2180	2410	2050	670	340	450	370	340	720	550	230	800	430	720	390	330	630	1630	1480					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33568	1343	1067	1388	1337	905	1404	1401	1492	1501	1349	1350	1452	1266	1348	984	1036	1226	1275	1591	1280	1460	969	346	146	202	187	186	333	289	135	390	212	390	197	95	290	889	857					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3775	81	108	55	61	189	83	160	89	330	75	93	87	96	97	135	119	90	99	62	37	43	153	62	75	62	69	52	170	133	73	174	36	84	63	135	104	50	91					
6	Число погашенных избирательных бюллетеней	28407	1176	1225	1417	1162	1036	1133	1199	1179	1089	1296	1137	1221	1248	1295	861	1065	1234	1286	947	863	907	928	262	119	186	114	102	217	128	22	236	182	246	130	100	236	691	532					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3774	81	108	55	61	189	82	160	89	330	75	93	87	96	97	135	119	90	99	62	37	43	153	62	75	62	69	52	170	133	73	174	36	84	63	135	104	50	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33494	1341	1067	1388	1276	905	1402	1401	1492	1501	1349	1350	1450	1266	1348	984	1036	1226	1275	1591	1280	1455	969	346	146	202	187	186	333	289	135	390	212	390	197	95	290	887	857					
9	Число недействительных избирательных бюллетеней	481	22	42	15	23	25	12	20	17	24	20	18	12	20	17	15	14	18	19	18	10	21	13	6	2	2	2	3	3	3	1	6	1	5	2	0	4	8	18					
10	Число действительных избирательных бюллетеней	36787	1400	1133	1428	1314	1069	1472	1541	1564	1807	1404	1425	1525	1342	1428	1104	1141	1298	1355	1635	1307	1477	1109	402	219	262	254	235	500	419	207	558	247	469	258	230	390	929	930					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	549	16	17	14	14	13	17	15	18	16	19	22	14	18	22	16	19	17	21	17	18	20	10	12	5	15	6	6	11	12	4	17	9	6	11	4	14	22	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	548	16	17	14	14	13	16	15	18	16	19	22	14	18	22	16	19	17	21	17	18	20	10	12	5	15	6	6	11	12	4	17	9	6	11	4	14	22	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	530	10	20	14	10	18	18	73	16	19	22	33	20	13	27	5	20	23	8	18	18	14	10	5	6	5	3	7	18	4	6	6	4	9	6	7	2	10	3					
