Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Район Марьина Роща																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №3073	УИК №3074					
1	"Число избирателей, внесенных в списки"	38838	2275	2436	2151	2602	2537	2510	2564	2473	2425	2423	2449	2095	2410	2445	2263	2586	22	172					
2	"Число бюллетеней, полученных участковыми комиссиями"	36600	2200	2300	2000	2300	2400	2300	2400	2300	2300	2200	2300	2000	2200	2300	2100	2500	200	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21760	1373	1433	1245	1415	1189	1412	1463	1486	1259	1383	1415	1160	1304	1375	1194	1460	22	172					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	618	30	30	32	38	56	45	38	39	43	40	52	32	34	29	23	57	0	0					
6	Число погашенных бюллетеней	14221	797	837	723	847	1155	843	899	775	998	777	833	807	862	896	883	983	178	128					
7	Число бюллетеней в переносных ящиках для голосования	617	30	30	32	38	56	45	38	39	43	40	52	31	34	29	23	57	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	21656	1359	1433	1245	1411	1189	1406	1461	1467	1252	1380	1415	1158	1293	1351	1194	1448	22	172					
9	Число недействительных бюллетеней	230	7	7	15	16	8	15	16	22	5	5	31	11	26	7	24	15	0	0					
10	Число действительных бюллетеней	22043	1382	1456	1262	1433	1237	1436	1483	1484	1290	1415	1436	1178	1301	1373	1193	1490	22	172					
