Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Скопинская городская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900					
1	"Число избирателей, внесенных в список"	26944	1794	1064	1509	1193	1168	1131	1000	1737	1696	1867	2913	2201	1627	2262	392	642	2748					
2	Число полученных избирательных бюллетеней	23400	1600	900	1300	1000	1000	1000	800	1500	1400	1600	2700	1900	1400	2000	350	550	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14120	890	469	824	533	703	595	494	892	913	1059	1530	1151	882	1190	247	344	1404					
5	"Число избирательных бюллетеней, выданных вне помещения"	1198	107	104	62	148	36	62	81	175	55	38	46	29	15	43	41	56	100					
6	Число погашенных избирательных бюллетеней	8082	603	327	414	319	261	343	225	433	432	503	1124	720	503	767	62	150	896					
7	Число избирательных бюллетеней в переносных ящиках	1198	107	104	62	148	36	62	81	175	55	38	46	29	15	43	41	56	100					
8	Число бюллетеней в стационарных ящиках для голосования	14118	890	469	824	533	703	595	494	892	913	1059	1530	1149	882	1190	247	344	1404					
9	Число недействительных избирательных бюллетеней	146	11	5	7	3	12	5	10	6	12	12	10	10	7	13	5	4	14					
10	Число действительных избирательных бюллетеней	15170	986	568	879	678	727	652	565	1061	956	1085	1566	1168	890	1220	283	396	1490					
11	Число полученных открепительных  удостоверений	375	30	30	20	20	20	20	20	20	30	30	30	20	20	30	10	10	15					
12	Число выданных открепительных удостоверений	107	3	2	6	6	7	3	2	6	8	11	10	16	10	8	0	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	4	2	9	8	4	4	1	6	2	0	4	23	1	4	6	4	6					
14	Число неиспользованных открепительных удостоверений	268	27	28	14	14	13	17	18	14	22	19	20	4	10	22	10	6	10					
15	"Число открепительных удостоверений, выданных в ТИК"	25	3	0	1	1	2	0	0	1	2	6	1	4	2	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	539	35	20	35	31	27	17	16	35	37	49	55	42	24	46	5	9	56					
		3.52%	3.51%	3.49%	3.95%	4.55%	3.65%	2.59%	2.78%	3.28%	3.82%	4.47%	3.49%	3.57%	2.68%	3.73%	1.74%	2.25%	3.72%					
19	. Малышкин Олег Александрович	253	10	10	20	9	18	15	7	15	15	19	18	21	17	14	1	13	31					
		1.65%	1.00%	1.75%	2.26%	1.32%	2.44%	2.28%	1.22%	1.41%	1.55%	1.73%	1.14%	1.78%	1.90%	1.14%	0.35%	3.25%	2.06%					
20	. Миронов Сергей Михайлович	69	3	1	3	0	2	5	5	16	6	4	5	5	4	5	0	1	4					
		0.45%	0.30%	0.17%	0.34%	0.00%	0.27%	0.76%	0.87%	1.50%	0.62%	0.36%	0.32%	0.42%	0.45%	0.41%	0.00%	0.25%	0.27%					
21	. Путин Владимир Владимирович	11524	752	435	654	509	581	472	439	787	734	852	1226	902	642	909	238	318	1074					
		75.24%	75.43%	75.92%	73.81%	74.74%	78.62%	71.84%	76.35%	73.76%	75.83%	77.67%	77.79%	76.57%	71.57%	73.72%	82.64%	79.50%	71.41%					
22	. Хакамада Ирина Муцуовна	259	24	11	12	15	12	13	14	19	20	15	37	16	10	13	3	8	17					
		1.69%	2.41%	1.92%	1.35%	2.20%	1.62%	1.98%	2.43%	1.78%	2.07%	1.37%	2.35%	1.36%	1.11%	1.05%	1.04%	2.00%	1.13%					
23	. Харитонов Николай Михайлович	2141	135	75	138	97	58	114	76	169	114	120	183	156	163	207	33	35	268					
		13.98%	13.54%	13.09%	15.58%	14.24%	7.85%	17.35%	13.22%	15.84%	11.78%	10.94%	11.61%	13.24%	18.17%	16.79%	11.46%	8.75%	17.82%					
																								
24	Против всех	385	27	16	17	17	29	16	8	20	30	26	42	26	30	26	3	12	40					
		2.51%	2.71%	2.79%	1.92%	2.50%	3.92%	2.44%	1.39%	1.87%	3.10%	2.37%	2.66%	2.21%	3.34%	2.11%	1.04%	3.00%	2.66%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
