Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Красноперекопская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21261	836	467	1132	518	1488	1566	629	1467	2399	422	850	980	482	251	1057	475	1060	376	1039	583	1215	720	509	740									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18788	750	400	1050	450	1350	1400	550	1300	2150	350	750	850	450	200	950	450	950	350	950	438	1100	650	400	550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10559	395	263	633	210	537	587	348	618	1023	233	431	527	227	123	480	288	551	201	630	420	691	358	328	457									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1069	19	33	84	40	90	82	33	100	34	30	38	66	26	29	49	28	56	10	58	13	58	24	25	44									
6	Число погашенных избирательных бюллетеней	7160	336	104	333	200	723	731	169	582	1093	87	281	257	197	48	421	134	343	139	262	5	351	268	47	49									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1069	19	33	84	40	90	82	33	100	34	30	38	66	26	29	49	28	56	10	58	13	58	24	25	44									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10558	395	263	633	210	536	587	348	618	1023	233	431	527	227	123	480	288	551	201	630	420	691	358	328	457									
9	Число недействительных избирательных бюллетеней	208	5	1	14	14	16	14	9	10	16	3	9	15	1	0	9	1	6	3	9	9	6	12	8	18									
10	Число действительных избирательных бюллетеней	11419	409	295	703	236	610	655	372	708	1041	260	460	578	252	152	520	315	601	208	679	424	743	370	345	483									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	610	25	15	35	15	40	40	20	45	65	10	25	30	15	10	30	15	35	10	30	10	35	20	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	92	1	0	3	1	0	9	0	4	12	3	8	3	1	0	8	2	6	9	3	3	7	4	1	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	0	0	3	0	1	3	1	2	2	3	1	9	2	0	0	2	2	3	1	8	5	3	34	49									
14	Число погашенных неиспользованных открепительных удостоверений	518	24	15	32	14	40	31	20	41	53	7	17	27	14	10	22	13	29	1	27	7	28	16	14	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	2	0	0	1	0	0	5	2	0	2	0	0	0	0	1	3	5	0	2	4	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	67	5	1	1	2	7	3	0	3	10	2	9	0	4	1	4	0	3	1	0	5	1	4	1	0									
