Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
"Наименование Избирательной комиссии:    Владивосток, Первореченская"																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278					
1	"Число избирателей, внесенных в списки"	104600	2209	2413	1754	2243	2797	2741	2951	3177	2964	3077	3042	2573	2306	2516	2897	2923	1663	2079	2665	1813	2654	3039	1412	2568	2536	2718	2065	2851	2795	2270	2712	2613	2642	2796	2826	2272	2109	1140	2418	2431	1993	1292	1645					
2	"Число бюллетеней, полученных участковыми комиссиями"	101000	2160	2360	1720	2190	2740	2700	2880	2970	2900	3000	3000	2530	2250	2460	2850	2890	1180	1990	2570	1790	2600	2930	1200	2490	2500	2650	2050	2800	2750	2250	2700	2550	2550	2720	2370	2120	2070	1120	2350	2400	1880	1200	1620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43024	1055	1075	680	875	1272	1240	1149	1529	1212	1168	1191	1073	952	965	1276	1140	985	949	1244	1520	1036	1210	545	1167	1066	1059	691	1089	1021	870	870	872	1137	1330	1289	553	595	440	1015	1095	663	483	378					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	803	12	29	20	23	9	18	15	20	29	13	20	19	29	11	34	29	5	21	22	0	26	9	14	29	34	8	32	17	25	27	8	9	16	20	41	12	7	20	16	18	15	11	11					
6	Число погашенных бюллетеней	57173	1093	1256	1020	1292	1459	1442	1716	1421	1659	1819	1789	1438	1269	1484	1540	1721	190	1020	1304	270	1538	1711	641	1294	1400	1583	1327	1694	1704	1353	1822	1669	1397	1370	1040	1555	1468	660	1319	1287	1202	706	1231					
7	Число бюллетеней в переносных ящиках для голосования	803	12	29	20	23	9	18	15	20	29	13	20	19	29	11	34	29	5	21	22	0	26	9	14	29	34	8	32	17	25	27	8	9	16	20	41	12	7	20	16	18	15	11	11					
8	Число бюллетеней в стационарных ящиках для голосования	42861	1052	1075	678	875	1271	1240	1149	1528	1211	1167	1190	1073	952	965	1275	1138	985	949	1244	1512	1034	1210	531	1167	1065	1059	691	1067	1021	769	870	872	1137	1330	1288	553	594	440	1015	1095	663	483	378					
9	Число недействительных бюллетеней	569	18	17	8	8	8	13	19	12	10	15	20	9	16	19	25	41	28	14	12	17	18	19	4	11	5	16	2	13	10	9	12	16	12	7	26	10	13	5	8	9	5	4	6					
10	Число действительных бюллетеней	43095	1046	1087	690	890	1272	1245	1145	1536	1230	1165	1190	1083	965	957	1284	1126	962	956	1254	1495	1042	1200	541	1185	1094	1051	721	1071	1036	787	866	865	1141	1343	1303	555	588	455	1023	1104	673	490	383					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1723	40	40	35	40	40	40	40	40	50	50	50	40	40	40	40	40	35	35	40	35	40	40	35	40	40	40	40	58	40	40	40	40	40	40	40	40	40	35	40	40	35	35	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	486	7	8	7	6	15	21	12	9	11	12	12	14	11	7	18	12	4	10	15	28	32	16	3	11	11	11	5	17	18	10	5	17	18	6	14	2	10	3	15	11	4	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	297	0	13	7	5	26	8	6	8	6	6	11	6	10	4	5	4	18	13	2	2	3	7	10	9	12	9	9	4	7	2	3	1	12	6	2	5	1	4	6	3	15	3	4					
14	Число погашенных открепительных удостоверений	1237	33	32	28	34	25	19	28	31	39	38	38	26	29	33	22	28	31	25	25	7	8	24	32	29	29	29	35	41	22	30	35	23	22	34	26	38	30	32	25	29	31	31	31					
15	Число открепительных удостоверений выданных ТИК	27	0	1	1	0	0	0	1	1	0	0	1	1	1	4	1	1	0	2	1	0	0	1	1	1	1	0	0	2	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	457	3	7	14	7	10	17	11	27	3	16	15	5	9	13	6	7	26	9	18	33	8	17	2	2	10	7	4	8	11	16	9	15	8	11	29	4	6	9	7	6	2	7	3					
		1.04%	0.28%	0.63%	2.00%	0.77%	0.78%	1.35%	0.94%	1.74%	0.24%	1.35%	1.23%	0.45%	0.91%	1.33%	0.45%	0.59%	2.62%	0.92%	1.42%	2.18%	0.75%	1.39%	0.36%	0.16%	0.90%	0.65%	0.55%	0.73%	1.05%	2.01%	1.02%	1.70%	0.69%	0.81%	2.18%	0.70%	0.99%	1.95%	0.67%	0.53%	0.29%	1.41%	0.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1998	56	32	29	39	52	44	43	48	63	56	37	43	25	50	36	25	62	57	54	49	46	66	40	50	44	70	32	59	56	36	51	57	88	86	63	21	28	24	58	50	35	24	14					
		4.57%	5.26%	2.89%	4.15%	4.34%	4.06%	3.49%	3.69%	3.10%	5.08%	4.74%	3.05%	3.93%	2.54%	5.12%	2.75%	2.14%	6.26%	5.87%	4.26%	3.24%	4.33%	5.41%	7.33%	4.18%	4.00%	6.56%	4.42%	5.44%	5.35%	4.52%	5.80%	6.46%	7.63%	6.37%	4.74%	3.71%	4.65%	5.21%	5.62%	4.49%	5.16%	4.85%	3.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1466	57	45	27	38	44	47	49	37	25	36	49	63	39	40	58	52	19	29	40	14	25	41	12	36	33	31	35	34	35	38	35	29	46	29	21	15	14	28	29	42	17	19	14					
		3.35%	5.35%	4.07%	3.86%	4.23%	3.43%	3.73%	4.20%	2.39%	2.01%	3.05%	4.04%	5.76%	3.97%	4.09%	4.43%	4.45%	1.91%	2.98%	3.15%	0.92%	2.35%	3.36%	2.20%	3.01%	3.00%	2.90%	4.84%	3.13%	3.34%	4.77%	3.98%	3.29%	3.98%	2.14%	1.58%	2.65%	2.32%	6.08%	2.81%	3.77%	2.50%	3.84%	3.59%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	6475	151	152	100	131	206	241	147	209	199	175	193	164	130	136	210	207	81	142	178	41	150	199	69	244	205	180	115	186	160	144	153	117	195	366	48	54	73	69	171	189	85	64	46					
