Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Новошахтинская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2614					
1	"Число избирателей, внесенных в список избирателей"	77683	1784	1367	1700	1040	1736	1048	1412	1678	1082	1818	1706	1101	1844	1336	2021	2318	1924	1669	1462	1944	1990	1335	1479	1113	1863	1283	1912	1672	1601	1636	679	944	1364	1166	1532	708	1439	924	872	635	955	928	1534	1235	878	1283	863	479	1116	1813	1129	1320	1154	2072	1451	1336					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61400	1350	1100	1350	800	1400	800	1150	1300	850	1400	1350	850	1450	1100	1500	1900	1500	1350	1200	1550	1550	1100	1150	900	1500	1000	1450	1300	1300	1300	500	750	1050	900	1200	550	1200	800	650	500	750	700	1200	1000	700	1000	650	400	900	1450	900	1050	950	1650	1150	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31977	820	574	707	620	672	359	455	573	303	686	549	455	792	598	1026	1051	772	663	700	781	795	541	593	462	660	580	879	928	737	672	300	328	571	443	538	253	593	297	304	271	306	354	509	475	330	554	390	147	516	1145	419	580	499	847	595	410					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3474	39	44	61	67	39	62	28	69	228	45	31	18	54	41	24	81	48	60	40	25	75	133	50	74	64	30	35	52	26	45	30	21	67	105	44	55	23	66	55	49	61	79	89	50	40	98	71	102	83	42	111	107	39	138	88	73					
6	Число погашенных избирательных бюллетеней	25949	491	482	582	113	689	379	667	658	319	669	770	377	604	461	450	768	680	627	460	744	680	426	507	364	776	390	536	320	537	583	170	401	412	352	618	242	584	437	291	180	383	267	602	475	330	348	189	151	301	263	370	363	412	665	467	567					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3473	39	44	61	67	39	62	28	69	228	45	31	18	54	41	24	81	48	60	40	25	75	133	49	74	64	30	35	52	26	45	30	21	67	105	44	55	23	66	55	49	61	79	89	50	40	98	71	102	83	42	111	107	39	138	88	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31928	781	574	707	620	668	359	455	573	303	686	549	455	792	598	1022	1051	772	663	700	781	795	541	593	462	660	580	879	928	737	672	300	328	571	443	538	253	593	297	304	271	306	354	509	474	330	554	390	147	516	1145	419	580	499	847	595	409					
9	Число недействительных избирательных бюллетеней	383	6	9	11	0	11	5	6	0	9	18	0	6	11	9	7	10	0	3	12	5	7	3	23	5	4	7	12	50	13	8	4	2	6	3	0	2	12	1	2	2	2	4	5	2	5	4	4	0	3	15	4	0	7	17	5	2					
10	Число действительных избирательных бюллетеней	35018	814	609	757	687	696	416	477	642	522	713	580	467	835	630	1039	1122	820	720	728	801	863	671	619	531	720	603	902	930	750	709	326	347	632	545	582	306	604	362	357	318	365	429	593	522	365	648	457	249	596	1172	526	687	531	968	678	480					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1895	35	35	35	35	35	35	35	35	35	35	35	35	35	35	40	50	35	35	35	35	35	35	35	35	35	35	35	35	35	35	25	25	35	35	35	25	35	35	25	25	25	25	35	35	25	35	25	25	35	35	35	35	35	50	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1028	17	16	27	27	20	16	18	16	13	26	23	10	26	24	36	33	23	17	12	35	35	19	19	16	22	18	34	29	23	15	8	12	24	15	21	8	18	16	21	2	24	8	18	9	12	14	7	7	13	25	13	7	8	22	10	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	743	23	19	29	29	16	20	10	11	8	10	8	5	12	13	30	5	14	8	14	5	12	13	11	11	11	15	84	10	17	3	10	10	9	12	20	12	32	8	9	4	6	20	7	21	7	2	19	2	5	8	6	5	6	8	2	17					
14	Число погашенных неиспользованных открепительных удостоверений	867	18	19	8	8	15	19	17	19	22	9	12	25	9	11	4	17	12	18	23	0	0	16	16	19	13	17	1	6	12	20	17	13	11	20	14	17	17	19	4	23	1	17	17	26	13	21	18	18	22	10	22	28	27	28	25	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5499	46	85	150	85	139	67	61	49	69	3	39	26	474	29	163	193	121	107	103	148	132	85	81	18	118	91	173	112	35	147	26	66	28	106	119	47	424	53	70	55	45	53	39	95	81	87	46	43	71	118	72	133	88	146	104	135					
		15.53%	5.61%	13.75%	19.53%	12.37%	19.66%	15.91%	12.63%	7.63%	12.99%	0.41%	6.72%	5.50%	56.03%	4.54%	15.58%	17.05%	14.76%	14.80%	13.92%	18.36%	15.17%	12.61%	12.62%	3.36%	16.30%	14.92%	18.93%	11.43%	4.59%	20.50%	7.88%	18.91%	4.39%	19.34%	20.45%	15.26%	68.83%	14.60%	19.50%	17.19%	12.26%	12.24%	6.52%	18.13%	21.89%	13.34%	9.98%	17.27%	11.85%	9.94%	13.58%	19.36%	16.36%	14.82%	15.23%	28.01%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1957	3	84	92	28	3	6	53	21	7	15	2	7	6	7	20	25	8	15	26	78	81	6	5	21	12	102	21	8	29	4	11	55	13	38	51	9	2	6	48	9	35	58	14	88	3	16	82	7	57	100	88	111	3	147	87	24					
		5.53%	0.37%	13.59%	11.98%	4.08%	0.42%	1.43%	10.97%	3.27%	1.32%	2.05%	0.34%	1.48%	0.71%	1.10%	1.91%	2.21%	0.98%	2.07%	3.51%	9.68%	9.31%	0.89%	0.78%	3.92%	1.66%	16.72%	2.30%	0.82%	3.80%	0.56%	3.33%	15.76%	2.04%	6.93%	8.76%	2.92%	0.32%	1.65%	13.37%	2.81%	9.54%	13.39%	2.34%	16.79%	0.81%	2.45%	17.79%	2.81%	9.52%	8.42%	16.60%	16.16%	0.56%	14.92%	12.74%	4.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	1	8	9	2	1	1	5	6	0	1	1	1	1	1	1	4	0	0	2	11	6	2	1	2	3	4	1	1	1	2	0	6	1	1	2	1	3	1	4	0	1	1	1	2	1	2	8	1	3	1	3	16	3	7	9	3					
		0.45%	0.12%	1.29%	1.17%	0.29%	0.14%	0.24%	1.04%	0.93%	0.00%	0.14%	0.17%	0.21%	0.12%	0.16%	0.10%	0.35%	0.00%	0.00%	0.27%	1.36%	0.69%	0.30%	0.16%	0.37%	0.41%	0.66%	0.11%	0.10%	0.13%	0.28%	0.00%	1.72%	0.16%	0.18%	0.34%	0.32%	0.49%	0.28%	1.11%	0.00%	0.27%	0.23%	0.17%	0.38%	0.27%	0.31%	1.74%	0.40%	0.50%	0.08%	0.57%	2.33%	0.56%	0.71%	1.32%	0.62%					
