Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Шилкинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №862	УИК №863	УИК №864	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907					
1	"Число избирателей, внесенных в список избирателей"	33987	2245	2569	2223	1355	1769	223	1898	470	2179	1909	1774	1877	2303	219	155	211	1729	600	158	447	112	390	247	71	490	83	760	188	487	732	200	117	435	137	186	331	149	104	177	666	97	141	954	295	125					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32214	2024	2316	2000	1232	1593	220	1900	480	1943	1756	1595	1678	2066	200	150	215	1785	650	160	450	109	392	240	68	500	85	740	190	505	750	210	115	455	145	195	325	149	106	180	665	102	150	1000	297	128					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15247	947	1103	988	630	646	122	1014	281	793	731	756	726	751	95	93	139	667	280	102	256	79	169	179	38	241	46	329	51	191	460	108	97	244	98	138	242	82	70	121	400	68	120	397	83	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1514	18	30	32	12	19	0	88	6	93	64	54	70	23	67	14	6	103	151	14	18	7	13	0	1	71	9	65	71	115	59	45	7	48	9	21	0	0	0	7	25	9	6	12	16	16					
6	Число погашенных избирательных бюллетеней	15453	1059	1183	980	590	928	98	798	193	1057	961	785	882	1292	38	43	70	1015	219	44	176	23	210	61	29	188	30	346	68	199	231	57	11	163	38	36	83	67	36	52	240	25	24	591	198	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1514	18	30	32	12	19	0	88	6	93	64	54	70	23	67	14	6	103	151	14	18	7	13	0	1	71	9	65	71	115	59	45	7	48	9	21	0	0	0	7	25	9	6	12	16	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15215	947	1098	988	630	646	122	1014	281	791	731	755	726	728	95	93	139	666	280	102	256	79	169	179	38	241	46	329	51	191	460	108	97	244	98	138	242	82	70	121	400	68	120	397	83	76					
9	Число недействительных избирательных бюллетеней	275	8	19	16	13	10	2	20	3	17	21	13	13	23	1	0	0	9	8	0	8	1	3	0	1	3	1	4	1	1	5	1	2	2	0	0	7	5	2	1	7	0	1	16	3	4					
10	Число действительных избирательных бюллетеней	16454	957	1109	1004	629	655	120	1082	284	867	774	796	783	728	161	107	145	760	423	116	266	85	179	179	38	309	54	390	121	305	514	152	102	290	107	159	235	77	68	127	418	77	125	393	96	88					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	588	20	29	23	20	5	5	30	10	25	30	30	25	30	5	5	5	45	15	5	10	5	10	5	3	10	5	10	5	10	15	5	5	30	8	18	10	5	5	5	10	5	5	22	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	410	10	21	23	16	5	0	28	3	24	27	25	22	24	1	2	3	39	5	0	6	0	10	5	3	4	0	9	1	3	3	5	0	27	6	18	0	0	3	0	5	4	3	17	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	292	9	12	15	6	9	1	11	1	7	10	6	15	4	46	7	4	1	70	1	4	4	2	2	1	2	0	3	1	1	1	1	1	8	5	2	3	1	4	1	4	1	1	3	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	178	10	8	0	4	0	5	2	7	1	3	5	3	6	4	3	2	6	10	5	4	5	0	0	0	6	5	1	4	7	12	0	5	3	2	0	10	5	2	5	5	1	2	5	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
