Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Ялуторовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11596	288	99	78	677	603	307	156	166	69	434	109	641	507	433	155	527	309	736	266	259	565	204	283	325	784	197	515	1330	574									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11953	298	97	78	685	618	317	158	166	69	447	109	663	517	454	159	550	317	780	267	260	576	203	302	331	805	202	549	1357	619									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9280	253	74	65	656	549	247	146	166	66	278	105	396	392	353	121	435	241	555	198	251	427	159	255	303	671	163	433	787	535									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	800	16	5	10	21	38	55	10	0	3	77	0	121	45	20	30	10	10	77	16	0	83	6	16	20	19	34	13	6	39									
6	Число погашенных избирательных бюллетеней	1873	29	18	3	8	31	15	2	0	0	92	4	146	80	81	8	105	66	148	53	9	66	38	31	8	115	5	103	564	45									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	800	16	5	10	21	38	55	10	0	3	77	0	121	45	20	30	10	10	77	16	0	83	6	16	20	19	34	13	6	39									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9280	253	74	65	656	549	247	146	166	66	278	105	396	392	353	121	435	241	555	198	251	427	159	255	303	671	163	433	787	535									
9	Число недействительных избирательных бюллетеней	64	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	0	0	5	3	0	6	1	0	0	0	0	0	30	0									
10	Число действительных избирательных бюллетеней	10016	269	79	75	661	587	302	156	166	69	355	105	517	437	370	151	445	251	627	211	251	504	164	271	323	690	197	446	763	574									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	415	10	10	10	20	20	10	10	10	10	10	10	20	20	10	10	20	10	20	10	10	20	10	10	10	20	10	20	50	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	3	0	2	0	0	2	0	1	1	2	2	4	3	10	1	3	7	9	0	0	10	0	3	8	14	4	7	22	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	4	6	1	0	1	0	0	4	6	2	3	2	0	2	0	0	4	14	1	0	6	4	6	11	4	0	3	10	6									
14	Число погашенных неиспользованных открепительных удостоверений	295	7	10	8	20	20	8	10	9	9	8	8	16	17	0	9	17	3	11	10	10	10	10	7	2	6	6	13	28	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	407	19	1	0	11	16	10	0	6	2	18	0	28	10	13	6	27	20	37	13	0	14	5	17	10	24	1	31	15	53									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	6	3	6	3	0	2	1	0	1	4	0	0	6	0									
		0.40%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.46%	0.00%	0.00%	1.35%	1.20%	0.95%	1.40%	0.00%	0.39%	0.61%	0.00%	0.31%	0.58%	0.00%	0.00%	0.76%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	90	2	1	3	16	0	0	0	1	0	3	0	5	4	3	0	9	6	11	0	2	5	0	0	2	3	1	0	13	0									
		0.89%	0.74%	1.27%	4.00%	2.36%	0.00%	0.00%	0.00%	0.60%	0.00%	0.85%	0.00%	0.97%	0.92%	0.80%	0.00%	2.02%	2.39%	1.74%	0.00%	0.80%	0.98%	0.00%	0.00%	0.62%	0.43%	0.51%	0.00%	1.64%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	53	0	0	0	2	0	0	0	1	0	1	0	3	0	2	0	3	1	6	2	1	8	1	0	1	2	2	0	17	0									
		0.53%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.60%	0.00%	0.28%	0.00%	0.58%	0.00%	0.54%	0.00%	0.67%	0.40%	0.95%	0.93%	0.40%	1.57%	0.61%	0.00%	0.31%	0.29%	1.02%	0.00%	2.14%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7820	243	41	55	543	525	283	152	157	63	321	88	407	395	340	138	245	148	400	167	175	367	138	198	304	528	167	370	369	493									
		77.58%	90.33%	51.90%	73.33%	80.21%	89.44%	93.71%	97.44%	94.58%	91.30%	90.42%	83.81%	78.72%	90.39%	91.15%	91.39%	55.06%	58.96%	63.29%	78.04%	69.72%	71.96%	83.64%	73.06%	94.12%	76.52%	84.77%	82.96%	46.53%	85.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	1	1	0	1	0	0	0	1	0	0	3	0									
		0.15%	0.00%	1.27%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	1.20%	0.16%	0.47%	0.00%	0.20%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.38%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	3	0									
		0.13%	0.00%	1.27%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1123	9	12	8	30	19	6	2	3	3	7	9	75	17	15	7	93	64	136	22	28	74	12	37	9	91	14	44	248	29									
		11.14%	3.35%	15.19%	10.67%	4.43%	3.24%	1.99%	1.28%	1.81%	4.35%	1.97%	8.57%	14.51%	3.89%	4.02%	4.64%	20.90%	25.50%	21.52%	10.28%	11.16%	14.51%	7.27%	13.65%	2.79%	13.19%	7.11%	9.87%	31.27%	5.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.80%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.16%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	1	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.16%	0.00%	0.40%	0.59%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	0	0	0	2	6	0	0	0	0	1	0	1	0	1	0	0	0	1	3	0	0	0	0	0	4	0	24	5	0									
		0.48%	0.00%	0.00%	0.00%	0.30%	1.02%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.19%	0.00%	0.27%	0.00%	0.00%	0.00%	0.16%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	5.38%	0.63%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	496	11	22	9	44	25	9	2	0	2	6	7	19	15	5	6	64	14	33	10	18	27	6	13	4	45	8	0	53	19									
		4.92%	4.09%	27.85%	12.00%	6.50%	4.26%	2.98%	1.28%	0.00%	2.90%	1.69%	6.67%	3.68%	3.43%	1.34%	3.97%	14.38%	5.58%	5.22%	4.67%	7.17%	5.29%	3.64%	4.80%	1.24%	6.52%	4.06%	0.00%	6.68%	3.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	0	0	3	0	0	0	0	3	0	2	1	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0									
