Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Красногорская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8654	826	201	409	224	376	650	282	545	936	297	937	451	260	107	922	235	878	118									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7450	720	180	350	190	320	560	240	470	800	260	800	410	220	90	790	220	740	90									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4475	415	121	218	123	183	288	145	311	445	159	485	254	116	32	519	123	453	85									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	429	49	14	18	13	49	22	23	53	12	13	28	41	27	9	38	17	3	0									
6	Число погашенных избирательных бюллетеней	2546	256	45	114	54	88	250	72	106	343	88	287	115	77	49	233	80	284	5									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	429	49	14	18	13	49	22	23	53	12	13	28	41	27	9	38	17	3	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4469	415	121	218	123	183	288	145	311	440	159	484	254	116	32	519	123	453	85									
9	Число недействительных избирательных бюллетеней	180	16	3	6	5	8	20	5	8	15	5	18	1	8	2	34	8	14	4									
10	Число действительных избирательных бюллетеней	4718	448	132	230	131	224	290	163	356	437	167	494	294	135	39	523	132	442	81									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	212	15	8	10	5	12	10	5	10	5	15	15	26	5	5	18	25	18	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	156	13	8	10	0	12	6	3	2	3	15	12	26	3	0	14	25	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	4	1	4	1	6	3	5	7	5	2	6	4	2	3	3	2	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	56	2	0	0	5	0	4	2	8	2	0	3	0	2	5	4	0	14	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	2	1	0	0	1	0	0	1	0	0	0	0	0	0	2	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	1	1	1	0	0	3	1	2	5	0	4	2	0	0	4	2	2	0									
		0.57%	0.22%	0.74%	0.42%	0.00%	0.00%	0.97%	0.60%	0.55%	1.11%	0.00%	0.78%	0.68%	0.00%	0.00%	0.72%	1.43%	0.44%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	152	16	3	9	1	6	11	6	6	17	2	19	13	5	1	13	1	19	4									
		3.10%	3.45%	2.22%	3.81%	0.74%	2.59%	3.55%	3.57%	1.65%	3.76%	1.16%	3.71%	4.41%	3.50%	2.44%	2.33%	0.71%	4.17%	4.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	84	9	0	1	1	2	2	1	4	4	6	11	9	2	0	15	3	14	0									
		1.71%	1.94%	0.00%	0.42%	0.74%	0.86%	0.65%	0.60%	1.10%	0.88%	3.49%	2.15%	3.05%	1.40%	0.00%	2.69%	2.14%	3.07%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2874	283	108	148	84	139	172	109	261	245	104	261	180	98	24	287	92	228	51									
		58.68%	60.99%	80.00%	62.71%	61.76%	59.91%	55.48%	64.88%	71.70%	54.20%	60.47%	50.98%	61.02%	68.53%	58.54%	51.53%	65.71%	50.00%	60.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	0	0	0	1	0	1	1	0	3	3	1	0	0	1	1	3	0									
		0.37%	0.65%	0.00%	0.00%	0.00%	0.43%	0.00%	0.60%	0.27%	0.00%	1.74%	0.59%	0.34%	0.00%	0.00%	0.18%	0.71%	0.66%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	0	0	0	0	2	0	1	1	1	0	1	1	0	3	0	0	0									
