Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Октябрьская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в списки избирателей"	16654	555	126	219	158	355	193	79	540	1972	129	149	515	134	293	50	173	398	194	159	451	138	243	97	1103	124	317	882	541	905	1509	1265	1007	63	1618					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16607	558	128	225	166	357	203	85	543	2030	138	150	521	132	291	50	171	421	205	170	462	137	256	98	1127	128	316	844	523	877	1500	1223	1010	62	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12283	450	99	171	132	307	164	72	371	1736	100	122	476	130	259	35	120	331	173	154	297	107	208	84	718	102	218	636	337	451	908	722	649	44	1400					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	776	49	5	17	16	17	10	0	41	23	9	5	5	0	11	11	33	29	16	0	40	5	12	7	31	3	15	2	37	57	61	85	28	14	82					
6	Число погашенных избирательных бюллетеней	3548	59	24	37	18	33	29	13	131	271	29	23	40	2	21	4	18	61	16	16	125	25	36	7	378	23	83	206	149	369	531	416	333	4	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	776	49	5	17	16	17	10	0	41	23	9	5	5	0	11	11	33	29	16	0	40	5	12	7	31	3	15	2	37	57	61	85	28	14	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12281	450	99	171	132	307	164	72	371	1734	100	122	476	130	259	35	120	331	173	154	297	107	208	84	718	102	218	636	337	451	908	722	649	44	1400					
9	Число недействительных избирательных бюллетеней	83	2	1	2	0	0	0	0	2	8	1	0	3	0	2	0	3	1	2	1	10	1	1	0	2	0	0	8	3	4	5	1	5	2	13					
10	Число действительных избирательных бюллетеней	12974	497	103	186	148	324	174	72	410	1749	108	127	478	130	268	46	150	359	187	153	327	111	219	91	747	105	233	630	371	504	964	806	672	56	1469					
