Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Усть-Удинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486					
1	"Число избирателей, внесенных в списки избирателей"	11255	769	199	647	212	504	2037	183	405	775	635	284	298	744	167	230	35	122	550	226	290	1943					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10750	760	170	600	190	480	1900	150	410	720	665	285	270	695	155	210	30	130	510	220	300	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6719	512	149	444	151	318	908	94	242	512	424	230	224	434	120	163	30	103	302	138	179	1042					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	676	103	2	39	14	34	139	23	14	9	26	0	19	40	12	24	0	3	29	9	14	123					
6	Число погашенных избирательных бюллетеней	3355	145	19	117	25	128	853	33	154	199	215	55	27	221	23	23	0	24	179	73	107	735					
7	Число избирательных бюллетеней в переносных ящиках для голосования	676	103	2	39	14	34	139	23	14	9	26	0	19	40	12	24	0	3	29	9	14	123					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6719	512	149	444	151	318	908	94	242	512	424	230	224	434	120	163	30	103	302	138	179	1042					
9	Число недействительных избирательных бюллетеней	102	0	3	17	6	6	17	1	1	7	8	0	7	5	2	1	0	2	5	4	0	10					
10	Число действительных избирательных бюллетеней	7293	615	148	466	159	346	1030	116	255	514	442	230	236	469	130	186	30	104	326	143	193	1155					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	368	6	6	21	7	17	46	6	14	25	38	10	10	24	6	7	2	4	18	8	11	82					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	218	0	2	2	0	8	45	0	14	2	36	10	3	4	4	0	0	0	0	0	6	82					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	2	3	4	1	3	3	5	1	1	2	2	1	2	1	7	1	8	1	1	1	11					
14	Число погашенных неиспользованных открепительных удостоверений	150	6	4	19	7	9	1	6	0	23	2	0	7	20	2	7	2	4	18	8	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	16	9					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	518	117	26	65	15	21	54	1	37	8	18	28	17	22	1	8	0	6	5	5	4	60					
		7.00%	19.02%	17.22%	13.46%	9.09%	5.97%	5.16%	0.85%	14.45%	1.54%	4.00%	12.17%	6.99%	4.64%	0.76%	4.28%	0.00%	5.66%	1.51%	3.40%	2.07%	5.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	2	0	2	0	1	2	0	2	1	1	0	0	4	1	0	0	0	0	0	1	0					
		0.23%	0.33%	0.00%	0.41%	0.00%	0.28%	0.19%	0.00%	0.78%	0.19%	0.22%	0.00%	0.00%	0.84%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	3	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	1	0					
		0.14%	0.00%	0.00%	0.62%	0.00%	0.00%	0.10%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	414	8	11	28	3	14	64	4	12	37	21	0	4	40	10	10	3	4	18	5	6	112					
		5.60%	1.30%	7.28%	5.80%	1.82%	3.98%	6.11%	3.42%	4.69%	7.10%	4.67%	0.00%	1.65%	8.44%	7.58%	5.35%	10.00%	3.77%	5.44%	3.40%	3.11%	9.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	0	1	6	1	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0	1	5					
		0.28%	0.00%	0.66%	1.24%	0.61%	0.28%	0.19%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.52%	0.43%					
23	6.Политическая партия «Партия социальной справедливости»	14	2	1	1	0	1	2	0	1	1	0	0	2	1	0	0	0	0	0	0	0	2					
		0.19%	0.33%	0.66%	0.21%	0.00%	0.28%	0.19%	0.00%	0.39%	0.19%	0.00%	0.00%	0.82%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	586	34	5	23	22	37	72	12	21	64	32	11	21	40	10	24	1	5	19	23	16	94					
		7.92%	5.53%	3.31%	4.76%	13.33%	10.51%	6.88%	10.26%	8.20%	12.28%	7.11%	4.78%	8.64%	8.44%	7.58%	12.83%	3.33%	4.72%	5.74%	15.65%	8.29%	8.07%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	719	42	11	35	13	54	145	4	26	43	26	5	27	40	4	6	1	4	34	7	21	171					
		9.72%	6.83%	7.28%	7.25%	7.88%	15.34%	13.85%	3.42%	10.16%	8.25%	5.78%	2.17%	11.11%	8.44%	3.03%	3.21%	3.33%	3.77%	10.27%	4.76%	10.88%	14.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	32	5	0	1	1	1	2	0	1	5	0	0	1	4	0	1	2	0	4	0	1	3					
		0.43%	0.81%	0.00%	0.21%	0.61%	0.28%	0.19%	0.00%	0.39%	0.96%	0.00%	0.00%	0.41%	0.84%	0.00%	0.53%	6.67%	0.00%	1.21%	0.00%	0.52%	0.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4936	405	91	296	104	215	686	95	152	354	343	184	163	310	104	135	23	85	244	101	141	705					
		66.75%	65.85%	60.26%	61.28%	63.03%	61.08%	65.52%	81.20%	59.38%	67.95%	76.22%	80.00%	67.08%	65.40%	78.79%	72.19%	76.67%	80.19%	73.72%	68.71%	73.06%	60.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	0	2	6	0	1	0	0	1	1	1	2	1	4	0	0	0	0	1	2	1	3					
		0.35%	0.00%	1.32%	1.24%	0.00%	0.28%	0.00%	0.00%	0.39%	0.19%	0.22%	0.87%	0.41%	0.84%	0.00%	0.00%	0.00%	0.00%	0.30%	1.36%	0.52%	0.26%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
