Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Корткеросская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в списки"	17681	477	1187	194	202	133	157	738	805	1662	1022	168	515	335	657	310	580	189	425	1687	513	547	519	279	1054	654	282	639	149	210	1392					
2	"Число бюллетеней, полученных участковыми комиссиями"	17649	465	1220	195	200	132	165	720	800	1670	990	165	500	330	655	310	575	180	425	1670	500	575	560	275	1060	655	280	640	147	220	1370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9182	215	571	91	103	77	114	391	416	935	537	84	234	176	303	153	295	105	218	889	303	313	276	128	513	353	178	366	85	126	634					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	600	48	18	11	12	4	0	21	11	6	44	11	20	10	16	14	5	14	59	55	32	27	46	4	11	7	8	27	14	3	42					
6	Число погашенных бюллетеней	7867	202	631	93	85	51	51	308	373	729	409	70	246	144	336	143	275	61	148	726	165	235	238	143	536	295	94	247	48	91	694					
7	Число бюллетеней в переносных ящиках для голосования	600	48	18	11	12	4	0	21	11	6	44	11	20	10	16	14	5	14	59	55	32	27	46	4	11	7	8	27	14	3	42					
8	Число бюллетеней в стационарных ящиках для голосования	9179	215	571	91	103	77	114	391	416	935	536	84	234	176	303	153	295	105	218	889	303	313	276	128	511	353	178	366	85	126	634					
9	Число недействительных бюллетеней	183	3	6	1	4	1	1	10	7	10	5	6	2	6	4	2	11	4	4	17	4	4	8	5	11	8	6	11	3	0	19					
10	Число действительных бюллетеней	9596	260	583	101	111	80	113	402	420	931	575	89	252	180	315	165	289	115	273	927	331	336	314	127	511	352	180	382	96	129	657					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	230	7	10	5	5	5	5	7	10	15	15	5	7	5	10	5	10	5	6	15	7	7	7	5	10	10	5	10	3	4	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	2	8	1	2	0	0	3	3	5	2	4	0	2	1	1	0	1	1	5	4	2	2	0	7	3	0	7	0	0	3					
