Выборы Президента Российской Федерации																																																							
Дата голосования: 02.03.2008																																																							
																																																							
Наименование Избирательной комиссии:    Устьянская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
	Число участковых избирательных комиссий	48																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	48																																																					
																																																							
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917					
1	"Число избирателей, включенных в списки избирателей"	25714	371	138	362	727	118	216	275	172	792	563	557	158	347	145	605	1010	1003	615	486	2632	2717	2286	264	67	109	52	107	496	180	386	617	159	122	386	600	73	1154	1481	493	663	159	303	180	92	95	510	173	498					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24700	350	130	350	650	110	200	260	160	800	540	540	150	320	150	590	900	900	580	450	2600	2600	2200	290	70	110	50	100	480	160	360	600	160	120	360	580	80	1150	1400	460	650	160	290	170	85	95	530	170	490					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	13786	259	82	214	311	76	155	150	92	470	313	335	112	229	92	342	576	556	263	265	1272	1362	1043	138	60	74	36	64	289	58	196	270	77	83	230	321	58	673	776	282	373	72	218	100	66	65	316	73	249					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2053	25	14	16	141	12	15	12	34	52	43	40	7	38	18	36	32	28	121	28	81	126	56	18	0	21	5	20	65	60	36	205	44	11	24	67	4	143	108	20	23	51	17	19	4	0	34	15	64					
6	Число погашенных избирательных бюллетеней	8861	66	34	120	198	22	30	98	34	278	184	165	31	53	40	212	292	316	196	157	1247	1112	1101	134	10	15	9	16	126	42	128	125	39	26	106	192	18	334	516	158	254	37	55	51	15	30	180	82	177					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2053	25	14	16	141	12	15	12	34	52	43	40	7	38	18	36	32	28	121	28	81	126	56	18	0	21	5	20	65	60	36	205	44	11	24	67	4	143	108	20	23	51	17	19	4	0	34	15	64					
8	Число бюллетеней в стационарных ящиках для голосования	13786	259	82	214	311	76	155	150	92	470	313	335	112	229	92	342	576	556	263	265	1272	1362	1043	138	60	74	36	64	289	58	196	270	77	83	230	321	58	673	776	282	373	72	218	100	66	65	316	73	249					
9	Число недействительных избирательных бюллетеней	76	2	0	3	2	1	0	0	0	2	4	1	0	3	1	2	1	2	1	6	11	8	5	1	1	0	0	0	2	0	1	4	0	0	1	1	1	3	2	1	0	0	0	0	0	0	1	0	2					
10	Число действительных избирательных бюллетеней	15763	282	96	227	450	87	170	162	126	520	352	374	119	264	109	376	607	582	383	287	1342	1480	1094	155	59	95	41	84	352	118	231	471	121	94	253	387	61	813	882	301	396	123	235	119	70	65	349	88	311					
11	Число полученных открепительных  удостоверений	286	4	4	5	6	2	8	2	4	10	6	5	3	6	4	4	12	5	5	4	19	18	11	4	0	4	3	3	4	2	4	9	1	4	6	6	3	26	8	7	7	8	4	3	4	4	3	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	194	4	4	2	3	1	8	0	0	10	1	3	2	2	4	2	11	4	5	1	17	18	8	2	0	3	3	0	1	0	2	5	0	2	0	3	0	22	6	6	6	8	4	1	3	1	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	119	2	0	0	4	0	2	2	3	3	4	1	4	5	3	0	3	1	2	2	16	16	6	2	0	2	1	0	2	0	1	2	0	1	2	2	0	3	3	7	1	2	2	0	0	3	2	1	1					
14	Число неиспользованных открепительных удостоверений	92	0	0	3	3	1	0	2	4	0	5	2	1	4	0	2	1	1	0	3	2	0	3	2	0	1	0	3	3	2	2	4	1	2	6	3	3	4	2	1	1	0	0	2	1	3	0	5	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	20	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	5	3	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	Богданов Андрей Владимирович	209	3	2	2	5	1	0	1	3	3	9	5	1	7	0	3	12	11	6	2	26	26	17	3	1	0	1	2	4	1	1	2	1	1	7	1	0	6	8	0	4	2	4	0	0	1	4	1	9					
		1.32%	1.06%	2.08%	0.87%	1.11%	1.14%	0.00%	0.62%	2.38%	0.57%	2.53%	1.33%	0.84%	2.62%	0.00%	0.79%	1.97%	1.88%	1.56%	0.68%	1.92%	1.75%	1.55%	1.92%	1.67%	0.00%	2.44%	2.38%	1.13%	0.85%	0.43%	0.42%	0.83%	1.06%	2.76%	0.26%	0.00%	0.74%	0.90%	0.00%	1.01%	1.63%	1.70%	0.00%	0.00%	1.54%	1.14%	1.14%	2.88%					
19	Жириновский Владимир Вольфович	1603	23	25	24	46	16	27	11	13	33	25	41	13	42	21	35	55	43	36	27	139	123	101	10	2	17	5	7	35	11	39	59	11	7	12	38	9	77	115	33	45	20	31	9	4	1	39	6	42					
		10.12%	8.10%	26.04%	10.43%	10.18%	18.18%	15.88%	6.79%	10.32%	6.32%	7.02%	10.93%	10.92%	15.73%	19.09%	9.26%	9.05%	7.36%	9.38%	9.22%	10.27%	8.27%	9.19%	6.41%	3.33%	17.89%	12.20%	8.33%	9.89%	9.32%	16.81%	12.42%	9.09%	7.45%	4.72%	9.79%	14.52%	9.44%	13.01%	10.93%	11.36%	16.26%	13.19%	7.56%	5.71%	1.54%	11.14%	6.82%	13.42%					
20	Зюганов Геннадий Андреевич	3013	45	11	29	79	13	13	22	13	102	39	47	5	37	33	64	143	127	55	44	294	359	245	28	2	21	6	6	40	7	36	83	15	25	32	75	11	106	248	52	77	14	83	29	21	26	91	16	44					
		19.02%	15.85%	11.46%	12.61%	17.48%	14.77%	7.65%	13.58%	10.32%	19.54%	10.96%	12.53%	4.20%	13.86%	30.00%	16.93%	23.52%	21.75%	14.32%	15.02%	21.73%	24.13%	22.29%	17.95%	3.33%	22.11%	14.63%	7.14%	11.30%	5.93%	15.52%	17.47%	12.40%	26.60%	12.60%	19.33%	17.74%	12.99%	28.05%	17.22%	19.44%	11.38%	35.32%	24.37%	30.00%	40.00%	26.00%	18.18%	14.06%					
21	Медведев Дмитрий Анатольевич	10938	211	58	172	320	57	130	128	97	382	279	281	100	178	55	274	397	401	286	214	883	972	731	114	54	57	29	69	273	99	155	327	94	61	202	273	41	624	511	216	270	87	117	81	45	37	215	65	216					
		69.06%	74.30%	60.42%	74.78%	70.80%	64.77%	76.47%	79.01%	76.98%	73.18%	78.37%	74.93%	84.03%	66.67%	50.00%	72.49%	65.30%	68.66%	74.48%	73.04%	65.26%	65.32%	66.52%	73.08%	90.00%	60.00%	70.73%	82.14%	77.12%	83.90%	66.81%	68.84%	77.69%	64.89%	79.53%	70.36%	66.13%	76.47%	57.81%	71.52%	68.18%	70.73%	49.79%	68.07%	64.29%	56.92%	61.43%	73.86%	69.01%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
