Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Тевризская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732					
1	"Число избирателей, внесенных в списки избирателей"	12611	638	683	599	491	591	583	633	477	388	531	204	69	70	410	224	228	783	422	317	168	351	309	324	301	141	110	281	203	310	537	319	115	374	278	149					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11710	530	560	500	450	500	500	550	430	330	450	200	75	75	400	230	240	700	410	317	175	350	300	310	320	150	120	288	200	310	500	350	110	350	270	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8399	336	377	320	306	367	346	355	307	248	210	127	68	66	327	169	180	444	332	251	161	244	231	259	255	119	102	239	172	227	342	228	77	260	217	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1027	65	33	64	43	35	32	32	33	12	86	14	0	0	20	14	7	64	28	43	0	55	41	15	34	12	6	16	11	36	48	16	0	57	41	14					
6	Число погашенных избирательных бюллетеней	2284	129	150	116	101	98	122	163	90	70	154	59	7	9	53	47	53	192	50	23	14	51	28	36	31	19	12	33	17	47	110	106	33	33	12	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1027	65	33	64	43	35	32	32	33	12	86	14	0	0	20	14	7	64	28	43	0	55	41	15	34	12	6	16	11	36	48	16	0	57	41	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8399	336	377	320	306	367	346	355	307	248	210	127	68	66	327	169	180	444	332	251	161	244	231	259	255	119	102	239	172	227	342	228	77	260	217	130					
9	Число недействительных избирательных бюллетеней	143	5	9	7	10	6	8	1	2	5	2	5	0	0	8	4	1	5	8	3	1	10	3	1	5	1	1	2	4	4	10	0	0	7	1	4					
10	Число действительных избирательных бюллетеней	9283	396	401	377	339	396	370	386	338	255	294	136	68	66	339	179	186	503	352	291	160	289	269	273	284	130	107	253	179	259	380	244	77	310	257	140					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	488	24	24	24	24	24	24	24	24	24	20	5	2	2	20	8	10	37	10	12	3	20	10	5	15	5	5	15	15	5	15	5	3	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	308	11	11	11	11	16	9	4	24	4	4	2	0	0	20	8	10	22	10	12	3	20	10	4	1	5	3	15	11	5	15	2	0	15	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	112	1	6	15	5	14	6	1	1	4	7	2	0	1	5	1	3	6	1	2	0	3	2	4	1	3	1	1	2	2	4	2	2	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	180	13	13	13	13	8	15	20	0	20	16	3	2	2	0	0	0	15	0	0	0	0	0	1	14	0	2	0	4	0	0	3	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	235	7	3	4	5	11	5	7	6	4	5	3	0	1	17	5	9	10	2	6	3	8	18	6	12	3	4	10	14	7	15	7	3	8	3	4					
		2.49%	1.75%	0.73%	1.04%	1.43%	2.74%	1.32%	1.81%	1.76%	1.54%	1.69%	2.13%	0.00%	1.52%	4.90%	2.73%	4.81%	1.97%	0.56%	2.04%	1.86%	2.68%	6.62%	2.19%	4.15%	2.29%	3.70%	3.92%	7.65%	2.66%	3.85%	2.87%	3.90%	2.52%	1.16%	2.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	32	2	4	1	5	6	1	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1					
		0.34%	0.50%	0.98%	0.26%	1.43%	1.49%	0.26%	0.00%	0.29%	0.38%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.39%	0.28%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.63%	0.00%	0.69%					
20	3.Политическая партия «Демократическая партия России»	23	1	0	3	1	0	2	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	4	1	1					
