Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Оренбургская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1339	УИК №1829					
1	"Число избирателей, включенных в списки избирателей"	52708	1849	313	94	1344	815	726	309	154	1610	815	267	2940	1344	779	443	892	307	327	174	748	1013	870	183	238	385	569	434	305	821	167	847	1063	463	843	895	532	2684	625	1232	1011	1163	948	1379	614	1304	1015	1943	2243	2000	903	587	208	1960	572	1913	1016	1095	119	296					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50759	1730	305	95	1290	790	705	300	150	1524	775	250	2840	1290	765	435	860	295	320	170	725	985	845	175	240	365	580	415	280	825	170	820	1030	470	820	865	525	2595	575	1280	970	1125	885	1300	580	1210	990	1835	2140	1945	870	560	205	1900	495	1835	980	1075	110	275					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	122	3	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	31785	1310	159	60	928	560	429	160	90	858	572	160	1575	777	563	306	583	207	197	99	451	735	669	122	210	286	351	211	170	459	97	440	563	258	440	475	353	1450	448	731	661	712	563	738	370	900	498	1076	1386	1095	573	341	162	1069	236	1219	672	721	107	174					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3535	120	33	3	64	87	21	35	2	257	22	8	78	69	39	28	45	12	20	24	87	74	52	7	0	25	85	66	32	128	33	82	86	38	50	104	20	151	4	61	83	75	51	54	25	15	81	74	100	90	81	48	12	111	212	166	26	46	0	33					
6	Число погашенных избирательных бюллетеней	15310	300	113	32	298	143	255	105	58	409	181	82	1187	444	163	101	232	76	103	47	187	176	124	46	30	54	144	138	78	238	40	298	381	174	330	286	152	994	123	488	226	338	271	508	185	295	411	681	532	757	216	171	31	720	47	450	282	308	3	68					
