Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Сармановская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27577	358	360	764	343	364	221	458	432	404	223	209	317	482	444	419	378	946	182	293	123	482	175	332	178	434	657	339	269	291	540	1339	1128	967	1403	183	1394	1548	1508	1487	756	1597	1342	1508									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28000	363	368	772	344	371	218	465	439	406	228	212	321	479	451	425	383	959	182	299	124	489	178	337	178	440	662	343	271	293	544	1360	1146	987	1440	184	1418	1580	1535	1510	773	1633	1359	1531									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	26856	354	358	715	339	359	218	458	424	390	223	196	302	474	436	406	373	926	182	291	121	481	175	328	178	425	614	339	258	286	534	1299	1115	939	1355	181	1359	1513	1476	1445	716	1553	1283	1459									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	263	0	0	10	0	0	0	0	8	9	0	11	5	5	5	10	4	11	0	0	2	0	0	4	0	7	38	0	2	3	0	13	6	15	20	2	7	5	2	5	21	9	11	13									
6	Число погашенных избирательных бюллетеней	881	9	10	47	5	12	0	7	7	7	5	5	14	0	10	9	6	22	0	8	1	8	3	5	0	8	10	4	11	4	10	48	25	33	65	1	52	62	57	60	36	71	65	59									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	263	0	0	10	0	0	0	0	8	9	0	11	5	5	5	10	4	11	0	0	2	0	0	4	0	7	38	0	2	3	0	13	6	15	20	2	7	5	2	5	21	9	11	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	26856	354	358	715	339	359	218	458	424	390	223	196	302	474	436	406	373	926	182	291	121	481	175	328	178	425	614	339	258	286	534	1299	1115	939	1355	181	1359	1513	1476	1445	716	1553	1283	1459									
9	Число недействительных избирательных бюллетеней	47	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	2	0	15	0	3	2	4									
10	Число действительных избирательных бюллетеней	27072	354	358	715	339	359	217	458	432	399	223	207	307	479	441	416	377	937	182	291	123	481	175	332	178	432	652	339	260	289	534	1312	1121	951	1375	183	1359	1516	1478	1435	737	1559	1292	1468									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	632	7	7	7	6	7	5	7	7	3	3	2	5	7	7	7	7	20	5	5	4	7	5	7	5	7	7	7	3	5	10	25	25	20	28	5	44	44	44	44	30	44	44	44									
