Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Чекмагушевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382					
1	"Число избирателей, внесенных в списки избирателей"	23320	834	734	1010	1132	1129	1193	1108	1336	255	533	104	109	384	315	214	589	145	257	227	154	446	251	544	193	207	143	635	174	666	183	659	734	133	168	370	157	180	144	585	279	268	588	295	94	378	566	157	511	730	359	424	337					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23500	830	720	1000	1100	1130	1170	1100	1330	270	540	110	120	390	320	220	590	150	260	240	160	460	260	550	200	220	150	650	180	680	190	680	740	140	170	370	160	180	150	590	290	270	580	310	100	390	560	160	520	710	360	440	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21543	757	704	924	1078	1052	1133	1059	1251	246	497	101	104	365	291	197	486	88	257	220	154	393	225	514	184	178	134	613	165	600	159	563	702	130	154	348	142	170	140	523	265	246	522	238	93	333	482	147	483	674	341	393	325					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1357	60	9	46	20	50	16	24	18	4	36	3	5	15	23	16	95	57	0	7	0	45	23	20	9	26	7	15	7	64	22	87	31	3	14	20	15	10	4	49	11	19	56	52	1	42	77	10	28	36	15	27	8					
6	Число погашенных избирательных бюллетеней	600	13	7	30	2	28	21	17	61	20	7	6	11	10	6	7	9	5	3	13	6	22	12	16	7	16	9	22	8	16	9	30	7	7	2	2	3	0	6	18	14	5	2	20	6	15	1	3	9	0	4	20	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1357	60	9	46	20	50	16	24	18	4	36	3	5	15	23	16	95	57	0	7	0	45	23	20	9	26	7	15	7	64	22	87	31	3	14	20	15	10	4	49	11	19	56	52	1	42	77	10	28	36	15	27	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21543	757	704	924	1078	1052	1133	1059	1251	246	497	101	104	365	291	197	486	88	257	220	154	393	225	514	184	178	134	613	165	600	159	563	702	130	154	348	142	170	140	523	265	246	522	238	93	333	482	147	483	674	341	393	325					
9	Число недействительных избирательных бюллетеней	114	0	8	18	4	3	10	7	12	3	4	2	2	1	0	5	1	0	0	2	0	0	0	2	0	0	0	2	0	0	0	1	1	0	0	7	0	0	0	6	0	1	8	0	0	0	0	0	0	0	1	0	3					
10	Число действительных избирательных бюллетеней	22786	817	705	952	1094	1099	1139	1076	1257	247	529	102	107	379	314	208	580	145	257	225	154	438	248	532	193	204	141	626	172	664	181	649	732	133	168	361	157	180	144	566	276	264	570	290	94	375	559	157	511	710	355	420	330					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	644	24	16	15	15	22	24	17	20	11	11	1	9	10	5	10	20	5	10	10	5	10	5	20	14	15	10	30	5	21	8	40	20	5	0	10	5	5	0	20	5	5	20	20	5	10	11	2	5	25	10	18	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	644	24	16	15	15	22	24	17	20	11	11	1	9	10	5	10	20	5	10	10	5	10	5	20	14	15	10	30	5	21	8	40	20	5	0	10	5	5	0	20	5	5	20	20	5	10	11	2	5	25	10	18	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	3	3	4	10	7	7	4	8	0	1	3	0	0	3	0	2	3	3	2	0	1	1	6	2	0	1	2	0	1	0	5	3	1	0	4	2	2	0	10	0	1	5	4	0	0	4	2	1	4	0	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	4	2	0	3	3	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	329	1	8	9	10	17	27	17	17	7	13	0	2	6	1	4	9	1	3	9	2	19	4	4	1	2	4	5	0	11	4	13	4	5	1	0	0	0	0	13	1	3	24	5	4	2	8	1	4	9	4	6	5					
		1.44%	0.12%	1.12%	0.93%	0.91%	1.54%	2.35%	1.57%	1.34%	2.80%	2.44%	0.00%	1.83%	1.58%	0.32%	1.88%	1.55%	0.69%	1.17%	3.96%	1.30%	4.34%	1.61%	0.75%	0.52%	0.98%	2.84%	0.80%	0.00%	1.66%	2.21%	2.00%	0.55%	3.76%	0.60%	0.00%	0.00%	0.00%	0.00%	2.27%	0.36%	1.13%	4.15%	1.72%	4.26%	0.53%	1.43%	0.64%	0.78%	1.27%	1.12%	1.43%	1.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	0	2	1	4	4	4	4	8	0	0	0	0	1	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	1					
		0.20%	0.00%	0.28%	0.10%	0.36%	0.36%	0.35%	0.37%	0.63%	0.00%	0.00%	0.00%	0.00%	0.26%	0.32%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.46%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.41%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.36%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.30%					
20	3.Политическая партия «Демократическая партия России»	21	0	4	0	2	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.00%	0.56%	0.00%	0.18%	0.09%	0.00%	0.09%	0.32%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	667	14	10	26	41	46	39	26	18	11	28	4	0	5	7	3	18	7	16	4	5	18	14	11	8	16	4	7	3	23	5	15	11	12	3	6	4	1	3	14	2	3	36	20	6	1	4	1	8	37	9	22	12					
		2.91%	1.71%	1.40%	2.68%	3.73%	4.17%	3.39%	2.40%	1.42%	4.40%	5.25%	3.85%	0.00%	1.32%	2.23%	1.41%	3.10%	4.83%	6.23%	1.76%	3.25%	4.11%	5.65%	2.06%	4.15%	7.84%	2.84%	1.11%	1.74%	3.46%	2.76%	2.31%	1.50%	9.02%	1.79%	1.63%	2.55%	0.56%	2.08%	2.45%	0.72%	1.13%	6.23%	6.90%	6.38%	0.27%	0.72%	0.64%	1.57%	5.21%	2.53%	5.24%	3.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	0	1	5	2	6	3	1	1	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2					
		0.15%	0.00%	0.14%	0.52%	0.18%	0.54%	0.26%	0.09%	0.08%	0.00%	0.94%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%					
