Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Чекмагушевская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371					
1	"Число избирателей, внесенных в список избирателей"	24215	1042	832	931	802	859	826	981	645	657	756	774	283	643	96	132	248	152	387	326	220	599	120	253	474	239	592	187	215	144	642	167	716	197	703	750	128	162	378	147	175	114	538	285	269	473	426	91	418	546	131	490	747	386	418	303					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25500	1090	860	940	840	890	860	1030	670	690	780	810	290	720	103	135	255	165	410	335	230	645	130	270	490	260	640	220	240	170	695	175	785	207	740	790	135	165	385	155	185	117	590	285	280	505	450	100	445	565	143	510	765	400	445	315					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19967	778	771	769	615	749	628	915	553	532	509	645	257	499	86	120	239	136	323	274	204	443	72	222	413	207	521	162	189	137	552	152	627	177	478	595	99	151	342	134	159	111	372	242	200	321	254	88	362	456	124	398	659	355	393	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1736	74	10	32	32	17	36	5	8	9	30	6	10	122	9	10	0	13	23	33	16	113	48	20	38	25	30	18	21	4	49	7	63	18	93	48	19	11	22	12	14	3	66	19	36	58	74	3	47	74	5	73	36	21	21	32					
6	Число погашенных избирательных бюллетеней	3797	238	79	139	193	124	196	110	109	149	241	159	23	99	8	5	16	16	64	28	10	89	10	28	39	28	89	40	30	29	94	16	95	12	169	147	17	3	21	9	12	3	152	24	44	126	122	9	36	35	14	39	70	24	31	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1736	74	10	32	32	17	36	5	8	9	30	6	10	122	9	10	0	13	23	33	16	113	48	20	38	25	30	18	21	4	49	7	63	18	93	48	19	11	22	12	14	3	66	19	36	58	74	3	47	74	5	73	36	21	21	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19967	778	771	769	615	749	628	915	553	532	509	645	257	499	86	120	239	136	323	274	204	443	72	222	413	207	521	162	189	137	552	152	627	177	478	595	99	151	342	134	159	111	372	242	200	321	254	88	362	456	124	398	659	355	393	198					
9	Число недействительных избирательных бюллетеней	169	2	7	7	24	5	10	2	3	8	6	5	8	5	0	0	2	1	7	1	0	5	0	8	0	0	3	2	0	2	2	0	6	0	2	9	2	0	1	0	0	0	7	1	1	10	0	0	0	0	0	0	2	1	1	1					
10	Число действительных избирательных бюллетеней	21534	850	774	794	623	761	654	918	558	533	533	646	259	616	95	130	237	148	339	306	220	551	120	234	451	232	548	178	210	139	599	159	684	195	569	634	116	162	363	146	173	114	431	260	235	369	328	91	409	530	129	471	693	375	413	229					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	700	16	10	10	10	8	20	15	11	7	8	11	5	10	5	2	3	5	13	5	8	38	7	10	15	15	32	25	24	16	25	5	20	5	29	25	5	1	9	5	5	1	40	1	5	25	21	5	16	15	8	13	20	10	15	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	700	16	10	10	10	8	20	15	11	7	8	11	5	10	5	2	3	5	13	5	8	38	7	10	15	15	32	25	24	16	25	5	20	5	29	25	5	1	9	5	5	1	40	1	5	25	21	5	16	15	8	13	20	10	15	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	8	7	7	2	2	13	2	2	3	3	2	0	3	2	1	2	0	3	1	6	3	2	0	5	1	3	1	0	0	2	1	0	0	0	3	5	2	2	1	0	0	2	0	0	1	2	0	2	2	1	1	5	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	3	6	0	1	4	3	2	1	1	3	2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	3	0	0	0	1	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1508	47	77	89	71	33	89	33	61	53	66	82	26	31	2	14	19	5	26	11	10	39	5	20	25	2	19	10	2	3	24	5	30	7	46	96	10	15	13	7	2	2	29	25	11	27	30	5	18	17	1	2	53	30	15	18					
		6.95%	5.52%	9.86%	11.11%	10.97%	4.31%	13.40%	3.59%	10.87%	9.80%	12.24%	12.60%	9.74%	4.99%	2.11%	10.77%	7.95%	3.36%	7.51%	3.58%	4.55%	7.01%	4.17%	8.26%	5.54%	0.86%	3.45%	5.56%	0.95%	2.13%	3.99%	3.14%	4.35%	3.59%	8.06%	14.93%	8.47%	9.26%	3.57%	4.79%	1.16%	1.75%	6.62%	9.58%	4.66%	7.12%	9.15%	5.49%	4.40%	3.21%	0.78%	0.42%	7.63%	7.98%	3.62%	7.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1248	63	77	76	37	17	83	10	28	36	49	55	33	38	3	3	20	12	24	10	18	10	2	16	49	2	32	11	2	2	27	1	24	9	49	71	2	8	15	0	1	2	16	5	5	26	25	1	19	13	1	0	64	21	15	10					
		5.75%	7.39%	9.86%	9.49%	5.72%	2.22%	12.50%	1.09%	4.99%	6.65%	9.09%	8.45%	12.36%	6.12%	3.16%	2.31%	8.37%	8.05%	6.94%	3.26%	8.18%	1.80%	1.67%	6.61%	10.86%	0.86%	5.81%	6.11%	0.95%	1.42%	4.49%	0.63%	3.48%	4.62%	8.58%	11.04%	1.69%	4.94%	4.12%	0.00%	0.58%	1.75%	3.65%	1.92%	2.12%	6.86%	7.62%	1.10%	4.65%	2.45%	0.78%	0.00%	9.21%	5.59%	3.62%	4.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	171	3	9	8	10	0	4	3	6	14	4	14	3	2	0	0	2	3	7	0	3	1	0	1	4	0	2	3	0	0	5	0	1	0	6	9	5	1	1	0	0	0	1	1	1	9	3	1	2	0	0	0	6	0	3	10					
		0.79%	0.35%	1.15%	0.99%	1.55%	0.00%	0.60%	0.33%	1.07%	2.59%	0.74%	2.15%	1.12%	0.32%	0.00%	0.00%	0.84%	2.01%	2.02%	0.00%	1.36%	0.18%	0.00%	0.41%	0.89%	0.00%	0.36%	1.67%	0.00%	0.00%	0.83%	0.00%	0.14%	0.00%	1.05%	1.40%	4.24%	0.62%	0.27%	0.00%	0.00%	0.00%	0.23%	0.38%	0.42%	2.37%	0.91%	1.10%	0.49%	0.00%	0.00%	0.00%	0.86%	0.00%	0.72%	4.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3622	198	150	268	154	204	159	55	75	142	127	192	37	90	14	4	14	9	53	37	30	50	25	29	71	24	32	18	22	7	124	12	66	9	113	126	12	18	38	13	13	6	83	31	32	57	53	22	38	69	2	61	200	50	43	41					
		16.69%	23.24%	19.21%	33.46%	23.80%	26.63%	23.95%	5.98%	13.37%	26.25%	23.56%	29.49%	13.86%	14.49%	14.74%	3.08%	5.86%	6.04%	15.32%	12.05%	13.64%	8.99%	20.83%	11.98%	15.74%	10.34%	5.81%	10.00%	10.48%	4.96%	20.63%	7.55%	9.57%	4.62%	19.79%	19.60%	10.17%	11.11%	10.44%	8.90%	7.51%	5.26%	18.95%	11.88%	13.56%	15.04%	16.16%	24.18%	9.29%	13.02%	1.55%	12.95%	28.78%	13.30%	10.39%	17.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	202	14	11	6	9	0	7	2	15	9	5	22	3	13	1	1	2	4	3	3	2	5	0	3	6	0	3	0	0	0	2	0	5	1	8	6	0	0	0	0	1	0	1	0	1	5	1	1	1	2	0	0	11	0	4	3					
		0.93%	1.64%	1.41%	0.75%	1.39%	0.00%	1.05%	0.22%	2.67%	1.66%	0.93%	3.38%	1.12%	2.09%	1.05%	0.77%	0.84%	2.68%	0.87%	0.98%	0.91%	0.90%	0.00%	1.24%	1.33%	0.00%	0.54%	0.00%	0.00%	0.00%	0.33%	0.00%	0.72%	0.51%	1.40%	0.93%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.23%	0.00%	0.42%	1.32%	0.30%	1.10%	0.24%	0.38%	0.00%	0.00%	1.58%	0.00%	0.97%	1.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14704	523	446	342	337	507	310	810	370	278	278	281	155	442	74	108	178	115	226	245	153	446	88	163	296	203	458	136	183	126	415	141	557	168	344	322	86	120	295	126	156	104	299	196	181	244	215	61	328	429	125	408	353	274	333	147					
		67.75%	61.38%	57.11%	42.70%	52.09%	66.19%	46.69%	88.04%	65.95%	51.39%	51.58%	43.16%	58.05%	71.18%	77.89%	83.08%	74.48%	77.18%	65.32%	79.80%	69.55%	80.22%	73.33%	67.36%	65.63%	87.50%	83.12%	75.56%	87.14%	89.36%	69.05%	88.68%	80.72%	86.15%	60.25%	50.08%	72.88%	74.07%	81.04%	86.30%	90.17%	91.23%	68.26%	75.10%	76.69%	64.38%	65.55%	67.03%	80.20%	80.94%	96.90%	86.62%	50.79%	72.87%	80.43%	63.91%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	79	2	4	5	5	0	2	5	3	1	4	0	2	0	1	0	2	0	0	0	4	0	0	2	0	1	2	0	1	1	2	0	1	1	3	4	1	0	1	0	0	0	2	2	4	1	1	0	3	0	0	0	6	0	0	0					
		0.36%	0.23%	0.51%	0.62%	0.77%	0.00%	0.30%	0.54%	0.53%	0.18%	0.74%	0.00%	0.75%	0.00%	1.05%	0.00%	0.84%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.83%	0.00%	0.43%	0.36%	0.00%	0.48%	0.71%	0.33%	0.00%	0.14%	0.51%	0.53%	0.62%	0.85%	0.00%	0.27%	0.00%	0.00%	0.00%	0.46%	0.77%	1.69%	0.26%	0.30%	0.00%	0.73%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
