Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Пировская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6232	86	196	196	142	767	268	429	121	122	252	2528	164	98	76	498	79	55	155									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6200	80	190	190	140	770	270	430	120	120	250	2550	160	90	70	500	70	50	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2630	59	81	101	68	306	95	222	49	58	87	964	86	52	37	218	36	38	73									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	333	0	25	8	29	9	5	46	24	1	52	89	10	9	6	15	0	0	5									
6	Число погашенных избирательных бюллетеней	3237	21	84	81	43	455	170	162	47	61	111	1497	64	29	27	267	34	12	72									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	333	0	25	8	29	9	5	46	24	1	52	89	10	9	6	15	0	0	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2630	59	81	101	68	306	95	222	49	58	87	964	86	52	37	218	36	38	73									
9	Число недействительных избирательных бюллетеней	80	0	2	1	1	14	1	4	2	3	7	35	1	1	1	7	0	0	0									
10	Число действительных избирательных бюллетеней	2883	59	104	108	96	301	99	264	71	56	132	1018	95	60	42	226	36	38	78									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	5	8	7	5	31	11	17	5	5	10	102	6	4	3	20	3	2	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	30	0	1	0	0	0	1	0	0	0	0	27	0	0	0	1	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	28	2	2	3	1	5	1	1	1	3	1	4	0	2	1	0	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	219	5	7	7	5	31	10	17	5	5	10	75	6	4	3	19	3	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	25	0	1	1	4	2	0	1	0	0	2	9	1	0	1	2	0	1	0									
		0.84%	0.00%	0.94%	0.92%	4.12%	0.63%	0.00%	0.37%	0.00%	0.00%	1.44%	0.85%	1.04%	0.00%	2.33%	0.86%	0.00%	2.63%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	93	0	5	8	4	4	3	1	1	3	4	34	6	5	2	9	1	1	2									
		3.14%	0.00%	4.72%	7.34%	4.12%	1.27%	3.00%	0.37%	1.37%	5.08%	2.88%	3.23%	6.25%	8.20%	4.65%	3.86%	2.78%	2.63%	2.56%									
